Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Stone R.S.,,How unique are impressed toolmarks?,2003,AFTE Journal,35,4,,376,383,,,,,,"By: Rocky S. Stone, Forensic Scientist, Metropolitan Forensic Sciences Center, Albuquerque Police Department, Albuquerque, NM",embossed; impressed; individual; mathematical; probability; probability theory; random; theoretical; theory; tool mark; unique,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Collins E.R.,,How “Unique” are impressed toolmarks? – An emperical study of 20 worn hammer faces,2005,AFTE Journal,37,4,,252,295,,,,,,"Eric R. Collins, Deputy Sheriff-Criminalist, Contra Costa County Office of the Sheriff, Forensic Services Division, Martinez, California; (Addendum By: Rocky S. Stone, Albuquerque Police Department Crime Lab (retired) )",compressed marks; firing pin impressions; hammers; impressed toolmarks; impressions; mathematical models; probability; statistics; toolmarks; uniqueness,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Champod C., Baldwin D., Taroni F., Buckleton J.",,Firearm and tool marks identification: the bayesian approach,2003,AFTE Journal,35,3,,307,316,,,,,,"By: C. Champod 1, D. Baldwin 2, F. Taroni 3,4, J.S. Buckleton 5",Bayesian approach; Tool marks,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Buckleton J., Nichols R., Triggs C., Wevers G.",,An exploratory Bayesian model for firearm and toolmark interpretation,2005,AFTE Journal,37,4,,352,361,,,,,,An exploratory Bayesian model for firearm and toolmark interpretation,Bayesian approach; consecutive matching striations; tool mark examination,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Bunch S.G.,7004589652;,Consecutive matching striation criteria: A general critique,2000,Journal of Forensic Sciences,45,5,,955,962,,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033822605&partnerID=40&md5=682eb949ec6f90a1c091eea009b489b5,"Firearms-Toolmarks Unit, FBI Laboratory, Washington, DC 20535, United States","Bunch, S.G., Firearms-Toolmarks Unit, FBI Laboratory, Washington, DC 20535, United States",Consecutive matching striations; Firearms; Forensic science; Line counting; Objective criteria; Toolmarks; Validity,forensic pathology; forensic science; gunshot injury; logic; priority journal; review; theory,,Review,Final,,Scopus,2-s2.0-0033822605,,IFSMS 2007,Firearms,Firearms
"Deinet W, Katterwe H.",,Comments on the application of theoretical probability models including Bayes theorem in forensic science relating firearm and tool marks,2007,AFTE Journal,39,1,,4,7,,,,,,"Werner Deinet*, Dr. rer. nat. and Horst Katterwe, Dr. rer. nat., Bundeskriminalamt, D-65173 Wiesbaden / Germany * now retired",Bayes' rule; binomial fit model; combinatorial model; consecutive matching striae; likelihood ratio; mathematical model; principle of maximum entropy; prior probability; posterior probability; renewal theory model,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Schwartz A.,,A systemic challenge to the reliability and admissibility of firearms and toolmark identification,2005,The Columbia Science and Technology Law Review,6,2,,1,42,,,,https://journals.library.columbia.edu/index.php/stlr/article/view/3776,,,,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Nichols R.,,The scientific foundations of firearms and tool mark identification – A response to recent challenges,2006,The CACNews,,,,8,27,,,,,,,,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Nichols R.G.,7201505413;,Defending the scientific foundations of the firearms and tool mark identification discipline: Responding to recent challenges,2007,Journal of Forensic Sciences,52,3,,586,594,,41,10.1111/j.1556-4029.2007.00422.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247329029&doi=10.1111%2fj.1556-4029.2007.00422.x&partnerID=40&md5=9aca3de90a6420fcc1b08046f909609a,"Bureau of Alcohol, Tobacco, Firearms and Explosives, Forensic Laboratory Services - San Francisco, 355 North Wiget Lane, Walnut Creek, CA 94598, United States","Nichols, R.G., Bureau of Alcohol, Tobacco, Firearms and Explosives, Forensic Laboratory Services - San Francisco, 355 North Wiget Lane, Walnut Creek, CA 94598, United States",Daubert challenges; Firearms and tool mark identification; Forensic science; Identification criteria; Proficiency testing; Scientific foundations; Statistics; Subclass characteristics; Validation,article; consumer; court; firearm; forensic identification; forensic science; law; priority journal; statistical analysis; validity,,Article,Final,,Scopus,2-s2.0-34247329029,,IFSMS 2007,Firearms,Firearms
"Howitt D., Tulleners F., Cebra K., Chen S. ",,A calculation of the statistical significance of the consecutive matching line criteria used for the analysis of bullets,2008,Journal of Forensic Sciences,,,,,,,,,,,,,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Howitt D., Tulleners F., Cebra K., Chen S. ",,The Statistical Significance of a Bullet Match,2007,"AFTE 2007 training seminar, San Francisco, CA",,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2007,Firearms,Firearms
"Howitt D., Tulleners F., Cebra K., Chen S. ",,The Statistical Significance associated with matching lines on a bullet,2007,"The Eighteenth Annual International Scientific Meeting on Scanning Microscopies, Monterey, CA.",,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2007,Firearms,Firearms
Pauw-Vugts P.,,FAID 2005 – Proficiency Test or Collaborative Study of Firearms Identification,2007,"AFTE 2007 training seminar, San Francisco, CA",,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2007,Firearms,Firearms
"Chow S.M., Striupaitis P., Haskell N., Gaensslen R.E.",,Time-dependent effects of the putrefaction in bodies on individualizing striation mMarks on bullets – A pig model,2003,AFTE Journal,35,4,,388,393,,,,,,"By: Shiao-Mei Chow, Forensic Science Group, Department of Biopharmaceutical Sciences, College of Pharmacy, University of Illinois at Chicago, Chicago IL Present address: The Bode Technology Group, Springfield VA Peter Striupaitis, Illinois State Police,",aluminum-jacketed; brass-jacketed; bullet identification; copper-jacketed; decomposition; deterioration; identification; inconclusiveness; putrefaction; striation; unsuitability,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Larrison R.M.,,Degradation of fired bullets and cartridge cases in different environmental mediums,2006,AFTE Journal,38,3,,223,230,,,,,,"Det./Sgt. Ryan M. Larrison, B.S., Michigan State Police Bridgeport Forensic Laboratory, Bridgeport, MI.",bullet; cartridge case; cleaning; corrosion; environment; identification; restoration.,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Hayes C.S., Basoa M.,  Freese R.",,Reduction of characteristic breechface marks due to primer sealants,2004,AFTE Journal,36,2,,139,146,,,,,,"By: Carol S. Hayes, M.F.S., Det. Mark Basoa, Det. Robert Freese; New York City Police Department Firearms Analysis Section, New York, NY",breechface marks; lacquer; nitrocellulose; primer sealant,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Bishop B, Rosati C, Leas R, Ennis M, Lee J, Janeksela V. ",,Does superglue hinder traditional firearms identification?,2005,AFTE Journal,37,1,,3,7,,,,,,"Bishop, B., Rosati, C., Leas, R., Ennis, M., Lee, J., Janeksela, V. Firearms-Toolmarks Unit and Latent Print Unit FBI Laboratory, Quantico, VA",firearms identification; latent prints; microscopic marks,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Gerber K., Marsanopoli J.",,Effects of fire damage on the ability to make identifications part 1: bullets,2005,AFTE Journal,37,3,,206,212,,,,,,"Kristin Gerber and Jodi Marsanopoli, Firearms and Toolmark Examiners, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF), Ammendale, Maryland",bullets; burn; fire; handgun; identification; individual marks; pistol.,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Hess PA, Moran B.",,The removal of superficial rust/corrosion from the working surfaces of firearms for the purpose of revealing their potentially identifiable signature and an application of this technique in a firearms identification.,2006,AFTE Journal,38,2,,112,132,,,,,,"Philip A. Hess, BS, MS and Bruce Moran, BS; Sacramento County District Attorneys Laboratory of Forensic Services, Sacramento, CA",Corrosion; Hydrofluoric acid; IBIS; Oxidation; Pitting; Rust; Rust Removal; Whink; Working surface.,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Krivosta G.G.,,NanoTagTM markings from another perspective,2006,AFTE Journal,38,1,,41,47,,,,,,"George G. Krivosta, Suffolk County Crime Laboratory, Hauppauge, New York",Firing pin; Laser engrave; NanoTag; NanoVia; Serial number,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Bati C.,,"The width of the firing pin imprint as a class characteristic in 7,62 x 39 mm Kalashnikov cartridge cases",2007,AFTE Journal,39,1,,24,30,,,,,,"Cengiz Bati, Firearms & Tool marks Examinations Department, Istanbul Crime Laboratory of Police, (Turkey)",Automated systems; class characteristic; Forensic Science; Firearms identification; Kalashnikov,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Fadul T.G., Nuñez A.",,Glock’s new “EBIS” barrel: the finale to the Miami barrel saga,2006,AFTE Journal,38,2,,96,100,,,,,,"Thomas G. Fadul Jr. and Adrian Nu+ez, Miami-Dade Police Department, Miami, Florida",Enhanced Bullet Identification System (EBIS); Glock; Readily Identifiable; Subclass Characteristics; The Miami Barrel,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Dutton G.,,LEICA FSC comparison macroscope,2004,AFTE Journal,36,4,,256,261,,,,,,"By: Sergeant Gerard Dutton, Ballistics Section Tasmania Police, Hobart, Tasmania, AUSTRALIA",Comparison Macroscope; FSC; Leica; Microscope,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Koch A.,,Abformungen bei der Waffen- und Munitionsuntersuchnung Der Auswerfer,,Sonderausgabe Schusswaffensymposium München,,,,67,80,,,,,,,,,,Conference material,,,,,,IFSMS 2007,Firearms,Firearms
Koch A.,,Abformtechniken für komplexe 3-D Strukturen,,Der Auswerfer 18,,,,57,83,,,,,,,,,,Conference material,,,,,,IFSMS 2007,Firearms,Firearms
"Murthy S.S., Mazumdar C., Rao M.S., Pal A.K.",,Digital image matching of 9mm pistols,2004,AFTE Journal,36,2,,155,165,,,,,,"By: S. S. Murthy, Central Forensic Science Laboratory, Dakshin Marg, Chandigarh, India, C. Mazumdar, Department of Computer Science & Engineering, Jadavpur University, Calcutta, India, M. S. Rao, Directorate of Forensic Science, New Delhi, India, A.K.Pal,",Firearms; Feature extraction; content Based Image retrieval; Image matching,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Wen C.-Y., Yao J.-Y.",7201367145;8876143500;,Pistol image retrieval by shape representation,2005,Forensic Science International,155,1,,35,50,,7,10.1016/j.forsciint.2004.11.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444612726&doi=10.1016%2fj.forsciint.2004.11.006&partnerID=40&md5=b84872ba402f3ccdd3178a34dac3bc0b,"Department of Forensic Science, Central Police University, 56 Shu-Ren Road, Kuei-Shan, Taoyuan 33334, Taiwan","Wen, C.-Y., Department of Forensic Science, Central Police University, 56 Shu-Ren Road, Kuei-Shan, Taoyuan 33334, Taiwan; Yao, J.-Y., Department of Forensic Science, Central Police University, 56 Shu-Ren Road, Kuei-Shan, Taoyuan 33334, Taiwan",Firearm databases; Forensic science; Image retrieval,article; data base; firearm; forensic science; image display; priority journal,,Article,Final,,Scopus,2-s2.0-26444612726,,IFSMS 2007,Firearms,Firearms
Li D.,,Ballistics projectile image analysis for firearm identification,2006,IEEE Transactions on Image Processing,15,10,,2857,2865,,,,,,,,,,Conference Paper,,,,,,IFSMS 2007,Firearms,Firearms
Brein C.,,Segmentation of cartridge cases based on illumination and focus series,2005,"SPIE Conference Proceedings, Image and Video Communications and Processing",5685,,,228,238,,,,,,,,,,Conference Paper,,,,,,IFSMS 2007,Firearms,Firearms
Puente León F.,6602431857;,Automated comparison of firearm bullets,2006,Forensic Science International,156,1,,40,50,,31,10.1016/j.forsciint.2004.12.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30344471524&doi=10.1016%2fj.forsciint.2004.12.016&partnerID=40&md5=f650e24c0c698964c10fcf763daf4bd6,"Technische Universität München, Lehrstuhl für Messsystem- und Sensortechnik, D-80290 Munich, Germany","Puente León, F., Technische Universität München, Lehrstuhl für Messsystem- und Sensortechnik, D-80290 Munich, Germany",Automated visual inspection; Bullet matching; Firearms identification; Forensic science; Image comparison; Image fusion,article; bullet; comparative study; firearm; illumination; image analysis; laboratory automation; priority journal,,Article,Final,,Scopus,2-s2.0-30344471524,,IFSMS 2007,Firearms,Firearms
"Nennstiel R., Rahm J.",6507166227;12791371100;,A parameter study regarding the IBIS™ correlator,2006,Journal of Forensic Sciences,51,1,,18,23,,8,10.1111/j.1556-4029.2005.00002.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645214382&doi=10.1111%2fj.1556-4029.2005.00002.x&partnerID=40&md5=84711ea0177cc2f46de0d40913ac636a,"Forensic Science Institute of the Bundeskriminalamt Wiesbaden, D 65173 Wiesbaden, Germany; Bundeskriminalamt, Forensic Science Institute, Wiesbaden, D-65193, Germany","Nennstiel, R., Forensic Science Institute of the Bundeskriminalamt Wiesbaden, D 65173 Wiesbaden, Germany, Bundeskriminalamt, Forensic Science Institute, Wiesbaden, D-65193, Germany; Rahm, J., Forensic Science Institute of the Bundeskriminalamt Wiesbaden, D 65173 Wiesbaden, Germany",Correlator; Electronic comparison; Error rate; Firearm markings; Forensic science; IBIS™,article; ballistics; comparative study; data base; electronics; firearm; forensic science; ibis correlator; instrument; methodology; priority journal,,Article,Final,,Scopus,2-s2.0-33645214382,,IFSMS 2007,Firearms,Firearms
"Nennstiel R., Rahm J.",6507166227;12791371100;,An experience report regarding the performance of the IBIS™ correlator,2006,Journal of Forensic Sciences,51,1,,24,30,,4,10.1111/j.1556-4029.2005.00003.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645239266&doi=10.1111%2fj.1556-4029.2005.00003.x&partnerID=40&md5=d3145956bbe8bd1da2af8833c73bb2e5,"Forensic Science Institute, Bundeskriminalamt, Thaerstr.11, D 65193 Wiesbaden, Germany; Forensic Science Institute, Bundeskriminalamt, Wiesbaden D-65193, Germany","Nennstiel, R., Forensic Science Institute, Bundeskriminalamt, Thaerstr.11, D 65193 Wiesbaden, Germany, Forensic Science Institute, Bundeskriminalamt, Wiesbaden D-65193, Germany; Rahm, J., Forensic Science Institute, Bundeskriminalamt, Thaerstr.11, D 65193 Wiesbaden, Germany",Correlator; Electronic comparison; Error rate; Firearm markings; Forensic science; IBIS™,article; comparative study; computer system; data base; electronics; environment; firearm; forensic science; ibis correlator; performance; priority journal,,Article,Final,,Scopus,2-s2.0-33645239266,,IFSMS 2007,Firearms,Firearms
Bernard M.,57198141306;,The effects of ammunition brand and firearm use on ibis correlation scores,2005,Journal of the Canadian Society of Forensic Science,38,2,,69,83,,1,10.1080/00085030.2005.10757585,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144542967&doi=10.1080%2f00085030.2005.10757585&partnerID=40&md5=bd51358b4aaa95bf5250c03f16c9ab28,"The University of Toronto at Mississauga, 3359 Mississauga Rd N, Mississauga, ON, L5L 1C6, Canada","Bernard, M., The University of Toronto at Mississauga, 3359 Mississauga Rd N, Mississauga, ON, L5L 1C6, Canada",,analysis of variance; article; automation; ballistics; correlation analysis; correlation coefficient; firearm; forensic identification; Integrated Ballistics Identification System; parameter; scoring system; statistical analysis; system analysis,,Article,Final,,Scopus,2-s2.0-27144542967,,IFSMS 2007,Firearms,Firearms
"De Kinder J., Tulleners F., Thiebaut H.",8732596000;6506576900;6507675983;,Reference ballistic imaging database performance,2004,Forensic Science International,140,02-Mar,,207,215,,24,10.1016/j.forsciint.2003.12.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242338828&doi=10.1016%2fj.forsciint.2003.12.002&partnerID=40&md5=1321bada99c610e1c4214d201a05f820,"Inst. Natl. Criminalistique C., Chaussée de Vilvorde 98-100, B-1120 Brussels, Belgium; Sacramento Laboratory, California Department of Justice, 4949 Broadway, Sacramento, CA 95820, United States","De Kinder, J., Inst. Natl. Criminalistique C., Chaussée de Vilvorde 98-100, B-1120 Brussels, Belgium; Tulleners, F., Sacramento Laboratory, California Department of Justice, 4949 Broadway, Sacramento, CA 95820, United States; Thiebaut, H., Inst. Natl. Criminalistique C., Chaussée de Vilvorde 98-100, B-1120 Brussels, Belgium",Automated comparisons; Ballistic fingerprinting; Firearms identification; Forensics; Imaging,article; ballistics; correlation analysis; data base; firearm; forensic medicine; imaging; priority journal,,Article,Final,,Scopus,2-s2.0-1242338828,,IFSMS 2007,Firearms,Firearms
"Senin N., Groppetti R., Garofano L., Fratini P., Pierni M.",55898797900;6602600951;13003629700;13003751700;12779413800;,Three-dimensional surface topography acquisition and analysis for firearm identification,2006,Journal of Forensic Sciences,51,2,,282,295,,22,10.1111/j.1556-4029.2006.00048.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644888258&doi=10.1111%2fj.1556-4029.2006.00048.x&partnerID=40&md5=4d12ce9898f3b066bb78ee1006bd7d33,"Dipartimento di Ingegneria Industriale, Università di Parma, Parco Area Delle Scienze 181/A, I-43100 Parma (PR), Italy; Sezione di Balistica, Reparto Carabinieri Investigazioni Scientifiche, Parco Ducale, 3, I-43100 Parma, Italy","Senin, N., Dipartimento di Ingegneria Industriale, Università di Parma, Parco Area Delle Scienze 181/A, I-43100 Parma (PR), Italy; Groppetti, R., Dipartimento di Ingegneria Industriale, Università di Parma, Parco Area Delle Scienze 181/A, I-43100 Parma (PR), Italy; Garofano, L., Sezione di Balistica, Reparto Carabinieri Investigazioni Scientifiche, Parco Ducale, 3, I-43100 Parma, Italy; Fratini, P., Sezione di Balistica, Reparto Carabinieri Investigazioni Scientifiche, Parco Ducale, 3, I-43100 Parma, Italy; Pierni, M., Sezione di Balistica, Reparto Carabinieri Investigazioni Scientifiche, Parco Ducale, 3, I-43100 Parma, Italy",Ballistic fingerprinting; Cartridge cases; Firearm identification; Forensic science; Three-dimensional surface topography acquisition and analysis,automated pattern recognition; ballistics; computer analysis; digital imaging; firearm; image display; priority journal; quantitative analysis; review; three dimensional imaging,,Review,Final,,Scopus,2-s2.0-33644888258,,IFSMS 2007,Firearms,Firearms
"Banno A., Masuda T., Ikeuchi K.",14038729500;57213046052;35208602900;,Three dimensional visualization and comparison of impressions on fired bullets,2004,Forensic Science International,140,02-Mar,,233,240,,42,10.1016/j.forsciint.2003.11.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242338826&doi=10.1016%2fj.forsciint.2003.11.025&partnerID=40&md5=4a2461b0a8644756d4130f7c54c28edf,"Ikeuchi Laboratory 4-6-1, Institute of Industrial Science, University of Tokyo, Komaba, Meguro-ku, Tokyo 153-8505, Japan; Natl. Res. Inst. Police Sci. 6-3-1, Kashiwanoha, Kashiwa, Chiba 227-0882, Japan","Banno, A., Ikeuchi Laboratory 4-6-1, Institute of Industrial Science, University of Tokyo, Komaba, Meguro-ku, Tokyo 153-8505, Japan, Natl. Res. Inst. Police Sci. 6-3-1, Kashiwanoha, Kashiwa, Chiba 227-0882, Japan; Masuda, T., Ikeuchi Laboratory 4-6-1, Institute of Industrial Science, University of Tokyo, Komaba, Meguro-ku, Tokyo 153-8505, Japan; Ikeuchi, K., Ikeuchi Laboratory 4-6-1, Institute of Industrial Science, University of Tokyo, Komaba, Meguro-ku, Tokyo 153-8505, Japan",Alignment; Fired bullets; Shape difference; Three dimensional,article; bullet; comparative study; confocal microscopy; geometry; image analysis; microcomputer; model; priority journal; three dimensional imaging,,Article,Final,,Scopus,2-s2.0-1242338826,,IFSMS 2007,Firearms,Firearms
"Song J., Vorburger T.",,Topography measurements and applications,2006,"SPIE Conference Proceedings, Third International Symposium on Precision Mechanical Measurements",6280,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2007,Firearms,Firearms
Thompson E.,,Editorial: Two dimensional versus three dimensional characteristics,2006,AFTE Journal,38,1,,10,13,,,,,,"Evan Thompson, Washington State Patrol Crime Laboratory Seattle, Washington",,Criteria for ID; toolmarks; two dimensional; three-dimensional; photographs; IBIS; NIBIN; lighting & alignment,,Editorial,,,,,,IFSMS 2007,Firearms,Firearms
"Roberge D, Beauchamp A.",,The use of BulletTrax-3D in a study of consecutively manufactured barrels,2006,AFTE Journal,38,2,,166,172,,,,,,"Danny Roberge and Alain Beauchamp, Forensic Technology, QuTbec Canada",BulletTRAX-3DTM; Hi-Point barrels.,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
"Vorburger T.V., Yen J.H., Bachrach B., Renegar T.B., Filliben J.J., Ma L., Rhee H.G., Zheng A., Song J.F., Riley M., Foreman C.D., Ballou S.M.",,Surface topography analysis for a feasibility assessment of a national ballistics imaging database.,2007,"NISTIR 7362 (National Institute of Standards and Technology), Gaithersburg, MD, USA",,,,,,,,10.6028/NIST.IR.7362,http://www.mel.nist.gov/div821/webdocs-13/NISTIR2007-7362.pdf,,,,,,Others,,,,,,IFSMS 2007,Firearms,Firearms
Forensic Technology Inc.,,The development of IBIS-TRAX 3DTM: BulletTRAX3DTM and BrassTRAX-3DTM,,,,,,,,,,,http://www.forensictechnologyinc.com/,,,,,,Website,,Yes,,,,IFSMS 2007,Firearms,Firearms
"Roberge D., Beachamp A. ",,The use of BulletTRAX-3D in a study of consecutively manufactured barrels,2006,AFTE Journal,38,2,,166,172,,,,,,"Danny Roberge and Alain Beauchamp, Forensic Technology, QuTbec Canada",BulletTRAX-3DTM; Hi-Point barrels.,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Haag L.C.,,Shooting incident reconstruction,2006,Academic Press (Elsevier) USA,,,,,,,,,,,,,,,Book ,,,,,,IFSMS 2007,Firearms,Firearms
Haag L.C.,,Sequence of shots through tempered glass,2004,AFTE Journal,36,1,,54,64,,,,,,"By: Lucien C. Haag, Forensic Science Services, Inc. P.O. Box 5347 Carefree, AZ 85377",glass; tempered glass; strengthened glass; double strength glass; radial fractures; cone fractures; dicing; facets; terminal ballistics,,,Article,,,,ISBN-13:978-0-12-088473-5; ISBN-10:0-12-088473-9,,IFSMS 2007,Firearms,Firearms
"Haag L.C., Garrett M.L.",,Bullet length to diameter ratios and caliber determination of bullets in surviving gunshot victims,2007,AFTE Journal,39,1,,31,43,,,,,,"Lucien C. Haag, Forensic Science Services, Carefree, AZ; Melvin Lee Garrett, Phoenix Police Crime Laboratory, Phoenix, AZ",bullets; projectiles; gunshot victims; radiographs; bullet aspect ratio; L/D ratio,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Moran B.,,Shooting incident reconstruction in the book entitled Crime Reconstruction by Chisum and Turvey,2006,Academic Press (Elsevier) USA,,,,215,312,,,,,,,,,,Book Chapter,,,,ISBN-10:0-12-369375-6,,IFSMS 2007,Firearms,Firearms
Klees G.S.,,The Un-expanded hollow point bullet-observations of terminal effects from a shooting scene examination,2005,AFTE Journal,37,3,,184,186,,,,,,"Gregory S. Klees, Bureau of Alcohol, Tobacco, Firearms and Explosives, Washington Forensic Science Laboratory, Ammendale, Maryland",terminal ballistics; terminal effect; hollow point bullet; non-expansion,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
Rowe W.F.,24455160900;,The distribution of shotgun pellets after ricochet from an intermediate target surface,2005,Forensic Science International,155,02-Mar,,188,192,,1,10.1016/j.forsciint.2004.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844546242&doi=10.1016%2fj.forsciint.2004.12.006&partnerID=40&md5=6d76b9e6090dbe379c64d7993103f8b1,"Department of Forensic Sciences, George Washington University, Washington, DC 20052, United States","Rowe, W.F., Department of Forensic Sciences, George Washington University, Washington, DC 20052, United States",Crime scene reconstruction; Forensic science; Ricochet; Shotgun,article; crime; forensic medicine; geometry; gunshot injury; mathematical computing; priority journal; statistical model,,Article,Final,,Scopus,2-s2.0-26844546242,,IFSMS 2007,Firearms,Firearms
"Sims E., Barksdale L.",8980249200;18433707400;,The importance of careful interpretation of shell casing ejection patterns,2005,Journal of Forensic Identification,55,6,,726,740,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744460081&partnerID=40&md5=ae71c31141a00ae882c4ea186eb19647,"Lincoln Police Department, Lincoln, NE, United States; Lincoln Police Department, 575 South 10th Street, Lincoln, NE 68508, United States","Sims, E., Lincoln Police Department, Lincoln, NE, United States, Lincoln Police Department, 575 South 10th Street, Lincoln, NE 68508, United States; Barksdale, L., Lincoln Police Department, Lincoln, NE, United States",,article; ballistics; experiment; firearm; hand grip; motion; shell casing ejection pattern; standing,,Article,Final,,Scopus,2-s2.0-27744460081,,IFSMS 2007,Firearms,Firearms
Jussila J.,35315701700;,Preparing ballistic gelatine - Review and proposal for a standard method,2004,Forensic Science International,141,02-Mar,,91,98,,137,10.1016/j.forsciint.2003.11.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842555523&doi=10.1016%2fj.forsciint.2003.11.036&partnerID=40&md5=22a2e793f892c8294f364f068c11e57c,"Police Technical Centre, P.O. Box 20, 00561 Helsinki, Finland","Jussila, J., Police Technical Centre, P.O. Box 20, 00561 Helsinki, Finland",Ballistics; Gelatine; Penetration; Simulant,drinking water; gelatin; acidity; ballistics; priority journal; review; simulation; standardization; water temperature,,Article,Final,,Scopus,2-s2.0-1842555523,,IFSMS 2007,Firearms,Firearms
Jussila J.,7006716983;,Measurement of kinetic energy dissipation with gelatine fissure formation with special reference to gelatine validation,2005,Forensic Science International,150,1,,53,62,,21,10.1016/j.forsciint.2004.06.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17244383038&doi=10.1016%2fj.forsciint.2004.06.038&partnerID=40&md5=796999f2da2ac3ead00ff02dd35ee748,"Police Technical Centre, Helsinki, Finland","Jussila, J., Police Technical Centre, Helsinki, Finland",Gelatine; Kinetic energy; Wound ballistics,gelatin; article; ballistics; bullet; correlation analysis; dispersion; energy; firearm; kinetics; priority journal; simulation; statistical significance,,Article,Final,,Scopus,2-s2.0-17244383038,,IFSMS 2007,Firearms,Firearms
Jussila J.,,Ballistic skin stimulant,2005,Forensic Science International,150,01-Jan,,63,71,,,10.1016/j.forsciint.2004.06.039,,,,,,,Article,,,,,,IFSMS 2007,Firearms,Firearms
The Scientific Working Group SWGGUN,,,,,,,,,,,,,http://www.swggun.org/,,,,,,Website,,No,,,,IFSMS 2007,Firearms,Firearms
"Committee on Identifying the Needs of the Forensic Sciences Community, National Research Council",,Strengthening forensic science in the United States: A path forward,2009,Strengthening Forensic Science in the United States: A Path Forward,,,,1,328,,51,10.17226/12589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024125203&doi=10.17226%2f12589&partnerID=40&md5=004d5cc300395c8e4071b283c15d11db,,"Committee on Identifying the Needs of the Forensic Sciences Community; Committee on Science, Technology, and Law; Policy and Global Affairs; Committee on Applied and Theoretical Statistics; Division on Engineering and Physical Sciences; National Research Council",,,,Book,Final,,Scopus,2-s2.0-85024125203,,IFSMS 2010,Firearms,Firearms
AFTE Committee for the Advancement of the Science of Firearm & Toolmark Identification,,The Response of the Association of Firearm and Tool Mark Examiners to the February 2009 National Academy of Science Report “Strengthening Forensic Science in the United States: A Path Forward.”,2009,AFTE Journal,41,3,,204,208,,,,,,The AFTE Committee for the Advancement of the Science of Firearm and Tool Mark Identification,AFTE Response to the 2009 NAS Report; NAS Report; National Academy of Science; Daubert; NAS Recommendations; Strengthening Forensic Science in the United States: A Path Forward,,,Article,,,,,,IFSMS 2010,Firearms,Firearms
AFTE Committee for the Advancement of the Science of Firearm & Toolmark Identification,,AFTE Response to the NACDL Task Force on the Future of Forensic Science,2010,AFTE Journal,42,2,,102,107,,,,,,"AFTE Committee for the Advancement of the Science of Firearm & Toolmark Identification [1], Sent to the NACDL by the Association of Firearm and Tool Mark Examiners Board of Directors, represented by Jim Krylo, President",AFTE Response to the 2009 NACDL Position Statements and Recommendations; NACDL Task Force on the Future of Forensic Science; National Association of Criminal Defense Lawyers; NACDL; Daubert,,,Article,,,,,,IFSMS 2010,Firearms,Firearms
