Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Graham G.A., Kearsley A.T., Drolshagen G., McDonnell J.A.M., Wright I.P., Grady M.M.",7201515750;7004954251;23030219800;7101838580;55184415000;7102370410;,Mineralogy and microanalysis in the determination of cause of impact damage to spacecraft surfaces,2004,Geological Society Special Publication,232,,,137,146,,8,10.1144/GSL.SP.2004.232.01.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044271125&doi=10.1144%2fGSL.SP.2004.232.01.13&partnerID=40&md5=fa31c3e6666ae0576bb2b7dc9cf14e73,"Planet/Space Sciences Research Inst., The Open University, Milton Keynes MK7 6AA, United Kingdom; School of Biological/Molecular Sci., Oxford Brookes University, Headington, Oxford OX3 0BP, United Kingdom; TOS-EMA, European Space Research Technol. Ctr, The European Space Agency, Keplerlaan 1, Noordwijk, AZ 2201, Netherlands; Department of Mineralogy, The Natural History Museum, Cromwell Road, London SW7 5BD, United Kingdom","Graham, G.A., Planet/Space Sciences Research Inst., The Open University, Milton Keynes MK7 6AA, United Kingdom, Department of Mineralogy, The Natural History Museum, Cromwell Road, London SW7 5BD, United Kingdom; Kearsley, A.T., School of Biological/Molecular Sci., Oxford Brookes University, Headington, Oxford OX3 0BP, United Kingdom; Drolshagen, G., TOS-EMA, European Space Research Technol. Ctr, The European Space Agency, Keplerlaan 1, Noordwijk, AZ 2201, Netherlands; McDonnell, J.A.M., Planet/Space Sciences Research Inst., The Open University, Milton Keynes MK7 6AA, United Kingdom; Wright, I.P., Planet/Space Sciences Research Inst., The Open University, Milton Keynes MK7 6AA, United Kingdom; Grady, M.M., Department of Mineralogy, The Natural History Museum, Cromwell Road, London SW7 5BD, United Kingdom",,damage; dust; forensic science; impact; mineralogy; spacecraft,"Graham, G.A.; Inst. for Geophysics/Planetary Phys., Lawrence Livermore National Lab., Livermore, CA 94551, United States; email: graham42@llnl.gov",Article,Final,,Scopus,2-s2.0-7044271125,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Bull P.A., Morgan R.M.",7101661287;57194780985;,Sediment fingerprints: A forensic technique using quartz sand grains,2006,Science and Justice - Journal of the Forensic Science Society,46,2,,107,124,,49,10.1016/S1355-0306(06)71581-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748784051&doi=10.1016%2fS1355-0306%2806%2971581-7&partnerID=40&md5=a46a68623012b2e19788b922460d4b1e,"Oxford University Centre for the Environment, University of Oxford, United Kingdom","Bull, P.A., Oxford University Centre for the Environment, University of Oxford, United Kingdom; Morgan, R.M., Oxford University Centre for the Environment, University of Oxford, United Kingdom",Database; Forensic science; Quartz grain assemblages; Quartz grain types; Quartz surface textures; Scanning electron microscopy; Sediment and soils,silicon dioxide; article; computer analysis; data base; forensic science; sand,"Bull, P.A.; Oxford University Centre for the Environment, University of OxfordUnited Kingdom; email: peter.bull@hertford.ox.ac.uk",Article,Final,,Scopus,2-s2.0-33748784051,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Bernet M., Bassett K.",6603386670;55939781700;,Provenance analysis by single-quartz-grain SEM-CL/optical microscopy,2005,Journal of Sedimentary Research,75,3,,492,500,,59,10.2110/jsr.2005.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19344369623&doi=10.2110%2fjsr.2005.038&partnerID=40&md5=5cf8cc42cc618098742230ba1c00da53,"Department of Geological Sciences, University of Canterbury, Private Bag 4800, Christchurch, New Zealand; LGCA, Université Joseph Fourier, 38041 Grenoble Cedex 9, France","Bernet, M., Department of Geological Sciences, University of Canterbury, Private Bag 4800, Christchurch, New Zealand, LGCA, Université Joseph Fourier, 38041 Grenoble Cedex 9, France; Bassett, K., Department of Geological Sciences, University of Canterbury, Private Bag 4800, Christchurch, New Zealand",,cathodoluminescence; provenance; quartz; scanning electron microscopy,"Bernet, M.; LGCA, Université Joseph Fourier, 38041 Grenoble Cedex 9, France; email: matthias.bernet@aya.yale.edu",Article,Final,,Scopus,2-s2.0-19344369623,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Blott S.J., Al-Dousari A.M., Pye K., Saye S.E.",13604792300;35267950500;7005357074;6603209743;,Three-dimensional characterization of sand grain shape and surface texture using a nitrogen gas adsorption technique,2004,Journal of Sedimentary Research,74,1,,156,159,,16,10.1306/052403740156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2042523544&doi=10.1306%2f052403740156&partnerID=40&md5=1771ae04f8b3c968536be86c44d013da,"Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Department of Geology, University of London, Egham, Surrey TW20 0EX, United Kingdom","Blott, S.J., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Al-Dousari, A.M., Department of Geology, University of London, Egham, Surrey TW20 0EX, United Kingdom; Pye, K., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom, Department of Geology, University of London, Egham, Surrey TW20 0EX, United Kingdom; Saye, S.E., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom",,analytical method; grain size; sand; sediment analysis; texture,"Blott, S.J.; Kenneth Pye Assiciates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom",Article,Final,,Scopus,2-s2.0-2042523544,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Pye K., Blott S.J.",7005357074;13604792300;,"Particle size analysis of sediments, soils and related particulate materials for forensic purposes using laser granulometry",2004,Forensic Science International,144,1,,19,27,,90,10.1016/j.forsciint.2004.02.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042704487&doi=10.1016%2fj.forsciint.2004.02.028&partnerID=40&md5=fddc6998a075b2bfd2315e691f241705,"Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom","Pye, K., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Blott, S.J., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom",Comparison; Laser diffraction; Provenance; Sand; Sediments; Sieving; Soils,accuracy; analytic method; correlation analysis; data analysis; device; forensic science; laser; laser granulometer; measurement; particle size; particulate matter; priority journal; reliability; review; sampling; sediment; sedimentation; soil analysis; spectral sensitivity; statistical analysis,"Pye, K.; Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; email: k.pye@kpal.co.uk",Article,Final,,Scopus,2-s2.0-3042704487,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Blott S.J., Croft D.J., Pye K., Saye S.E., Wilson H.E.",13604792300;7101684579;7005357074;6603209743;7402689946;,Particle size analysis by laser diffraction,2004,Geological Society Special Publication,232,,,63,73,,62,10.1144/GSL.SP.2004.232.01.08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044220741&doi=10.1144%2fGSL.SP.2004.232.01.08&partnerID=40&md5=16bb2c4a256e5145929a8fbdc18b5bf4,"Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; Department of Geology, University of London, Egham, Surrey TW20 0EX, United Kingdom","Blott, S.J., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; Croft, D.J., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; Pye, K., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom, Department of Geology, University of London, Egham, Surrey TW20 0EX, United Kingdom; Saye, S.E., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; Wilson, H.E., Department of Geology, University of London, Egham, Surrey TW20 0EX, United Kingdom",,crime; Earth science; forensic science; laser method; particle size; provenance; soil analysis,"Blott, S.J.; Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; email: s.blott@kpal.co.uk",Article,Final,,Scopus,2-s2.0-7044220741,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Blott S.J., Pye K.",13604792300;7005357074;,Particle size distribution analysis of sand-sized particles by laser diffraction: An experimental investigation of instrument sensitivity and the effects of particle shape,2006,Sedimentology,53,3,,671,685,,108,10.1111/j.1365-3091.2006.00786.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646711852&doi=10.1111%2fj.1365-3091.2006.00786.x&partnerID=40&md5=2ed4de0598af4757a83fb9f93ecc54e1,"Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom","Blott, S.J., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Pye, K., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom",Grain size analysis; Laser diffraction; Laser granulometry; Particle shape; Particle size distribution analysis; Sand; Sediments; Size parameter,laser method; particle size; sand; sediment analysis; size distribution,"Blott, S.J.; Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; email: s.blott@kpal.co.uk",Article,Final,,Scopus,2-s2.0-33646711852,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Takeda A., Kimura K., Yamasaki S.I.",18038729100;7404820472;7202378362;,"Analysis of 57 elements in Japanese soils, with special reference to soil group and agricultural use",2004,Geoderma,119,03-Apr,,291,307,,92,10.1016/j.geoderma.2003.08.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442291166&doi=10.1016%2fj.geoderma.2003.08.006&partnerID=40&md5=1c639eabdbfaf91774206f5146aa3d19,"Institute for Environmental Sciences, 1-7 Ienomae, Kamikita-gun, Aomori 039-3212, Japan; Laboratory of Soil Science, Graduate School of Agriculture, Tohoku University, Aobaku, Sendai 981-8555, Japan","Takeda, A., Institute for Environmental Sciences, 1-7 Ienomae, Kamikita-gun, Aomori 039-3212, Japan; Kimura, K., Laboratory of Soil Science, Graduate School of Agriculture, Tohoku University, Aobaku, Sendai 981-8555, Japan; Yamasaki, S.-I., Laboratory of Soil Science, Graduate School of Agriculture, Tohoku University, Aobaku, Sendai 981-8555, Japan",Agricultural use; Long-term experimental field; Rock type; Soil group; Trace element,Composition; Concentration (process); Cultivation; Fertilizers; Elemental composition; Soils; agricultural soil; chemical composition; trace element; Asia; Eurasia; Far East; Japan,"Takeda, A.; Institute for Environmental Sciences, 1-7 Ienomae, Kamikita-gun, Aomori 039-3212, Japan; email: takeda@ies.or.jp",Article,Final,,Scopus,2-s2.0-1442291166,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Sterckeman T., Douay F., Baize D., Fourrier H., Proix N., Schvartz C.",6603558969;15519244600;6602877388;16679276600;6506969173;12766711600;,Trace elements in soils developed in sedimentary materials from Northern France,2006,Geoderma,136,03-Apr,,912,929,,67,10.1016/j.geoderma.2006.06.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751200905&doi=10.1016%2fj.geoderma.2006.06.010&partnerID=40&md5=e70d84a8bfa6fcb152b1a2dde305b337,"INPL(ENSAIA), Laboratoire Sols et Environnement, BP 172, 54505 Vandoeuvre-les-Nancy Cedex, France; ISA, Laboratoire Sols et Environnement, 48, boulevard Vauban, 59046 Lille Cedex, France; INRA, Unité de Science du Sol, BP 20619, 45166 Olivet cedex, France; INRA, Laboratoire d'Analyses des Sols, 273, rue de Cambrai, 62000 Arras, France","Sterckeman, T., INPL(ENSAIA), Laboratoire Sols et Environnement, BP 172, 54505 Vandoeuvre-les-Nancy Cedex, France; Douay, F., ISA, Laboratoire Sols et Environnement, 48, boulevard Vauban, 59046 Lille Cedex, France; Baize, D., INRA, Unité de Science du Sol, BP 20619, 45166 Olivet cedex, France; Fourrier, H., ISA, Laboratoire Sols et Environnement, 48, boulevard Vauban, 59046 Lille Cedex, France; Proix, N., INRA, Laboratoire d'Analyses des Sols, 273, rue de Cambrai, 62000 Arras, France; Schvartz, C., ISA, Laboratoire Sols et Environnement, 48, boulevard Vauban, 59046 Lille Cedex, France",Background content; Diffuse contamination; Enrichment factor; Geochemical survey; Metal,Correlation methods; Geochemistry; Soil testing; Trace elements; Anthropogenic contamination; Background content; Diffuse contamination; Enrichment factor; Exogenous trace elements; Geochemical survey; Soils; geochemical survey; geochemistry; sedimentary rock; soil by origin or composition; trace element; Eurasia; Europe; France; Nord [Nord-Pas-de-Calais]; Nord-Pas-de-Calais; Western Europe; Parisia,"Sterckeman, T.; INPL(ENSAIA), Laboratoire Sols et Environnement, BP 172, 54505 Vandoeuvre-les-Nancy Cedex, France; email: Thibault.Sterckeman@ensaia.inpl-nancy.fr",Article,Final,,Scopus,2-s2.0-33751200905,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Takeda A., Tsukada H., Takaku Y., Hisamatsu S., Nanzyo M.",18038729100;7103032820;57202243012;7006273138;6701464243;,Accumulation of uranium derived from long-term fertilizer applications in a cultivated Andisol,2006,Science of the Total Environment,367,02-Mar,,924,931,,38,10.1016/j.scitotenv.2006.01.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746237736&doi=10.1016%2fj.scitotenv.2006.01.006&partnerID=40&md5=69b65f951d6570f68f420b387c0773e4,"Department of Radioecology, Institute for Environmental Sciences, 1-7 Ienomae, Obuchi, Rokkasho, Aomori, 039-3212, Japan; Graduate School of Agricultural Science, Tohoku University, 1-1 Tsutsumidori-Amamiyamachi, Aobaku, Sendai, 981-8555, Japan","Takeda, A., Department of Radioecology, Institute for Environmental Sciences, 1-7 Ienomae, Obuchi, Rokkasho, Aomori, 039-3212, Japan, Graduate School of Agricultural Science, Tohoku University, 1-1 Tsutsumidori-Amamiyamachi, Aobaku, Sendai, 981-8555, Japan; Tsukada, H., Department of Radioecology, Institute for Environmental Sciences, 1-7 Ienomae, Obuchi, Rokkasho, Aomori, 039-3212, Japan; Takaku, Y., Department of Radioecology, Institute for Environmental Sciences, 1-7 Ienomae, Obuchi, Rokkasho, Aomori, 039-3212, Japan; Hisamatsu, S., Department of Radioecology, Institute for Environmental Sciences, 1-7 Ienomae, Obuchi, Rokkasho, Aomori, 039-3212, Japan; Nanzyo, M., Graduate School of Agricultural Science, Tohoku University, 1-1 Tsutsumidori-Amamiyamachi, Aobaku, Sendai, 981-8555, Japan",Andisol; Extraction methods; Fertilizer application; Uranium,Andisol; Extraction methods; Fertilizer application; Surface soil; Clay minerals; Cultivation; Estimation; Extraction; Fertilizers; Noncrystalline solids; Soils; Uranium compounds; fertilizer; soil organic matter; uranium; accumulation; agricultural soil; Andisol; clay mineral; experimental study; fertilizer application; uranium; vertical profile; article; calculation; chemical analysis; clay; comparative study; concentration (parameters); fertilizer application; priority journal; radioactive contamination; soil analysis; soil pollution; surface soil; Agriculture; Environmental Monitoring; Fertilizers; Japan; Soil Pollutants; Uranium,"Takeda, A.; Department of Radioecology, Institute for Environmental Sciences, 1-7 Ienomae, Obuchi, Rokkasho, Aomori, 039-3212, Japan; email: takeda@ies.or.jp",Article,Final,,Scopus,2-s2.0-33746237736,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Cengiz S., Karaca A.C., Cakir I., Uner H.B., Sevindik A.",55508595800;6602084196;6603162252;6601985132;6506816574;,SEM-EDS analysis and discrimination of forensic soil,2004,Forensic Science International,141,1,,33,37,,28,10.1016/j.forsciint.2003.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842457822&doi=10.1016%2fj.forsciint.2003.12.006&partnerID=40&md5=6cd9588c0f0a65cf96686de66d2597d3,"Inst. of Leg. Med. and Forensic Sci., Istanbul University, Istanbul, Turkey; Istanbul Police Crim. Lab. Division, Ministry of Interior, Istanbul, Turkey; Council of Forensic Medicine, Ministry of Justice, Istanbul, Turkey","Cengiz, S., Inst. of Leg. Med. and Forensic Sci., Istanbul University, Istanbul, Turkey; Karaca, A.C., Istanbul Police Crim. Lab. Division, Ministry of Interior, Istanbul, Turkey; Cakir, I., Council of Forensic Medicine, Ministry of Justice, Istanbul, Turkey; uner, H.B., Inst. of Leg. Med. and Forensic Sci., Istanbul University, Istanbul, Turkey; Sevindik, A., Istanbul Police Crim. Lab. Division, Ministry of Interior, Istanbul, Turkey",CE; Forensic soil; Microscopy; SEM-EDS,"article; energy dispersive X ray spectrometry; forensic science; pressure; priority journal; reproducibility; sampling; scanning electron microscopy; soil; soil analysis; videorecording; X ray spectrometry; Forensic Medicine; Microscopy, Electron, Scanning; Pressure; Soil; Spectrometry, X-Ray Emission; Turkey","Cengiz, S.; Inst. of Leg. Med. and Forensic Sci., Istanbul University, Istanbul, Turkey; email: cengizs@istanbul.edu.tr",Article,Final,,Scopus,2-s2.0-1842457822,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Jarvis K.E., Wilson H.E., James S.L.",7007035706;7402689946;57216113994;,Assessing element variability in small soil samples taken during forensic investigation,2004,Geological Society Special Publication,232,,,171,182,,16,10.1144/GSL.SP.2004.232.01.16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044233505&doi=10.1144%2fGSL.SP.2004.232.01.16&partnerID=40&md5=6437c37ed4aad26b4c7b680582d55441,"Department of Earth Sciences/Geogr., NERC ICP Facility, Kingston University, Penrhyn Road, Kingston upon Thames KT1 2EE, United Kingdom; Department of Geology, University of London, Egham Hill, Egham TW20 0EX, United Kingdom","Jarvis, K.E., Department of Earth Sciences/Geogr., NERC ICP Facility, Kingston University, Penrhyn Road, Kingston upon Thames KT1 2EE, United Kingdom; Wilson, H.E., Department of Geology, University of London, Egham Hill, Egham TW20 0EX, United Kingdom; James, S.L., Department of Geology, University of London, Egham Hill, Egham TW20 0EX, United Kingdom",,crime; detection method; forensic science; geochemistry; soil analysis; uncertainty analysis,"Jarvis, K.E.; Department of Earth Sciences/Geogr., NERC ICP Facility, Kingston University, Penrhyn Road, Kingston upon Thames KT1 2EE, United Kingdom; email: kym.jarvis@kingston.ac.uk",Article,Final,,Scopus,2-s2.0-7044233505,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Pye K., Blott S.J.",7005357074;13604792300;,Comparison of soils and sediments using major and trace element data,2004,Geological Society Special Publication,232,,,183,196,,18,10.1144/GSL.SP.2004.232.01.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044272690&doi=10.1144%2fGSL.SP.2004.232.01.17&partnerID=40&md5=9ea7870e2648c4ccb00f21280b4acd48,"Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom","Pye, K., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; Blott, S.J., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom",,crime; detection method; forensic science; geochemistry; inductively coupled plasma method; mass spectrometry; sediment analysis; soil analysis,"Pye, K.; Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; email: k.pye@kpal.co.uk",Article,Final,,Scopus,2-s2.0-7044272690,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Pye K., Blott S.J., Wray D.S.",7005357074;13604792300;7006662169;,Elemental analysis of soil samples for forensic purposes by inductively coupled plasma spectrometry - precision considerations,2006,Forensic Science International,160,02-Mar,,178,192,,23,10.1016/j.forsciint.2005.09.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746010618&doi=10.1016%2fj.forsciint.2005.09.012&partnerID=40&md5=acf0c1e7d76b292d0478c6bfe021aaae,"Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Department of Earth and Environmental Science, University of Greenwich, Chatham, Kent ME4 4TB, United Kingdom","Pye, K., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Blott, S.J., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Wray, D.S., Department of Earth and Environmental Science, University of Greenwich, Chatham, Kent ME4 4TB, United Kingdom",Accuracy; Element; ICP; Precision; Repeatability; Reproducibility,aluminum oxide; calcium oxide; chromium; cobalt; copper; iron oxide; lanthanum; lead; neodymium; nickel; samarium; silicon dioxide; tungsten; vanadium; accuracy; article; forensic science; mass spectrometry; priority journal; sample; soil; soil analysis; Forensic Medicine; Mass Spectrometry; Reproducibility of Results; Soil; Trace Elements,"Pye, K.; Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; email: k.pye@kpal.co.uk",Article,Final,,Scopus,2-s2.0-33746010618,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Sasajima Y., Suenami K., Sato K., Takekoshi Y., Kanno S.",,Discrimination of soil samples of mountains in Gifu by means of multivariate analysis of X-ray fluorescence spectrometry data,2004,Japanese Journal of Science and Technology for Identification ,9 SUPPLEMENT,,,70,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Sasajima Y., Suenami K., Sato K., Takekoshi Y., Kanno S.",,Discrimination of soil samples of rivers in Gifu by means of multivariate analysis of X-ray fluorescence spectrometry data.,2006,Japanese Journal of Science and Technology for Identification ,11 SUPPLEMENT,,,87,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Scheinost A.C., Rossberg A., Vantelon D., Xifra I., Kretzschmar R., Leuz A.K., Funke H., Johnson C.A.",6701825247;7003381970;6506564052;6507196374;7004965590;8250889100;7102168527;7405670727;,Quantitative antimony speciation in shooting-range soils by EXAFS spectroscopy,2006,Geochimica et Cosmochimica Acta,70,13,,3299,3312,,197,10.1016/j.gca.2006.03.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745194179&doi=10.1016%2fj.gca.2006.03.020&partnerID=40&md5=6f920c60971f28fb79cfdd9dc97a334c,"Institute of Radiochemistry, FZR, 01314 Dresden, Germany; Institute of Terrestrial Ecology, ETHZ, 8092 Zurich, Switzerland; Swiss Federal Institute of Environmental Science and Technology (EAWAG), 8600 Dubendorf, Switzerland","Scheinost, A.C., Institute of Radiochemistry, FZR, 01314 Dresden, Germany; Rossberg, A., Institute of Radiochemistry, FZR, 01314 Dresden, Germany; Vantelon, D., Institute of Terrestrial Ecology, ETHZ, 8092 Zurich, Switzerland; Xifra, I., Institute of Terrestrial Ecology, ETHZ, 8092 Zurich, Switzerland; Kretzschmar, R., Institute of Terrestrial Ecology, ETHZ, 8092 Zurich, Switzerland; Leuz, A.-K., Swiss Federal Institute of Environmental Science and Technology (EAWAG), 8600 Dubendorf, Switzerland; Funke, H., Institute of Radiochemistry, FZR, 01314 Dresden, Germany; Johnson, C.A., Swiss Federal Institute of Environmental Science and Technology (EAWAG), 8600 Dubendorf, Switzerland",,antimony; pH; soil chemistry; soil organic matter; speciation (chemistry); X-ray spectroscopy,"Scheinost, A.C.; Institute of Radiochemistry, FZR, 01314 Dresden, Germany; email: scheinost@esrf.fr",Article,Final,,Scopus,2-s2.0-33745194179,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Rawlins B.G., Cave M.",7003866180;7007076969;,Investigating multi-element soil geochemical signatures and their potential for use in forensic studies,2004,Geological Society Special Publication,232,,,197,206,,17,10.1144/GSL.SP.2004.232.01.18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044274544&doi=10.1144%2fGSL.SP.2004.232.01.18&partnerID=40&md5=d61a9bad046ac0c37969be2703e4f749,"British Geological Survey, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom","Rawlins, B.G., British Geological Survey, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom; Cave, M., British Geological Survey, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom",,crime; discriminant analysis; forensic science; geochemistry; soil analysis; soil survey,"Rawlins, B.G.; British Geological Survey, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom; email: bgr@bgs.ac.uk",Article,Final,,Scopus,2-s2.0-7044274544,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Yoshida T., Ishiwata T., Miyata K., Ishizawa F., Suzuki S., Yaita T.",,Analysis of trace elements in soil samples by SR-XRF and XRF,2004,Japanese Journal of Science and Technology for Identification ,9 SUPPLEMENT,,,71,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Croft D.J., Pye K.",7101684579;7005357074;,Stable carbon and nitrogen isotope variations in soils: Forensic applications,2004,Geological Society Special Publication,232,,,257,267,,4,10.1144/GSL.SP.2004.232.01.23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044241213&doi=10.1144%2fGSL.SP.2004.232.01.23&partnerID=40&md5=b8f3dd001f9feacda0f5dd381dd22105,"Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom","Croft, D.J., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom; Pye, K., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom",,carbon isotope; crime; detection method; forensic science; nitrogen isotope; soil analysis,"Croft, D.J.; Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom; email: d.croft@kpal.ac.uk",Article,Final,,Scopus,2-s2.0-7044241213,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Naganuma K., Iwamoto M., Arikawa T., Udatsu T., Nagatomo Y. ",,The environmental information for micro-particles in trace samples,2004,Japanese Journal of Science and Technology for Identification ,9 SUPPLEMENT,,,68,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
