Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Burns D.T., Doolan K.P.",14015211500;6701825726;,A comparison of pyrolysis-gas chromatography-mass spectrometry and fourier transform infrared spectroscopy for the characterisation of automative paint samples,2005,Analytica Chimica Acta,539,01-Feb,,145,155,,35,10.1016/j.aca.2005.02.048,,"School of Chemistry, Queen's University of Belfast, Belfast BT95AG, United Kingdom; Forensic Science Northern Ireland, Carrickfergus, Co., 151, Belfast Road, Antrim BT388PL, United Kingdom","Burns, D.T., School of Chemistry, Queen's University of Belfast, Belfast BT95AG, United Kingdom; Doolan, K.P., Forensic Science Northern Ireland, Carrickfergus, Co., 151, Belfast Road, Antrim BT388PL, United Kingdom",Automotive paints; Base coat; Clear coat; Fourier transform infrared (FT-IR) spectroscopy; Pyrolysis-gas chromatography-mass spectrometry (Py-GC-MS); Solid paint,Automobile manufacture; Fourier transform infrared spectroscopy; Gas chromatography; Paint; Pyrolysis; Automotive paints; Base coats; Solid paints; Mass spectrometry; paint; article; car; chemical analysis; gas chromatography; infrared spectroscopy; intermethod comparison; mass spectrometry; priority journal; pyrolysis; sample; solid,"Burns, D.T.; School of Chemistry, Queen's University of Belfast, Belfast BT95AG, United Kingdom; email: profburns@chemistry.fsbusiness.co.uk",Article,Final,,Scopus,2-s2.0-18344378246,,IFSMS 2007,Paint-Glass,Paint-Glass
"Burns D.T., Doolan K.P.",14015211500;6701825726;,The discrimination of white exterior paints by pyrolysis-gas chromatography-mass spectrometry,2006,Chemia Analityczna,51,4,,541,550,,,,,"School of Chemistry, Queen's University of Belfast, Belfast BT9 5AG, United Kingdom; Forensic Science Northern Ireland, 151, Belfast Road, Carrickfergus, Co. Antrim BT38 8PL, United Kingdom","Burns, D.T., School of Chemistry, Queen's University of Belfast, Belfast BT9 5AG, United Kingdom; Doolan, K.P., Forensic Science Northern Ireland, 151, Belfast Road, Carrickfergus, Co. Antrim BT38 8PL, United Kingdom",Pyrolysis-gas chromatography-mass spectrometry; White exterior paint,,"Burns, D.T.; School of Chemistry, Queen's University of Belfast, Belfast BT9 5AG, United Kingdom; email: profburns@chemistry.fsbusiness.co.uk",Article,Final,,Scopus,2-s2.0-33748617861,,IFSMS 2007,Paint-Glass,Paint-Glass
"Burns D.T., Doolan K.P.",14015211500;6701825726;,The automation of the acquisition and evaluation of pyrolysis-gas chromatography-mass spectrometry data for paint samples,2006,Analytica Chimica Acta,571,1,,25,29,,7,10.1016/j.aca.2006.04.032,,"The School of Chemistry, The Queen's University of Belfast, Belfast, BT9 5AG, United Kingdom; Forensic Science Northern Ireland, Carrickfergus, Co. Antrim, 151 Belfast Road, BT38 8PL, United Kingdom","Burns, D.T., The School of Chemistry, The Queen's University of Belfast, Belfast, BT9 5AG, United Kingdom; Doolan, K.P., Forensic Science Northern Ireland, Carrickfergus, Co. Antrim, 151 Belfast Road, BT38 8PL, United Kingdom",Automation; Data evaluation; Paint; Pyrolysis-gas chromatography-mass spectrometry; Sampling; Spectragram,Automation; Computer software; Electric currents; Gas chromatography; Mass spectrometry; Pyrolysis; Sampling; Chromatogram; Data evaluation; Pyrolysis-gas chromatography-mass spectrometry; Spectragram; Paint; paint; article; autoanalysis; chemical composition; computer program; data base; information processing; mass spectrometry; priority journal; pyrolysis,"Burns, D.T.; The School of Chemistry, The Queen's University of Belfast, Belfast, BT9 5AG, United Kingdom; email: profburns@chemistry.fsbusiness.co.uk",Article,Final,,Scopus,2-s2.0-33745155086,,IFSMS 2007,Paint-Glass,Paint-Glass
"Buskens P., Wouters M., Rentrop C., Vroon Z.",9845867100;56206802100;25422940900;6602792500;,A brief review of environmentally benign antifouling and foul-release coatings for marine applications,2013,Journal of Coatings Technology and Research,10,1,,29,36,,57,10.1007/s11998-012-9456-0,,"TNO, De Rondom 1, 5612 AP Eindhoven, Netherlands","Buskens, P., TNO, De Rondom 1, 5612 AP Eindhoven, Netherlands; Wouters, M., TNO, De Rondom 1, 5612 AP Eindhoven, Netherlands; Rentrop, C., TNO, De Rondom 1, 5612 AP Eindhoven, Netherlands; Vroon, Z., TNO, De Rondom 1, 5612 AP Eindhoven, Netherlands",Antifouling coating; Environmentally benign; Foul-release coating; Switchable coating,Antifouling paint; Environmental impact; Hulls (ship); Marine applications; Polishing; Antifouling coating; Biological species; Environmentally benign; FOUL-RELEASE COATINGS; Paint systems; Quantitative data; Slow release; Switchable; Coatings,"Buskens, P.; TNO, De Rondom 1, 5612 AP Eindhoven, Netherlands; email: pascal.buskens@tno.nl",Review,Final,,Scopus,2-s2.0-84872680637,,IFSMS 2013,Paint-Glass,Paint-Glass
"Buzanich G., Wobrauschek P., Streli C., Markowicz A., Wegrzynek D., Chinea-Cano E., Griesser M., Uhlir K.",37092736700;7003699671;7003824263;55898731700;6701840372;6603644090;6701834476;15836008000;,"PART II (Portable ART analyzer) - development of a XRF spectrometer adapted for the study of artworks in the Kunsthistorisches Museum, Vienna",2010,X-Ray Spectrometry,39,2,,98,102,,20,10.1002/xrs.1231,,"TU Vienna, Atominstitut, Stadionallee 2, A-1020 Vienna, Austria; Agency's Laboratories Seibersdorf, International Atomic Energy Agency, A-2444 Seibersdorf, Austria; Faculty of Physics and Applied Computer Science, Department of Radiometry, AGH University of Science and Technology, Al. Mickiewicza 30, 30-059 Krakow, Poland; Conservation Science Department, Kunsthistorisches Museum, Burgring 5, A-1010 Vienna, Austria","Buzanich, G., TU Vienna, Atominstitut, Stadionallee 2, A-1020 Vienna, Austria; Wobrauschek, P., TU Vienna, Atominstitut, Stadionallee 2, A-1020 Vienna, Austria; Streli, C., TU Vienna, Atominstitut, Stadionallee 2, A-1020 Vienna, Austria; Markowicz, A., Agency's Laboratories Seibersdorf, International Atomic Energy Agency, A-2444 Seibersdorf, Austria, Faculty of Physics and Applied Computer Science, Department of Radiometry, AGH University of Science and Technology, Al. Mickiewicza 30, 30-059 Krakow, Poland; Wegrzynek, D., Agency's Laboratories Seibersdorf, International Atomic Energy Agency, A-2444 Seibersdorf, Austria, Faculty of Physics and Applied Computer Science, Department of Radiometry, AGH University of Science and Technology, Al. Mickiewicza 30, 30-059 Krakow, Poland; Chinea-Cano, E., Agency's Laboratories Seibersdorf, International Atomic Energy Agency, A-2444 Seibersdorf, Austria; Griesser, M., Conservation Science Department, Kunsthistorisches Museum, Burgring 5, A-1010 Vienna, Austria; Uhlir, K., Conservation Science Department, Kunsthistorisches Museum, Burgring 5, A-1010 Vienna, Austria",,,"Buzanich, G.; TU Vienna, Atominstitut, Stadionallee 2, A-1020 Vienna, Austria; email: buzanich@ati.ac.at",Article,Final,,Scopus,2-s2.0-77954650040,,IFSMS 2010,Paint-Glass,Paint-Glass
Buzoianu M.,6602746925;,Reference materials and certified reference materials for spectrometry in Romania,2001,Fresenius' Journal of Analytical Chemistry,370,02-Mar,,151,155,,2,10.1007/s002160000697,,"National Institute of Metrology, Sos.Vitan-Bârzesti nr.11, 75669 Bucharest, Romania","Buzoianu, M., National Institute of Metrology, Sos.Vitan-Bârzesti nr.11, 75669 Bucharest, Romania",,,"Buzoianu, M.; National Institute of Metrology, Sos. Vitan-Bârzesti nr.11, 75669 Bucharest, Romania; email: office@inm.ro",Conference Paper,Final,,Scopus,2-s2.0-0034947299,,IFSMS 2004,Paint-Glass,Paint-Glass
"Buzzini P., Massonnet G.",8626149000;6603429626;,A market study of green spray paints by Fourier transform infrared (FTIR) and Raman spectroscopy,2004,Science and Justice - Journal of the Forensic Science Society,44,3,,123,131,,39,10.1016/S1355-0306(04)71704-9,,"Institut de Police Scientifique, Ecole des Sciences Criminelles, Université de Lausanne, 1015 Lausanne-Dorigny, Switzerland","Buzzini, P., Institut de Police Scientifique, Ecole des Sciences Criminelles, Université de Lausanne, 1015 Lausanne-Dorigny, Switzerland; Massonnet, G., Institut de Police Scientifique, Ecole des Sciences Criminelles, Université de Lausanne, 1015 Lausanne-Dorigny, Switzerland",Forensic science; FTIR; Raman; Spectroscopy; Spray paints,organic compound; paint; pigment; aerosol; argon laser; article; chemical analysis; color; excitation; fluorescence; forensic identification; helium neon laser; infrared spectroscopy; Raman spectrometry; sequence analysis,"Buzzini, P.; Institut de Police Scientifique, Ecole des Sciences Criminelles, Université de Lausanne, 1015 Lausanne-Dorigny, Switzerland",Article,Final,,Scopus,2-s2.0-3142728087,,IFSMS 2007,Paint-Glass,Paint-Glass
"Buzzini P., Massonnet G., Birrer S., Egli N.M., Mazzella W., Fortini A.",8626149000;6603429626;8589726700;6507373206;6602665543;14038700900;,"Survey of crowbar and household paints in burglary cases - Population studies, transfer and interpretation",2005,Forensic Science International,152,02-Mar,,221,234,,14,10.1016/j.forsciint.2004.09.116,,"Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland","Buzzini, P., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Massonnet, G., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Birrer, S., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Egli, N.M., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Mazzella, W., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Fortini, A., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland",Cross transfer; Interpretation; Paint; Paint transfer; Population studies; Simulated contacts,paint; article; chemical composition; infrared spectroscopy; police; priority journal; simulation; Switzerland; theft; wood,"Buzzini, P.; Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; email: patrick.buzzini@unil.ch",Article,Final,,Scopus,2-s2.0-20544447479,,IFSMS 2004,Paint-Glass,Paint-Glass
"Buzzini P., Massonnet G., Birrer S., Egli N.M., Mazzella W., Fortini A.",8626149000;6603429626;8589726700;6507373206;6602665543;14038700900;,"Survey of crowbar and household paints in burglary cases - Population studies, transfer and interpretation",2005,Forensic Science International,152,02-Mar,,221,234,,14,10.1016/j.forsciint.2004.09.116,,"Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland","Buzzini, P., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Massonnet, G., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Birrer, S., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Egli, N.M., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Mazzella, W., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; Fortini, A., Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland",Cross transfer; Interpretation; Paint; Paint transfer; Population studies; Simulated contacts,paint; article; chemical composition; infrared spectroscopy; police; priority journal; simulation; Switzerland; theft; wood,"Buzzini, P.; Ecole des Sciences Criminelles, Institut de Police Scientifique, Bâtiment de Chimie, CH 1015 Lausanne-Dorigny, Switzerland; email: patrick.buzzini@unil.ch",Article,Final,,Scopus,2-s2.0-20544447479,,IFSMS 2007,Paint-Glass,Paint-Glass
"Buzzini P., Massonnet G., Mizrahi S.",,Analysis of Green Spray Paints: Population Study and its Application in a Forensic Casework,2003,Forensic Science International,136 Suppl,,,355,355,,,,,,,Spray; Paint; Infrared And Raman Spectroscopy;Population Study,,,Proceedings,,,,,,IFSMS 2004,Paint-Glass,Paint-Glass
"Buzzini P., Massonnet G., Mizrahi S.",,Interpretation of Household Paint Transfer: A Burglary Case with Foreign Paint Traces Found on the Blade of a Crowbar,2003,Forensic Science International,136 Suppl,,,355,356,,,,,,,Infrared and Raman Spectroscopy; PopulationStudy; Interpretation,,,Proceedings,,,,,,IFSMS 2004,Paint-Glass,Paint-Glass
"Buzzini P., Massonnet G., Sermier F.M.",8626149000;6603429626;14039463500;,The micro Raman analysis of paint evidence in criminalistics: Case studies,2006,Journal of Raman Spectroscopy,37,9,,922,931,,30,10.1002/jrs.1522,,"Institut de Police Scientifique, Ecole des Sciences Criminelles, University of Lausanne, 1015 Lausanne-Dorigny, Switzerland","Buzzini, P., Institut de Police Scientifique, Ecole des Sciences Criminelles, University of Lausanne, 1015 Lausanne-Dorigny, Switzerland; Massonnet, G., Institut de Police Scientifique, Ecole des Sciences Criminelles, University of Lausanne, 1015 Lausanne-Dorigny, Switzerland; Sermier, F.M., Institut de Police Scientifique, Ecole des Sciences Criminelles, University of Lausanne, 1015 Lausanne-Dorigny, Switzerland",Criminalistics; Forensic science; Micro; Paint,,"Buzzini, P.; Institut de Police Scientifique, Ecole des Sciences Criminelles, University of Lausanne, 1015 Lausanne-Dorigny, Switzerland; email: patrick.buzzini@unil.ch",Article,Final,,Scopus,2-s2.0-33749025820,,IFSMS 2007,Paint-Glass,Paint-Glass
"Buzzini P., Suzuki E.",8626149000;7401580345;,Forensic applications of Raman spectroscopy for the in situ analyses of pigments and dyes in ink and paint evidence,2016,Journal of Raman Spectroscopy,47,1,,16,27,,31,10.1002/jrs.4818,,"Department of Forensic Science, College of Criminal Justice, Sam Houston State University, 1003 Bowers Blvd, Huntsville, TX  77340, United States; Washington State Crime Laboratory, Washington State Patrol, Building A, 2203 Airport Way South, Seattle, WA  98134-2045, United States","Buzzini, P., Department of Forensic Science, College of Criminal Justice, Sam Houston State University, 1003 Bowers Blvd, Huntsville, TX  77340, United States; Suzuki, E., Washington State Crime Laboratory, Washington State Patrol, Building A, 2203 Airport Way South, Seattle, WA  98134-2045, United States",dyes; evidence analysis; forensic science; inks; paint; pigments; Raman spectroscopy,,"Buzzini, P.; Department of Forensic Science, College of Criminal Justice, Sam Houston State University, 1003 Bowers Blvd, United States; email: patrick.buzzini@shsu.edu",Review,Final,,Scopus,2-s2.0-85000716647,,IFSMS 2016,Paint-Glass,Paint-Glass
"Buzzini P., Suzuki E.",8626149000;7401580345;,Forensic applications of Raman spectroscopy for the in situ analyses of pigments and dyes in ink and paint evidence,2016,Journal of Raman Spectroscopy,47,1,,16,27,,31,10.1002/jrs.4818,,"Department of Forensic Science, College of Criminal Justice, Sam Houston State University, 1003 Bowers Blvd, Huntsville, TX  77340, United States; Washington State Crime Laboratory, Washington State Patrol, Building A, 2203 Airport Way South, Seattle, WA  98134-2045, United States","Buzzini, P., Department of Forensic Science, College of Criminal Justice, Sam Houston State University, 1003 Bowers Blvd, Huntsville, TX  77340, United States; Suzuki, E., Washington State Crime Laboratory, Washington State Patrol, Building A, 2203 Airport Way South, Seattle, WA  98134-2045, United States",dyes; evidence analysis; forensic science; inks; paint; pigments; Raman spectroscopy,,"Buzzini, P.; Department of Forensic Science, College of Criminal Justice, Sam Houston State University, 1003 Bowers Blvd, United States; email: patrick.buzzini@shsu.edu",Review,Final,,Scopus,2-s2.0-85000716647,,IFSMS 2019,Paint-Glass,Paint-Glass
"Cabrera I., Lohmeijer B., Jahns E.",55207957000;6602719264;6603986927;,Nano keeps water and dirt at bay,2011,European Coatings Journal,,3,,108,112,,1,,,"BASF SE, United States","Cabrera, I., BASF SE, United States; Lohmeijer, B.; Jahns, E.",,Nanocomposite materials; Silicone resin; Water based; Water-resistances; Emulsification; Resins; Silicones; Nanocomposites,"Cabrera, I.; BASF SEUnited States; email: ivan.cabrera@basf.com",Article,Final,,Scopus,2-s2.0-79953190491,,IFSMS 2013,Paint-Glass,Paint-Glass
"Cabrera I., Mollat-Du-jourdin X., Tissier N., Jahns E.",55207957000;26032181400;55637316100;6603986927;,An end to fast fading façades,2013,European Coatings Journal,,4,,140,143,,,,,"BASF SE, Germany","Cabrera, I., BASF SE, Germany; Mollat-Du-jourdin, X., BASF SE, Germany; Tissier, N., BASF SE, Germany; Jahns, E., BASF SE, Germany",,Accelerated weathering tests; Acrylic binders; Fast fading; Natural exposure; Organic pigments; Rapid fading; UV degradation; Coatings; Metals; Binders,"Cabrera, I.; BASF SEGermany; email: ivan.cabrera@basf.com",Article,Final,,Scopus,2-s2.0-84875647868,,IFSMS 2013,Paint-Glass,Paint-Glass
Caddy B.,,Forensic Examination of Glass and Paint: Analysis and Interpretation,2001,Forensic Examination of Glass and Paint: Analysis and Interpretation,,,,,,,,,,,,Criminal Investigation; Glass-identifcation; Paint-Identification,,,Book,,,,,,IFSMS 2004,Paint-Glass,Paint-Glass
"Cahoon E. M., Almirall J. R.",,Standardized Chemical Characterization of Glass by Laser Induced Breakdown Spectroscopy (LIBS),2010,62nd Annual Scientific Meeting of the American Academy of Forensic Sciences,,,,133,134,,,,,,,,,,Proceedings,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
"Cahoon E. M., Almirall J. R.",,Wavelength dependence on the forensic analysis of glass by nanosecond 266 nm and 1064 nm laser induced breakdown spectroscopy,2010,Applied Optics,49,,,C49,C57,,,,,,,,,,Article,,,,,,IFSMS 2016,Paint-Glass,Paint-Glass
"Calza C., Anjos M.J., de Souza S.M.F.M., Brancaglion Jr. A., Lopes R.T.",56046664800;35588615700;35619270500;22984382900;7101855424;,X-ray microfluorescence analysis of pigments in decorative paintings from the sarcophagus cartonnage of an Egyptian mummy,2007,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",263,1 SPEC. ISS.,,249,252,,20,10.1016/j.nimb.2007.04.100,,"Nuclear Instrumentation Laboratory, COPPE/UFRJ, P.O. Box 68509, 21941-972 Rio de Janeiro, Brazil; Physics Institute, UERJ, Rio de Janeiro, Brazil; National Museum, UFRJ, Rio de Janeiro, Brazil; Oswaldo Cruz Foundation, ENSP, Rio de Janeiro, Brazil","Calza, C., Nuclear Instrumentation Laboratory, COPPE/UFRJ, P.O. Box 68509, 21941-972 Rio de Janeiro, Brazil; Anjos, M.J., Nuclear Instrumentation Laboratory, COPPE/UFRJ, P.O. Box 68509, 21941-972 Rio de Janeiro, Brazil, Physics Institute, UERJ, Rio de Janeiro, Brazil; de Souza, S.M.F.M., National Museum, UFRJ, Rio de Janeiro, Brazil, Oswaldo Cruz Foundation, ENSP, Rio de Janeiro, Brazil; Brancaglion Jr., A., National Museum, UFRJ, Rio de Janeiro, Brazil; Lopes, R.T., Nuclear Instrumentation Laboratory, COPPE/UFRJ, P.O. Box 68509, 21941-972 Rio de Janeiro, Brazil",Egyptian mummy; Pigments; ?XRF,Decoration; Fluorescence; Particle detectors; Synchrotron radiation; Trace analysis; Brazilian Synchrotron Light Laboratory; Egyptian mummy; X-ray microfluorescence; XRF beamlines; Painting,"Calza, C.; Nuclear Instrumentation Laboratory, COPPE/UFRJ, P.O. Box 68509, 21941-972 Rio de Janeiro, Brazil; email: ccalza@lin.ufrj.br",Article,Final,,Scopus,2-s2.0-34548849122,,IFSMS 2010,Paint-Glass,Paint-Glass
"Calza C., Anjos M.J., Mendonça De Souza S.M.F., Brancaglion Jr. A., Lopes R.T.",56046664800;35588615700;8089496900;22984382900;7101855424;,X-ray microfluorescence with synchrotron radiation applied in the analysis of pigments from ancient Egypt,2008,Applied Physics A: Materials Science and Processing,90,1,,75,79,,20,10.1007/s00339-007-4234-z,,"Laboratório de Instrumentação Nuclear, COPPE/UFRJ, P.O. Box: 68509, 21941-972, Rio de Janeiro, Brazil; Instituto de Física, UERJ, Rua São Francisco Xavier 524, bloco B, Maracanã, 20559-900, Rio de Janeiro, Brazil; Museu Nacional - UFRJ, Quinta da Boa Vista, Sao Cristovao, 20940-040, Rio de Janeiro, Brazil; Fundação Oswaldo Cruz, ENSP, Rua Leopoldo Bulhões, 1480, Manguinhos, 21041-210, Rio de Janeiro, Brazil","Calza, C., Laboratório de Instrumentação Nuclear, COPPE/UFRJ, P.O. Box: 68509, 21941-972, Rio de Janeiro, Brazil; Anjos, M.J., Laboratório de Instrumentação Nuclear, COPPE/UFRJ, P.O. Box: 68509, 21941-972, Rio de Janeiro, Brazil, Instituto de Física, UERJ, Rua São Francisco Xavier 524, bloco B, Maracanã, 20559-900, Rio de Janeiro, Brazil; Mendonça De Souza, S.M.F., Museu Nacional - UFRJ, Quinta da Boa Vista, Sao Cristovao, 20940-040, Rio de Janeiro, Brazil, Fundação Oswaldo Cruz, ENSP, Rua Leopoldo Bulhões, 1480, Manguinhos, 21041-210, Rio de Janeiro, Brazil; Brancaglion Jr., A., Museu Nacional - UFRJ, Quinta da Boa Vista, Sao Cristovao, 20940-040, Rio de Janeiro, Brazil; Lopes, R.T., Laboratório de Instrumentação Nuclear, COPPE/UFRJ, P.O. Box: 68509, 21941-972, Rio de Janeiro, Brazil",,Fluorescence; Magnetite; Measurement theory; Principal component analysis; Synchrotron radiation; Egyptian mummy; Linen wrapping fragments; Pigments,"Calza, C.; Laboratório de Instrumentação Nuclear, COPPE/UFRJ, P.O. Box: 68509, 21941-972, Rio de Janeiro, Brazil; email: ccalza@lin.ufrj.br",Article,Final,,Scopus,2-s2.0-36148974718,,IFSMS 2010,Paint-Glass,Paint-Glass
"Calza C., Pedreira A., Lopesa R.T.",56046664800;35113621100;7101855424;,Analysis of paintings from the nineteenth century Brazilian painter Rodolfo Amoedo using EDXRF portable system,2009,X-Ray Spectrometry,38,4,,327,332,,20,10.1002/xrs.1167,,"Nuclear Instrumentation Laboratory - COPPE/UFRJ, Rio de Janeiro, Brazil; National Museum of Fine Arts, Rio de Janeiro, Brazil","Calza, C., Nuclear Instrumentation Laboratory - COPPE/UFRJ, Rio de Janeiro, Brazil; Pedreira, A., National Museum of Fine Arts, Rio de Janeiro, Brazil; Lopesa, R.T., Nuclear Instrumentation Laboratory - COPPE/UFRJ, Rio de Janeiro, Brazil",,,"Calza, C.; Laboratorio de Instrumentacao Nuclear, COPPE/UFRJ, P.O. Box 68509, 21941-972, Rio de Janeiro, Brazil; email: ccalza@lin.ufrj.br",Article,Final,,Scopus,2-s2.0-70350787348,,IFSMS 2010,Paint-Glass,Paint-Glass
"Campbell G.P., Curran J.M.",16238009600;7202581511;,The interpretation of elemental composition measurements from forensic glass evidence III,2009,Science and Justice,49,1,,2,7,,16,10.1016/j.scijus.2008.09.001,,"Department of Chemistry, University of Auckland, Private Bag 90219, Auckland, New Zealand; Department of Statistics, University of Auckland, Private Bag 90219, Auckland, New Zealand","Campbell, G.P., Department of Chemistry, University of Auckland, Private Bag 90219, Auckland, New Zealand; Curran, J.M., Department of Statistics, University of Auckland, Private Bag 90219, Auckland, New Zealand",Elemental composition; Hotelling; Multivariate; Statistics,,"Curran, J.M.; Department of Statistics, University of Auckland, Private Bag 90219, Auckland, New Zealand; email: curran@stat.auckland.ac.nz",Article,Final,,Scopus,2-s2.0-61449121021,,IFSMS 2010,Paint-Glass,Paint-Glass
Cappitelli F.,6602750796;,THM-GCMS and FTIR for the study of binding media in Yellow Islands by Jackson Pollock and Break Point by Fiona Banner,2004,Journal of Analytical and Applied Pyrolysis,71,1,,405,415,,33,10.1016/S0165-2370(03)00128-1,,"Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; Dept. of Food Sci. and Microbiology, Agricultural Faculty, University of Milan, Via Celoria 2, 20133 Milan, Italy","Cappitelli, F., Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom, Dept. of Food Sci. and Microbiology, Agricultural Faculty, University of Milan, Via Celoria 2, 20133 Milan, Italy",20th century art; Binding media; FTIR; Paintings; Paints; THM-GCMS,Alkylation; Data reduction; Fourier transform infrared spectroscopy; Gas chromatography; Glycerol; Hydrolysis; Mass spectrometry; Painting; 20th century art; Binding media; Pyrolysis,"Cappitelli, F.; Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; email: francesca.cappitelli@unimi.it",Article,Final,,Scopus,2-s2.0-1842472011,,IFSMS 2007,Paint-Glass,Paint-Glass
"Cappitelli F., Koussiaki F.",6602750796;12039119100;,"THM-GCMS and FTIR for the investigation of paints in Picasso's Still Life, Weeping Woman and Nude Woman in a Red Armchair from the Tate Collection, London",2006,Journal of Analytical and Applied Pyrolysis,75,2,,200,204,,24,10.1016/j.jaap.2005.05.008,,"Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; Department of Food Science and Microbiology, Agricultural Faculty, University of Milan, Via Celoria 2, 20133 Milan, Italy","Cappitelli, F., Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom, Department of Food Science and Microbiology, Agricultural Faculty, University of Milan, Via Celoria 2, 20133 Milan, Italy; Koussiaki, F., Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom",20th Century paints; Alkyd resins; Binding media; Conservation; FTIR; Oils; Picasso; Thermally assisted hydrolysis and methylation-GCMS,Alkyd resins; Conservation; Fourier transform infrared spectroscopy; Gas chromatography; Hydrolysis; Mass spectrometry; Thermoanalysis; 20th Century paints; Binding media; Picasso; Thermally assisted hydrolysis and methylation-GCMS; Paint,"Cappitelli, F.; Department of Food Science and Microbiology, Agricultural Faculty, University of Milan, Via Celoria 2, 20133 Milan, Italy; email: francesca.cappitelli@unimi.it",Article,Final,,Scopus,2-s2.0-31444434126,,IFSMS 2007,Paint-Glass,Paint-Glass
"Cappitelli F., Learner T., Chiantore O.",6602750796;7801653491;7005584839;,An initial assessment of thermally assisted hydrolysis and methylation-gas chromatography/mass spectrometry for the identification of oils from dried paint films,2002,Journal of Analytical and Applied Pyrolysis,63,2,,339,348,,43,10.1016/S0165-2370(01)00164-4,,"Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; Department of IPM Chemistry, University of Turin, Via Giuria 7, 10125 Turin, Italy","Cappitelli, F., Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; Learner, T., Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; Chiantore, O., Department of IPM Chemistry, University of Turin, Via Giuria 7, 10125 Turin, Italy",Curie point pyrolysis; Dried paints; Oil identification; Paintings; Palmitate/stearate ratios; Thermally assisted hydrolysis and methylation,Binders; Fatty acids; Gas chromatography; Mass spectrometry; Paint; Pigments; Pyrolysis; Methylation; Paint films; Hydrolysis,"Cappitelli, F.; Conservation Science Section, Conservation Department, Tate, Millbank, London SW1P 4RG, United Kingdom; email: francesca.cappitelli@tate.org.uk",Article,Final,,Scopus,2-s2.0-0036604846,,IFSMS 2004,Paint-Glass,Paint-Glass
"Cardell C, Guerra I, Sanchez-Navas A",,SEM-EDX at the service of archaeology to unravel historical technology,2009,Microscopy Today,17,,,28,32,,,,,,,,,,Article,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
