Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Berger C.E.H., Sjerps M.J.",26427984500;55933103400;,Discussion paper: Reaction to hamer and thompson in LPR,2012,"Law, Probability and Risk",11,4, mgs024,373,375,,,10.1093/lpr/mgs024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871319395&doi=10.1093%2flpr%2fmgs024&partnerID=40&md5=011567ca6812d44f9aff6923a034bbfa,"Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands; Leiden University, Faculty of Law, Institute for Criminal Law and Criminology, P.O. Box 9520, 2300 RA Leiden, Netherlands; University of Amsterdam, Faculty of Science, Korteweg de Vries Institute for Mathematics, P.O. Box 94248, 1090 GE Amsterdam, Netherlands","Berger, C.E.H., Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands, Leiden University, Faculty of Law, Institute for Criminal Law and Criminology, P.O. Box 9520, 2300 RA Leiden, Netherlands; Sjerps, M.J., Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands, University of Amsterdam, Faculty of Science, Korteweg de Vries Institute for Mathematics, P.O. Box 94248, 1090 GE Amsterdam, Netherlands",,,"Berger, C.E.H.; Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands; email: c.berger@nfi.minvenj.nl",Article,Final,Open Access,Scopus,2-s2.0-84871319395,,IFSMS 2013,Toolmarks,Toolmarks
"Berger C.E.H., Buckleton J., Champod C., Evett I.W., Jackson G.",26427984500;7004069583;6603229803;35575837900;7402321350;,Evidence evaluation: A response to the court of appeal judgment in R v T,2011,Science and Justice,51,2,,43,49,,57,10.1016/j.scijus.2011.03.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956266797&doi=10.1016%2fj.scijus.2011.03.005&partnerID=40&md5=1706381f23c743642d556a470f99b21f,"Netherlands Forensic Institute (NFI), PB 24044, The Hague, Netherlands; Environmental Science and Research, PB 92021, Auckland, New Zealand; Ecole des Sciences Criminelles, Institut de Police Scientifique, Université de Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Forensic Science Service, London Laboratory, 109 Lambeth Road, London SE1 7LP, United Kingdom; University of Abertay Dundee, DD1 1HG, United Kingdom","Berger, C.E.H., Netherlands Forensic Institute (NFI), PB 24044, The Hague, Netherlands; Buckleton, J., Environmental Science and Research, PB 92021, Auckland, New Zealand; Champod, C., Ecole des Sciences Criminelles, Institut de Police Scientifique, Université de Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Evett, I.W., Forensic Science Service, London Laboratory, 109 Lambeth Road, London SE1 7LP, United Kingdom; Jackson, G., University of Abertay Dundee, DD1 1HG, United Kingdom",Bayesian inference; Footwear; Forensic Science; Interpretation; Likelihood ratio,article; court; criminal justice; criminal law; forensic science; legal evidence; Expert Testimony; Forensic Sciences; Great Britain; Humans; Likelihood Functions; Probability; Shoes,"Evett, I.W.; Forensic Science Service, London Laboratory, 109 Lambeth Road, London SE1 7LP, United Kingdom; email: ianevett@btinternet.com",Article,Final,,Scopus,2-s2.0-79956266797,,IFSMS 2013,Toolmarks,Toolmarks
Kaye D.H.,,"Likelihoodism, bayesianism, and a pair of shoes",2012,Jurimetrics J.,53,1,,1,9,,5,,,,"Kaye, D.H.",,,,,Final,,Scopus,2-s2.0-84875297516,,IFSMS 2013,Toolmarks,Toolmarks
,,,2013,"Foster & Freeman Ltd. Vale Park, Evesham, Worcestershire, WR11 1TD, UK, ",,,,,,,,,http://www.fosterfreeman.com/index.php,,,,,,,,,,,,IFSMS 2013,Toolmarks,Toolmarks
,,,2013,"Laboratory Imaging s.r.o. Za Drahou 171/17, Prague 10, CZ - 102 00, Czech Republic ",,,,,,,,,http://www.forensic.cz/en/front-page ,,,,,,,,,,,,IFSMS 2013,Toolmarks,Toolmarks
"Chochol A., Swietek M.",6507590861;34871017000;,Characteristics of forensic shoe sole databases [Charakterystyka baz danych śladów spodów obuwia wykorzystywanych w traseologii],2012,Z Zagadnien Nauk Sadowych,90,,,164,177,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864437377&partnerID=40&md5=6a13e5121999f9a4456ce44adc1a23dd,"Cracow University of Economics, Kraków, Poland; Institute of Forensic Research, Kraków, Poland","Chochół, A., Cracow University of Economics, Kraków, Poland, Institute of Forensic Research, Kraków, Poland; Świȩtek, M., Institute of Forensic Research, Kraków, Poland",Footwear imprints analysis; Shoe type identification; Sole pattern imprints,crime; data base; Europe; forensic science; information storage; laboratory; Poland; review; shoe; shoe sole,"Świȩtek, M.; Instytut Ekspertyz Sa̧dowych, Ul. Westerplatte 9, PL 31-033 Kraków, Poland; email: mswietek@ies.krakow.pl",Review,Final,,Scopus,2-s2.0-84864437377,,IFSMS 2013,Toolmarks,Toolmarks
"Rossy Q., Ioset S., Dessimoz D., Ribaux O.",35763314200;16052512800;56618569900;6602502926;,Integrating forensic information in a crime intelligence database,2013,Forensic Science International,230,01-Mar,,137,146,,48,10.1016/j.forsciint.2012.10.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879601982&doi=10.1016%2fj.forsciint.2012.10.010&partnerID=40&md5=7abde162e09070b2a4da78ab488dd6b3,"Université de Lausanne, Institut de Police Scientifique, Batochime, 1015 Lausanne-Dorigny, Switzerland; Police cantonale vaudoise, route de la Blécherette 101, 1014 Lausanne, Switzerland","Rossy, Q., Université de Lausanne, Institut de Police Scientifique, Batochime, 1015 Lausanne-Dorigny, Switzerland; Ioset, S., Université de Lausanne, Institut de Police Scientifique, Batochime, 1015 Lausanne-Dorigny, Switzerland, Police cantonale vaudoise, route de la Blécherette 101, 1014 Lausanne, Switzerland; Dessimoz, D., Police cantonale vaudoise, route de la Blécherette 101, 1014 Lausanne, Switzerland; Ribaux, O., Université de Lausanne, Institut de Police Scientifique, Batochime, 1015 Lausanne-Dorigny, Switzerland",Crime analysis; Crime intelligence; Database; Forensic case data; Forensic intelligence,"article; computer system; crime; crime intelligence; crime intelligence database; data base; DNA determination; environment; finger dermatoglyphics; forensic intelligence; forensic science; human; police; priority journal; retrospective study; shoe; statistical analysis; statistical model; Switzerland; Crime; Database Management Systems; Databases, Factual; Databases, Genetic; Dermatoglyphics; Ear, External; Forensic Sciences; Gloves, Protective; Humans; Photography; Shoes","Rossy, Q.; Université de Lausanne, Institut de Police Scientifique, Batochime, 1015 Lausanne-Dorigny, Switzerland; email: quentin.rossy@unil.ch",Article,Final,,Scopus,2-s2.0-84879601982,,IFSMS 2013,Toolmarks,Toolmarks
"Deshmukh M.P., Patil P.M.",,Automatic shoeprint matching system for crime scene investigation,2009,Int J Comput Sci Commun Technol,2,1,,281,287,,4,,,,"Deshmukh, M.P.; Patil, P.M.",,,,,Final,,Scopus,2-s2.0-85029694627,,IFSMS 2013,Toolmarks,Toolmarks
"Tang C., Dai X.",36440198500;36439039700;,Automatic shoe sole pattern retrieval system based on image content of shoeprint,2010,"2010 International Conference on Computer Design and Applications, ICCDA 2010",4,,5540740,V4602,V4605,,2,10.1109/ICCDA.2010.5540740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955938449&doi=10.1109%2fICCDA.2010.5540740&partnerID=40&md5=b08b886dc36b2952596764ac5987ad0b,"Department of Forensic Science, China Criminal Police College, Shenyang, China","Tang, C., Department of Forensic Science, China Criminal Police College, Shenyang, China; Dai, X., Department of Forensic Science, China Criminal Police College, Shenyang, China",Content-based retrieval; Hough transform; Shoe print; Shoe sole pattern; Wavelet edge detect,Automatic retrieval; Image content; Pattern images; Pattern retrieval; Probability methods; Reference database; Retrieval speed; Shape analysis; Shoe print; Shoe soles; Shoeprint images; Similar image; Wavelet edge; Computer applications; Content based retrieval; Hough transforms; Information retrieval; Mathematical transformations; Textures; Wavelet transforms; Image processing,"Tang, C.; Department of Forensic Science, China Criminal Police College, Shenyang, China; email: Chengqt@tom.com",Conference Paper,Final,,Scopus,2-s2.0-77955938449,,IFSMS 2013,Toolmarks,Toolmarks
Dai X.,36439039700;,Content-based image retrieval method and its application to shoeprint identification,2010,"2010 6th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2010",,,5600683,,,,,10.1109/WICOM.2010.5600683,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78549278064&doi=10.1109%2fWICOM.2010.5600683&partnerID=40&md5=9420b3bf66e16fed5890ff1e7a59ae8c,"Department of Forensic Science, China Criminal Police College, Shenyang, China","Dai, X., Department of Forensic Science, China Criminal Police College, Shenyang, China",Case linking; Content-based; Identification; Shoeprint image,Automatic retrieval; Case linking; Content based image retrieval; Content-based; Functional features; Identification; Organizational structures; Reference database; Retrieval speed; Shoeprint images; Similar image; Content based retrieval; Information retrieval; Mobile computing; Wireless networks; Wireless telecommunication systems; Image processing,"Dai, X.; Department of Forensic Science, China Criminal Police College, Shenyang, China; email: Dai-xuejing@tom.com",Conference Paper,Final,,Scopus,2-s2.0-78549278064,,IFSMS 2013,Toolmarks,Toolmarks
"Wei C.-H., Li Y., Gwo C.-Y.",8660965300;55718841500;55262430300;,The Use of Scale-Invariance Feature Transform Approach to Recognize and Retrieve Incomplete Shoeprints,2013,Journal of Forensic Sciences,58,3,,625,630,,6,10.1111/1556-4029.12089,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876701068&doi=10.1111%2f1556-4029.12089&partnerID=40&md5=b7cc487b644411ff5d7b7ce3868fcbed,"Department of Information Management, Chien Hsin University of Science and Technology, Taiwan; College of Software, Nankai University, China","Wei, C.-H., Department of Information Management, Chien Hsin University of Science and Technology, Taiwan; Li, Y., College of Software, Nankai University, China; Gwo, C.-Y., Department of Information Management, Chien Hsin University of Science and Technology, Taiwan",Forensic science; Key point detection; Outsole recognition; Scale-invariance feature transform; Shoeprint retrieval,,"Wei, C.-H.; College of Software, Nankai UniversityChina; email: Liyue80@nankai.edu.cn",Article,Final,,Scopus,2-s2.0-84876701068,,IFSMS 2013,Toolmarks,Toolmarks
"Li Z., Wei C., Li Y., Sun T.",57211529675;8660965300;55718841500;52464667800;,Research of shoeprint image stream retrival algorithm with scale-invariance feature transform,2011,"2011 International Conference on Multimedia Technology, ICMT 2011",,,6002147,5488,5491,,7,10.1109/ICMT.2011.6002147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052953802&doi=10.1109%2fICMT.2011.6002147&partnerID=40&md5=1752d4db2120c95c94ca58ca671a7bfc,"College of Software, Nankai University, Tianjin, China; Department of Information Management, Ching Yun University, Taiwan","Li, Z., College of Software, Nankai University, Tianjin, China; Wei, C., Department of Information Management, Ching Yun University, Taiwan; Li, Y., College of Software, Nankai University, Tianjin, China; Sun, T., Department of Information Management, Ching Yun University, Taiwan",Forensic science; Keypoint detection; Outsole recognition; Scale-invariance feature transform; Shoeprint retrieval,Forensic science; Keypoint detection; Outsole recognition; Scale invariance; Shoeprint retrieval; Crime; Image matching; Feature extraction,"Li, Z.; College of Software, Nankai University, Tianjin, China; email: lizhongwei@nankai.edu.cn",Conference Paper,Final,,Scopus,2-s2.0-80052953802,,IFSMS 2013,Toolmarks,Toolmarks
"Rathinavel S., Arumugam S.",,Full Shoe Print Recognition based on Pass Band DCT and Partial Shoe Print Identification using Overlapped Block Method for Degraded Images,2011,International Journal of Computer Applications (0975-8887),26,8,,16,21,,7,,,,"Rathinavel, S.; Arumugam, S.",,,,,Final,,Scopus,2-s2.0-83455203143,,IFSMS 2013,Toolmarks,Toolmarks
"Rathinavel S., Arumugam S.",,Multiple Dimensionality Reduction Based on FLD with PCA and Pass Band DCT for Shoe Print Recognition. ,2012,Bonfring International Journal of Research in Communication Engineering ,2,s1,,9,13,,,,,,,,,,,,,,,,IFSMS 2013,Toolmarks,Toolmarks
"Tang Y., Srihari S.N., Kasiviswanathan H.",36601483600;7005642668;35758975400;,Similarity and clustering of footwear prints,2010,"Proceedings - 2010 IEEE International Conference on Granular Computing, GrC 2010",,,5575965,459,464,,9,10.1109/GrC.2010.175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958613184&doi=10.1109%2fGrC.2010.175&partnerID=40&md5=8e99760017b8f9265a0d56bab7ea3a81,"Department of Computer Science and Engineering, Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, Amherst, NY 14228, United States","Tang, Y., Department of Computer Science and Engineering, Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, Amherst, NY 14228, United States; Srihari, S.N., Department of Computer Science and Engineering, Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, Amherst, NY 14228, United States; Kasiviswanathan, H., Department of Computer Science and Engineering, Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, Amherst, NY 14228, United States",Clustering; Content-based image retrieval; Footwear evidence; Hough transform; Similarity,Attributed relational graph; Clustering; Clustering approach; Content based image retrieval; Crime scenes; Footwear evidence; Forensic science; Form clusters; Large database; Primitive pattern; Shape features; Similar pattern; Similarity; Similarity measure; Spatial relationships; Content based retrieval; Database systems; Granular computing; Hough transforms; Mathematical transformations,"Tang, Y.; Department of Computer Science and Engineering, Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, Amherst, NY 14228, United States; email: yitang@buffalo.edu",Conference Paper,Final,,Scopus,2-s2.0-77958613184,,IFSMS 2013,Toolmarks,Toolmarks
"Tang Y., Srihari S.N., Kasiviswanathan H., Corso J.J.",36601483600;7005642668;35758975400;34976388300;,Footwear print retrieval system for real crime scene marks,2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6540 LNCS,,,88,100,,14,10.1007/978-3-642-19376-7_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952261178&doi=10.1007%2f978-3-642-19376-7_8&partnerID=40&md5=e621037930d21a35631b9db4fd96b9d4,"Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, State University of New York, Amherst, NY 14228, United States","Tang, Y., Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, State University of New York, Amherst, NY 14228, United States; Srihari, S.N., Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, State University of New York, Amherst, NY 14228, United States; Kasiviswanathan, H., Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, State University of New York, Amherst, NY 14228, United States; Corso, J.J., Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, State University of New York, Amherst, NY 14228, United States",ARG; Content-based Image Retrieval; Footwear Impression Evidence; Footwear Print Distance; Hough transform,ARG; Attributed relational graph; Color prints; Content-based Image Retrieval; Crime scenes; Footwear Impression Evidence; Footwear Print Distance; Forensic investigation; Large database; Retrieval process; Retrieval systems; Shape features; Content based retrieval; Crime; Hough transforms; Information retrieval; Mathematical transformations; Database systems,"Tang, Y.; Center of Excellence for Document Analysis and Recognition (CEDAR), University at Buffalo, State University of New York, Amherst, NY 14228, United States; email: yitang@buffalo.edu",Conference Paper,Final,,Scopus,2-s2.0-79952261178,,IFSMS 2013,Toolmarks,Toolmarks
"Tang Y., Kasiviswanathan H., Srihari S.N.",,An efficient clustering-based retrieval framework for real crime scene footwear marks,2012,"Int J Granular Computing, Rough Sets and Intelligent Systems",4,2,,327,360,,8,,,,"Tang, Y.; Kasiviswanathan, H.; Srihari, S.N.",,,,,Final,,Scopus,2-s2.0-84921448352,,IFSMS 2013,Toolmarks,Toolmarks
Srihari S.N.,,[No title available],2010,Research Narrative. Analysis of Footwear Impression Evidence: Final Technical Report,,,,8,,,1,,https://www.ncjrs.gov/pdffiles1/nij/grants/233981.pdf,,"Srihari, S.N.",,,,,Final,,Scopus,2-s2.0-84894190271,,IFSMS 2013,Toolmarks,Toolmarks
"Gao B., Allinson N.M.",55707318300;24521258200;,Novel multiresolution-based hybrid approach for 3D footwear outsole feature classification and extraction,2010,European Signal Processing Conference,,,,1680,1684,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863798897&partnerID=40&md5=459ceed4602466689685bedf572ecad8,"Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, S1 3JD, Sheffield, United Kingdom","Gao, B., Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, S1 3JD, Sheffield, United Kingdom; Allinson, N.M., Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, S1 3JD, Sheffield, United Kingdom",,3-D feature extraction; 3-D scanner; Crime scenes; Curvature analysis; Curvature variation; Experimental investigations; Feature classification; Hybrid approach; On currents; Pattern characteristic; Visual analysis; Feature extraction; Shoe manufacture; Signal processing; Three dimensional,"Gao, B.; Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, S1 3JD, Sheffield, United Kingdom; email: elp05bg@sheffield.ac.uk",Conference Paper,Final,,Scopus,2-s2.0-84863798897,,IFSMS 2013,Toolmarks,Toolmarks
Cervelli F.,,Methods and applications for forensic sciences,2012," Università degli studi di Trieste, Italy ",,,,,,,,,https://www.openstarts.units.it/dspace/handle/10077/7443 ,,,,,,PhD Thesis,,,,,,IFSMS 2013,Toolmarks,Toolmarks
"Huang D.-Y., Hu W.-C., Wang Y.-W., Chen C.-I., Cheng C.-H.",16039113100;7404359750;57154841700;36647389400;36676269700;,Recognition of tire tread patterns based on gabor wavelets and support vector machine,2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6423 LNAI,PART 3,,92,101,,3,10.1007/978-3-642-16696-9_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649493775&doi=10.1007%2f978-3-642-16696-9_11&partnerID=40&md5=43105b05b382c22d8edb8b94ef5d0660,"Department of Electrical Engineering, Dayeh University, Changhua 515, Taiwan; Department of Computer Science and Information Engineering, National Penghu University of Science and Technology, Penghu 800, Taiwan; Department of Marketing and Logistics Management, National Penghu University of Science and Technology, Penghu 800, Taiwan","Huang, D.-Y., Department of Electrical Engineering, Dayeh University, Changhua 515, Taiwan; Hu, W.-C., Department of Computer Science and Information Engineering, National Penghu University of Science and Technology, Penghu 800, Taiwan; Wang, Y.-W., Department of Marketing and Logistics Management, National Penghu University of Science and Technology, Penghu 800, Taiwan; Chen, C.-I., Department of Electrical Engineering, Dayeh University, Changhua 515, Taiwan; Cheng, C.-H., Department of Electrical Engineering, Dayeh University, Changhua 515, Taiwan",Gabor wavelets; Pattern recognition; Principal component analysis (PCA); Support vector machine (SVM); Tire tread patterns,Euclidean distance; Gabor wavelets; Matching process; Matching system; Morphological opening; Novel algorithm; Principal component analysis (PCA); Recognition rates; Support vector machine (SVM); SVM classifiers; Tire tread pattern; Tire tread patterns; Classifiers; Feature extraction; Support vector machines; Tires; Vectors; Principal component analysis,"Huang, D.-Y.; Department of Electrical Engineering, Dayeh University, Changhua 515, Taiwan",Conference Paper,Final,,Scopus,2-s2.0-78649493775,,IFSMS 2013,Toolmarks,Toolmarks
Shor Y.,,Making another Step towards Scientific Calculations of Frequency and Error Rate ,2012,"2012 Impression and Pattern Evidence Symposium August 2012, FL, US ",,,,,,,,,,,,,,,,,,,,,IFSMS 2013,Toolmarks,Toolmarks
SWGGUN Scientific Committee,,The Foundations of Firearm and Toolmark Identification. ,2013,,,,,,,,,,http://www.swggun.org/swg/index.php?option=com_content&view=article&id=66:the-foundations-of-firearm- and toolmark-identification&catid=13: other&Itemid= 43) ,,,,,,,,,,,,IFSMS 2013,Toolmarks,Toolmarks
[No author name available],[No author id available],SWGGUN Quality Assurance Guidelines,2013,AFTE Journal,45,1,,82,85,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886811913&partnerID=40&md5=896e548f3562e735a22e741f94cfa8fc,,,Administrative review; Audit; Calibration; Proficiency test; Quality assurance; Quality control; Technical review; Technical/laboratory aide; Validation; Verification,,,Article,Final,,Scopus,2-s2.0-84886811913,,IFSMS 2013,Toolmarks,Toolmarks
Petraco N.,,[No title available],2011,Color atlas of forensic toolmark identification,,,,,,,14,,,,"Petraco, N.",,,,,Final,,Scopus,2-s2.0-80054755710,,IFSMS 2013,Toolmarks,Toolmarks
"Athanasopoulos D, Dale A, Sorrentino E.",,Research and Development of Impression Evidence Final Report,2013,US Department of Justice - NIJ Award No. 2009-DN-BX-K204,,,,,,,,,https://www.ncjrs. gov/pdffiles1/nij/grants/242145.pdf,,,,,,,,,,,,IFSMS 2013,Toolmarks,Toolmarks
Lamagna D.J.,57192769591;,Advances in Microscopy and Microanalysis in the Field of Forensic Firearm Examination and Identification,2012,Microscopy and Microanalysis,18,,,42,43,,,10.1017/S1431927612002061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007947361&doi=10.1017%2fS1431927612002061&partnerID=40&md5=a459abc841744e9872e4a28dc23ddabd,"American Forensic Technologies LLC, 3 Executive Park Drive Suite 219, Bedford, N.H. 03110, United States","Lamagna, D.J., American Forensic Technologies LLC, 3 Executive Park Drive Suite 219, Bedford, N.H. 03110, United States",,,"Lamagna, D.J.; American Forensic Technologies LLC, 3 Executive Park Drive Suite 219, Bedford, N.H. 03110, United States",Article,Final,,Scopus,2-s2.0-85007947361,,IFSMS 2013,Toolmarks,Toolmarks
"Heikkinen V., Kassamakov I., Haeggstrom E., Lehto S., Kiljunen J., Reinikainen T., Aaltonen J.",57197045398;6603080031;6602555073;35766731900;54894523100;7004756057;8616331900;,"Scanning White Light Interferometry, - A new 3D forensics tool",2011,"2011 IEEE International Conference on Technologies for Homeland Security, HST 2011",,,6107892,332,337,,4,10.1109/THS.2011.6107892,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855765070&doi=10.1109%2fTHS.2011.6107892&partnerID=40&md5=b1edc75ddb372cd36dd04d69ee278aea,"Department of Physics, University of Helsinki, Helsinki, Finland; National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Helsinki Institute of Physics, University of Helsinki, Helsinki, Finland","Heikkinen, V., Department of Physics, University of Helsinki, Helsinki, Finland; Kassamakov, I., Department of Physics, University of Helsinki, Helsinki, Finland; Hæggström, E., Department of Physics, University of Helsinki, Helsinki, Finland; Lehto, S., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Kiljunen, J., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Reinikainen, T., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Aaltonen, J., Helsinki Institute of Physics, University of Helsinki, Helsinki, Finland",3D imaging; Crossing Lines; SWLI; Toolmarks,3-D image; 3D imaging; Forensics tool; Micro-scales; Noncontact measurements; Sample preparation; Scanning white light interferometry; SWLI; Three dimensional (3-D) imaging; Toolmarks; Vertical resolution; Imaging systems; Interferometry; Security systems; Three dimensional,"Heikkinen, V.; Department of Physics, University of Helsinki, Helsinki, Finland; email: ville.heikkinen@helsinki.fi",Conference Paper,Final,,Scopus,2-s2.0-84855765070,,IFSMS 2013,Toolmarks,Toolmarks
"Heikkinen V., Barbeau C., Kassamakov I., Lehto S., Reinikainen T., Aaltonen J., Haeggstrom E.",57197045398;36184383900;6603080031;35766731900;7004756057;8616331900;34869810800;,Determining the chronological order of crossing lines using 3D imaging techniques,2010,Proceedings of SPIE - The International Society for Optical Engineering,7838,, 78380T,,,,2,10.1117/12.864940,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649864888&doi=10.1117%2f12.864940&partnerID=40&md5=497ba22c8e4b3f97f9aeab14645655ff,"Department of Physics, University of Helsinki, P.O.B. 64, FIN-00014, Finland; Forensic Technology Inc., Montreal, Canada; Helsinki Institute of Physics, Helsinki, Finland; National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland","Heikkinen, V., Department of Physics, University of Helsinki, P.O.B. 64, FIN-00014, Finland; Barbeau, C., Forensic Technology Inc., Montreal, Canada; Kassamakov, I., Department of Physics, University of Helsinki, P.O.B. 64, FIN-00014, Finland, Helsinki Institute of Physics, Helsinki, Finland; Lehto, S., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Reinikainen, T., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Aaltonen, J., Helsinki Institute of Physics, Helsinki, Finland; Hæggströma, E., Department of Physics, University of Helsinki, P.O.B. 64, FIN-00014, Finland",Crossing lines; Forensic science; Image processing; Scanning white light interferometry; Toolmarks,3D image processing; 3D imaging techniques; 3D profile; 3D surface; Chronological order; Copper surface; Crossing area; Crossing lines; Forensic applications; Forensic science; Measurement Noise; Scanning white light interferometry; Surface characteristics; Toolmarks; Two-dimensional (2D) imaging; Wavy surface; Confocal microscopy; Face recognition; Imaging systems; Interferometry; Light; Optical data processing; Optical materials; Scanning; Surfaces; Terrorism; Three dimensional,"Heikkinen, V.; Department of Physics, University of Helsinki, P.O.B. 64, FIN-00014, Finland; email: ivan.kassamakov@helsinki.fi",Conference Paper,Final,,Scopus,2-s2.0-78649864888,,IFSMS 2013,Toolmarks,Toolmarks
"Heikkinen V., Kassamakov I., Barbeau C., Lehto S., Kiljunen J., Reinikainen T., Haeggstrom E.",57197045398;6603080031;36184383900;35766731900;54894523100;7004756057;6602555073;,Quantitative high-resolution 3d microscopy improves confidence when determining the order of creation of toolmarks,2013,AFTE Journal,45,2,,150,159,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887093114&partnerID=40&md5=4ec2b112dfb49bf1cd50eec77c78f28a,"Department of Physics, University of Helsinki, Finland; Helsinki Institute of Physics, University of Helsinki, Finland; Forensic Technology Inc., Montreal, Canada; National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland","Heikkinen, V., Department of Physics, University of Helsinki, Finland; Kassamakov, I., Department of Physics, University of Helsinki, Finland, Helsinki Institute of Physics, University of Helsinki, Finland; Barbeau, C., Forensic Technology Inc., Montreal, Canada; Lehto, S., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Kiljunen, J., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Reinikainen, T., National Bureau of Investigation, Forensic Laboratory, Vantaa, Finland; Hæggström, E., Department of Physics, University of Helsinki, Finland",Confocal microscopy; Crossing marks; Scanning white light interferometry; Toolmarks,,"Department of Physics, University of HelsinkiFinland",Article,Final,,Scopus,2-s2.0-84887093114,,IFSMS 2013,Toolmarks,Toolmarks
