Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Chanajitt R., Viriyasitavat W., Choo K.-K.R.",57189361144;24479013900;57208540261;,Forensic analysis and security assessment of Android m-banking apps,2016,Australian Journal of Forensic Sciences,50,1,,3,19,NA,7,10.1080/00450618.2016.1182589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969872674&doi=10.1080%2f00450618.2016.1182589&partnerID=40&md5=3939ea79820029db3e46fd923e9a077a,"Faculty of Information Communication and Technology, Mahidol University, Bangkok, Thailand; School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, Australia","Chanajitt, R., Faculty of Information Communication and Technology, Mahidol University, Bangkok, Thailand; Viriyasitavat, W., Faculty of Information Communication and Technology, Mahidol University, Bangkok, Thailand; Choo, K.-K.R., School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, Australia",Android app code analysis; Android app forensics; Android app repackaging; physical acquisition process,artifact; human; Thailand,"Chanajitt, R.; Faculty of Information Communication and Technology, Mahidol UniversityThailand; email: rajchada.ch@acisonline.net",Article,Final,,Scopus,2-s2.0-84969872674,,IFSMS 2016,Digital Evidence,Digital Evidence
Swinhoe D.,,Cybercrime more prevalent than traditional crime in UK,2016,IDG Connect,NA,NA,,NA,NA,NA,NA,,http://www.idgconnect.com/abstract/18829/cybercrime-prevalent-traditionalcrime-uk,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
National Crime Agency,,NCA Strategic Cyber Industry Group Cyber Crime Assessment 2016,2016,NCA Strategic Cyber Industry Group Cyber Crime Assessment,NA,NA,,NA,NA,NA,4,,,,National Crime Agency,,,,Review,Final,,Scopus,2-s2.0-85059976762,,IFSMS 2016,Digital Evidence,Digital Evidence
"Kebande V.R., Karie N.M., Omeleze S.",,A mobile forensic readiness model aimed at minimizing cyber bullying,2016,International Journal of Computer Applications,140,1,,NA,NA,NA,3,,,,"Kebande, V.R.; Karie, N.M.; Omeleze, S.",,,,Article,Final,,Scopus,2-s2.0-85066038623,,IFSMS 2016,Digital Evidence,Digital Evidence
Daéid N.N.,,17th INTERPOL international forensic science managers symposium,2013,"Review papers, 17th INTERPOL international forensic science managers symposium",NA,NA,,280,610,NA,2,,,,"Daéid, N.N.",,,,Website,Final,,Scopus,2-s2.0-84910607112,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
"Kruithof K., Aldridge J., Décary-Hétu D., Sim M., Dujso E., Hoorens S.",,"Internet-facilitated Drugs Trade: An Analysis of the Size, Scope and the Role of the Netherlands, CA",2016,Internet-facilitated drugs trade,NA,NA,,NA,NA,NA,46,,,,"Kruithof, K.; Aldridge, J.; Décary-Hétu, D.; Sim, M.; Dujso, E.; Hoorens, S.",,,,Article,Final,,Scopus,2-s2.0-85014093363,,IFSMS 2016,Digital Evidence,Digital Evidence
Mendelsohn T.,,Darknet drug dealers rake in millions each month,2016,Arstechnica,NA,NA,,NA,NA,NA,NA,https://arstechnica.com/tech-policy/2016/08/darknet-drug-dealers-aremaking-millions-each-month/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Allocca S.,,Online prostitution thriving via social media,2016,Forensic Magazine,NA,NA,,NA,NA,NA,NA,"http://www.forensicmag.com/article/2016/08/online-prostitution-thrivingsocial-media?
et_cid=5471402&et_rid=454862972&location=top&et_cid=5471402&et_rid=454862972&
linkid=http%3a%2f%2fwww.forensicmag.com%2farticle%2f2016%2f08%2fonlineprostitution-thriving-social-media%3fet_cid%3d5471402%26et_rid%3d%%subscriberid%
%%26location%3dtop",,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
"Finn M., Henion A",,Prostitution has gone online -and pimps are thriving,2016,MSU Today,NA,NA,,NA,NA,NA,NA," http://msutoday.msu.edu/
news/2016/prostitution-has-gone-online-and-pimps-are-thriving/?utm_campaign=mediapitch&utm_medium=email",,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
Kravets D.,,Twitter says its shuttered 235k accounts linked to terrorism in 6 months.,2016,Arstechnica,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/08/twitter-says-itshuttered-235k-accounts-linked-to-terrorism-in-6-months/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
ICIJ Staff,,The Panama Papers,2016,International Consortium of Investigative Journalists,NA,NA,,NA,NA,NA,NA,https:// panamapapers.icij.org/about.html,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
Hotten R.,,Volkswagen:The scandal explained,2015,BBC,NA,NA,,NA,NA,NA,NA,http://www.bbc.com/news/business-34324772,,,,,"Diesel emissions scandal., Volkswagen., Car industry., Companies",,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
Farivar C.,,Alleged founder of world's largest BitTorrent distribution site arrested,2016,Arstechnica,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/07/kickasstorrents-allegedfounder-artem-vaulin-arrested-in-poland,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Mulin J.,,Revenge porn in UK now punishable by two years in prison,2015,Arstechnica,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2015/04/revenge-porn-in-uknow-punishable-by-two-years-in-prison/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Farivar C.,,"Congresswoman introduces revenge porn bill, setting max penalty at 5 years",2016,Arstechnica,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/07/ congresswoman-introduces-revenge-porn-bill-setting-max-penalty-at-5-years/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
"George, T. K., James R. ",,"  SQLI-Dagger, a Multilevel Template based Algorithm to Detect and Prevent SQL Injection",2016,International Journal of Computer Applications,NA,NA,,NA,NA,NA,NA,,,,,,,,Article,,,,,,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,http://www.jjtc.com/Steganography/toolmatrix.htm,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,http://www.slideserve.com/sissy/the-art-and-science-of-writing-hidden-messagessteganography,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,http://www.rapidtables.com/web/color/RGB_Color.htm,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
"Abdullah A.M., Aziz R.H.H.",,New approaches to encrypt and decrypt data in image using cryptography and steganography algorithm,2016,International Journal of Computer Applications,143,4,,11,17,NA,11,,,,"Abdullah, A.M.; Aziz, R.H.H.",,,,Article,Final,,Scopus,2-s2.0-85027562699,,IFSMS 2016,Digital Evidence,Digital Evidence
"Abdullah A.M., Aziz R.H.H.",,New approaches to encrypt and decrypt data in image using cryptography and steganography algorithm,2016,International Journal of Computer Applications,143,4,,11,17,NA,11,,,,"Abdullah, A.M.; Aziz, R.H.H.",,,,Article,Final,,Scopus,2-s2.0-85027562699,,IFSMS 2016,Digital Evidence,Digital Evidence
"Apau R., Hayfron-Acquah J., Twum F.",,"Enhancing Data Security using Video Steganography, RSA and Huffman Code Algorithms with LSB Insertion",2016,International Journal of Computer Applications,143,4,,NA,NA,NA,2,,,,"Apau, R.; Hayfron-Acquah, J.; Twum, F.",,,,Article,Final,,Scopus,2-s2.0-85046029710,,IFSMS 2016,Digital Evidence,Digital Evidence
Huffman D.,,Minimum redudancy codes,2016,,NA,NA,,NA,NA,NA,NA,http://compression.ru/download/articles/huff/huffman_1952_minimumredundancy-codes.pdf,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
"Apau R., Hayfron-Acquah J., Twum F.",,"Enhancing Data Security using Video Steganography, RSA and Huffman Code Algorithms with LSB Insertion",2016,International Journal of Computer Applications,143,4,,NA,NA,NA,2,,,,"Apau, R.; Hayfron-Acquah, J.; Twum, F.",,,,Article,Final,,Scopus,2-s2.0-85046029710,,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,http://www.asciitable.com,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],[No title available],2017,Unicode.org,NA,NA,,NA,NA,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-85046677832,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,http://aesencryption.net,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
"Chandel B., Jain S.",,Gurumukhi Text Hiding using Steganography in Video,2016,International Journal of Computer Applications,NA,NA,,NA,NA,NA,NA,,,,,,,,Article,,,,,,IFSMS 2016,Digital Evidence,Digital Evidence
Fariva C.,,"Florida judge: Bitcoins aren’t currency, so state money laws don’t apply. ",2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/07/<U+FB02>oridajudge-bitcoins-arent-currency-so-state-money-laws-dont-apply/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Australian Tax Office,,Tax treatment of crypto-currencies in Australia-specifically bitcoin,2014,Tax treatment of crypto-currencies in Australia-specifically bitcoin,NA,NA,,NA,NA,NA,3,,,,Australian Tax Office,,,,Website,Final,,Scopus,2-s2.0-84975920634,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Parker L.,,Australian Government comitted to ending Bitcoin double taxation,2016,,NA,NA,,NA,NA,NA,NA,http://bravenewcoin.com/news/australian-government-committed-toending-bitcoin-double -taxation/,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
HM Revenue and Customs,,Policy Paper: Revenue and Customs Brief 9 (2014): Bitcoin and Other Cryptocurrencies,2014,Policy Paper: Revenue and Customs Brief 9 (2014): Bitcoin and Other Cryptocurrencies,NA,NA,,NA,NA,NA,1,,,,HM Revenue and Customs,,,,Website,Final,,Scopus,2-s2.0-84975904730,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
Goodin D.,,Malicious computers caught snooping on Tor-anonymized Dark wed sites,2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/security/2016/07/malicious-computers-caughtsnooping-on-tor-anonymized-dark-web-sites/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
"Scriven O., Herdale G.",,Digital investigation and intelligence: policing capabilities for a digital age,2015,Digital investigation and intelligence: policing capabilities for a digital age,NA,NA,,NA,NA,NA,2,,,,"Scriven, O.; Herdale, G.",,,,Website,Final,,Scopus,2-s2.0-85076836392,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Swinhoe D.,,Cybercrime more prevalent than traditional crime in UK,2016,IDG Connect,NA,NA,,NA,NA,NA,NA,,http://www.idgconnect.com/abstract/18829/cybercrime-prevalent-traditionalcrime-uk,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],NCA strategic cyber industry group cyber crime assessment 2016,2016,Cyber Crime Assessment 2016 (July,NA,NA,,1,16,NA,2,,,,,,,,Website,Final,,Scopus,2-s2.0-85050920641,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],NCA strategic cyber industry group cyber crime assessment 2016,2016,Cyber Crime Assessment 2016 (July,NA,NA,,1,16,NA,2,,,,,,,,Website,Final,,Scopus,2-s2.0-85050920641,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
"S. R. ul Haq, S. I. Hassan",,Utilizing Cellular Infrastructure for Spying of Smart Phones,2016,International Journal of Computer Applications,NA,NA,,NA,NA,NA,NA,,,,,,,,Article,,,,,,IFSMS 2016,Digital Evidence,Digital Evidence
Farivar C,,"Aussie cops ran child porn site for months, revealed 30 US Ips",2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/08/aussie-cops-ran-childporn-site-for-months-revealed-30-us-ips,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,https://www.irs.gov/uac/examples-of-identity-theft-investigations-<U+FB01>scal-year-2016,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Chickowski E.,,A comprehensive look at China’s cybercrime culture.  Information Week: Dark Reading.,2015,,NA,NA,,NA,NA,NA,NA,http://www.darkreading.com/attacks-breaches/acomprehensive-look-at-chinas-cybercrime-culture/d/d-id/1323281,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
"Quick D., Choo K.-W.R.",55420228800;57208540261;,"Data reduction and data mining framework for digital forensic evidence: Storage, intelligence, review and archive",2014,Trends and Issues in Crime and Criminal Justice,NA,480,,1,11,NA,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907215855&partnerID=40&md5=af07cf270ccc4ea69a330438f8e3851b,,"Quick, D.; Choo, K.-W.R.",,,"Quick, D.",Review,Final,,Scopus,2-s2.0-84907215855,,IFSMS 2016,Digital Evidence,Digital Evidence
"Quick D., Choo K.-W.R.",55420228800;57208540261;,"Data reduction and data mining framework for digital forensic evidence: Storage, intelligence, review and archive",2014,Trends and Issues in Crime and Criminal Justice,NA,480,,1,11,NA,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907215855&partnerID=40&md5=af07cf270ccc4ea69a330438f8e3851b,,"Quick, D.; Choo, K.-W.R.",,,"Quick, D.",Review,Final,,Scopus,2-s2.0-84907215855,,IFSMS 2016,Digital Evidence,Digital Evidence
Williams J.,,ACPO good practice guide for digital evidence,2012,ACPO Good Practice Guide for Digital Evidence,NA,NA,,NA,NA,NA,64,,,,"Williams, J.",,,,Guide,Final,,Scopus,2-s2.0-84883553913,,IFSMS 2016,Digital Evidence,Digital Evidence
Andreson P.,,Electronic Evidence – A Basic Guide for First Responders (Good Practice Material for CERT First Responders,2014,Electronic Evidence – A Basic Guide for First Responders (Good Practice Material for CERT First Responders,NA,NA,,NA,NA,NA,1,,,,"Andreson, P.",,,,Website,Final,,Scopus,2-s2.0-85073348940,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
USJ U. S. National Institute of Justice,,Electronic Crime Scene Investigation: A Guide for First Responders,2011,Electronic Crime Scene Investigation: A Guide for First Responders,NA,NA,,NA,NA,NA,1,,,,USJ U. S. National Institute of Justice,,,,Guide,Final,,Scopus,2-s2.0-84940748105,,IFSMS 2016,Digital Evidence,Digital Evidence
"Quick D., Choo K.-W.R.",55420228800;57208540261;,"Data reduction and data mining framework for digital forensic evidence: Storage, intelligence, review and archive",2014,Trends and Issues in Crime and Criminal Justice,NA,480,,1,11,NA,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907215855&partnerID=40&md5=af07cf270ccc4ea69a330438f8e3851b,,"Quick, D.; Choo, K.-W.R.",,,"Quick, D.",Review,Final,,Scopus,2-s2.0-84907215855,,IFSMS 2016,Digital Evidence,Digital Evidence
"Dharan G., Meeran N.A",,Forensic evidence collection by reconstruction of artifacts in portable web browser,2014,Int J Comput Appl,91,4,,32,35,NA,4,,,,"Divyesh, G.; Nagoor, A.R.",,,,Article,Final,,Scopus,2-s2.0-85022131458,,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,,2016,,NA,NA,,NA,NA,NA,NA,http://news.microsoft.com/2013/10/17/windows-8-1-is-available-now/#sm. 001m0td7x1eadf79spe1q3u9ufvpd,,,,,,,Website,,,,,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
"Pokharel S., Choo K.-K.R., Liu J.",57189494322;57208540261;8416110900;,Can Android VoIP voice conversations be decoded? I can eavesdrop on your Android VoIP communication,2017,Concurrency Computation,29,7,e3845,NA,NA,NA,3,10.1002/cpe.3845,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971405813&doi=10.1002%2fcpe.3845&partnerID=40&md5=8f7e0ef28e4bfcdc22b82927ac0ace65,"School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, SA, Australia; INTERPOL Global Complex for Innovation, Singapore","Pokharel, S., School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, SA, Australia; Choo, K.-K.R., School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, SA, Australia, INTERPOL Global Complex for Innovation, Singapore; Liu, J., School of Information Technology and Mathematical Sciences, University of South Australia, Adelaide, SA, Australia",Android VoIP apps; codec identification; VoIP communications; VoIP interception; VoIP surveillance,Decoding; Internet protocols; Internet telephony; Network security; Voice/data communication systems; Corporate users; Phone calls; Voice calls; Voice conversation; Voice over Internet protocol; Android (operating system),"Choo, K.-K.R.; School of Information Technology and Mathematical Sciences, University of South AustraliaAustralia; email: raymond.choo@fulbrightmail.org",Conference Paper,Final,,Scopus,2-s2.0-84971405813,,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],[No title available],2016,Wikipedia: en.wikipedia.org,NA,NA,,NA,NA,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-85026776885,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
"Matoušek P., Ryšavý O., Kmet M.",,Fast RTP detection and codecs classification in Internet traffic,2014,"Journal of Digital Forensics, Security & Law",9,2,,101,112,NA,5,,,,"Matoušek, P.; Ryšavý, O.; Kmet, M.",,,,Article,Final,,Scopus,2-s2.0-85014675169,,IFSMS 2016,Digital Evidence,Digital Evidence
"Ab Rahman N.H., Cahyani N.D.W., Choo K.-K.R.",57195533795;55548157000;57208540261;,Cloud incident handling and forensic-by-design: cloud storage as a case study,2017,Concurrency Computation,29,14,e3868,NA,NA,NA,37,10.1002/cpe.3868,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971492452&doi=10.1002%2fcpe.3868&partnerID=40&md5=2eb110982788ee3f95856ebe7efcf188,"Information Assurance Research Group, University of South Australia, Australia; Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia, Malaysia; Informatics Department, Telkom University, Indonesia","Ab Rahman, N.H., Information Assurance Research Group, University of South Australia, Australia, Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia, Malaysia; Cahyani, N.D.W., Information Assurance Research Group, University of South Australia, Australia, Informatics Department, Telkom University, Indonesia; Choo, K.-K.R., Information Assurance Research Group, University of South Australia, Australia",cloud computing; cloud storage forensics; digital forensics; forensic-by-design; incident handling; mobile forensics,Cloud computing; Digital storage; Security of data; Cloud storages; Controlled experiment; Data environment; Digital forensic; Incident handling; Incident investigation; Information security incidents; Mobile forensics; Big data,"Choo, K.-K.R.; Information Assurance Research Group, University of South AustraliaAustralia; email: raymond.choo@fulbrightmail.org",Article,Final,,Scopus,2-s2.0-84971492452,,IFSMS 2016,Digital Evidence,Digital Evidence
"Cahyani N.D.W., Martini B., Choo K.-K.R., Al-Azhar A.K.B.P.M.N.",55548157000;55319034600;57208540261;57194576047;,Forensic data acquisition from cloud-of-things devices: windows Smartphones as a case study,2016,Concurrency Computation,29,14,e3855,NA,NA,NA,32,10.1002/cpe.3855,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020892568&doi=10.1002%2fcpe.3855&partnerID=40&md5=4fdb316c7653e44e5bb8aa7508bfd51e,"Information Assurance Research Group, University of South Australia, Adelaide, Australia; Informatics Department, Telkom University, Bandung, Indonesia; Computer Forensic Lab, Police Forensic Laboratory Centre, Jakarta, Indonesia","Cahyani, N.D.W., Information Assurance Research Group, University of South Australia, Adelaide, Australia, Informatics Department, Telkom University, Bandung, Indonesia; Martini, B., Information Assurance Research Group, University of South Australia, Adelaide, Australia; Choo, K.-K.R., Information Assurance Research Group, University of South Australia, Adelaide, Australia; Al-Azhar, A.K.B.P.M.N., Computer Forensic Lab, Police Forensic Laboratory Centre, Jakarta, Indonesia",cloud-of-things forensics; data acquisition; digital evidence; mobile forensic tool; windows device forensics,Copyrights; Data acquisition; Metals; Telephone sets; Acquisition process; Business opportunities; Cloud technologies; Current capability; Digital evidence; Location services; Mobile forensics; Security and privacy; Digital forensics,"Choo, K.-K.R.; Information Assurance Research Group, University of South AustraliaAustralia; email: raymond.choo@fulbrightmail.org",Conference Paper,Final,,Scopus,2-s2.0-85020892568,,IFSMS 2016,Digital Evidence,Digital Evidence
"Quick D., Choo K.-W.R.",55420228800;57208540261;,"Data reduction and data mining framework for digital forensic evidence: Storage, intelligence, review and archive",2014,Trends and Issues in Crime and Criminal Justice,NA,480,,1,11,NA,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907215855&partnerID=40&md5=af07cf270ccc4ea69a330438f8e3851b,,"Quick, D.; Choo, K.-W.R.",,,"Quick, D.",Review,Final,,Scopus,2-s2.0-84907215855,,IFSMS 2016,Digital Evidence,Digital Evidence
"Vaid A. K., Maravi Y, P. S., Verma, J. S. ",,Survey of Forensic and Analysis Tools based on Grouping of Digital Evidence using Metadata Functionality,2016,International Journal of Computer Applications,NA,NA,,NA,NA,NA,NA,,,,,,,,Article,,,,,,IFSMS 2016,Digital Evidence,Digital Evidence
Alzaabi M.,35085705100;,Ontology-based forensic analysis of mobile devices,2013,"Proceedings of the IEEE International Conference on Electronics, Circuits, and Systems",NA,NA,6815346,64,65,NA,1,10.1109/ICECS.2013.6815346,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901436585&doi=10.1109%2fICECS.2013.6815346&partnerID=40&md5=500f10564f50fe0eb0df30457318d2d8,"Khalifa University of Science, Technology and Research, Sharjah, United Arab Emirates","Alzaabi, M., Khalifa University of Science, Technology and Research, Sharjah, United Arab Emirates",,Complex networks; Digital devices; Knowledge representation; Constant growth rates; Digital forensic; Forensic analysis; Fundamental concepts; Human interactions; Ontology-based; Storage capacity; Time-intensive process; Mobile devices,"Alzaabi, M.; Khalifa University of Science, Technology and Research, Sharjah, United Arab Emirates; email: mohammed.alzaabi@kustar.ac.ae",Conference Paper,Final,,Scopus,2-s2.0-84901436585,,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],"Committee on Identifying the Needs of the Forensic Sciences Community, National Research Council. Strengthening Forensic Science in the United States: A Path Forward",2009,Committee on Identifying the Needs of the Forensic Sciences Community National Research Council. Strengthening Forensic Science in the United States: A Path Forward,NA,NA,,NA,NA,NA,20,,,,,,,,Article,Final,,Scopus,2-s2.0-84888876714,,IFSMS 2016,Digital Evidence,Digital Evidence
"Cahyani N.D.W., Martini B., Choo K.-K.R.",55548157000;55319034600;57208540261;,Effectiveness of multimedia presentations in improving understanding of technical terminologies and concepts: a pilot study,2016,Australian Journal of Forensic Sciences,49,1,,106,122,NA,4,10.1080/00450618.2015.1128968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032090752&doi=10.1080%2f00450618.2015.1128968&partnerID=40&md5=762335e9aab93dd8034a76022595a285,"School of Information Technology & Mathematical Sciences, University of South Australia, Adelaide, Australia; INTERPOL Global Complex for Innovation, Singapore","Cahyani, N.D.W., School of Information Technology & Mathematical Sciences, University of South Australia, Adelaide, Australia; Martini, B., School of Information Technology & Mathematical Sciences, University of South Australia, Adelaide, Australia; Choo, K.-K.R., School of Information Technology & Mathematical Sciences, University of South Australia, Adelaide, Australia, INTERPOL Global Complex for Innovation, Singapore",comprehension; digital forensics; forensic science; multimedia presentations; training judiciary,Article; comprehension; forensic medicine; human; Indonesia; justice; legal aspect; multimedia; nomenclature; pilot study; questionnaire; Taiwan; videorecording,"Choo, K.-K.R.; School of Information Technology & Mathematical Sciences, University of South AustraliaAustralia; email: raymond.choo@fulbrightmail.org",Article,Final,,Scopus,2-s2.0-85032090752,,IFSMS 2016,Digital Evidence,Digital Evidence
Farivar C.,,"Appeals Court: No stingrays without a warrant, explanation to judge",2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/03/appealscourt-no-stingrays-without-a-warrant-explanation-to-judge/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Farivar C.,,Baltimore police accused of illegal mobile spectrum use with stingrays,2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/08/ baltimore-police-accused-of-illegal-mobile-spectrum-use-with-stingrays,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Kravets D.,,"Internet tracking software maker to face wireapping trial, court rules",2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/08/ internet-tracking-software-maker-to-face-wiretapping-trial-court-rules/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Kravets D.,,FBI v. Apple is a security and privacy issue. What about civil rights?,2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/03/fbi-vapple-is-a-security-and-privacy-issue-what-about-civil-rights/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Mulin J,,FBI chief Corney: We have never had absolute privacy,2016,Arstechina,NA,NA,,NA,NA,NA,NA,http://arstechnica.com/tech-policy/2016/08/fbi-chiefs-complaints-aboutgoing-dark-arent-going-away-will-be-revived-next-year/,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Poplin C.M,,2nd Circuit Rules Against US Government in Microsoft Case,2016,,NA,NA,,NA,NA,NA,NA,https://www.lawfareblog.com/2nd-circuit-rules-against-us-governmentmicrosoft-case,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,National Crime Authority NCA Strategic Cyber Industry Group: Cyber crime,2016,,NA,NA,,NA,NA,NA,NA,http://www.nationalcrimeagency.gov.uk/publications/709-cyber-crimeassessment-2016/<U+FB01>le,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],,National Crime Authority NCA Strategic Cyber Industry Group: Cyber crime,2016,,NA,NA,,NA,NA,NA,NA,http://www.nationalcrimeagency.gov.uk/publications/709-cyber-crimeassessment-2016/<U+FB01>le,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Swinhoe D,,EU finally approves GDPR,2016,IDG Connect,NA,NA,,NA,NA,NA,NA,http:// www.idgconnect.com/abstract/15396/eu-<U+FB01>nally-approves-gdpr,,,,,,,Website,,,,,Not accessed,IFSMS 2016,Digital Evidence,Digital Evidence
Allen O.,,The eu general data protection regulation is finally agreed,2016,Allen &Overy,1,NA,,NA,NA,NA,1,,,,"Allen, O.",,,,Website,Final,,Scopus,2-s2.0-85065768255,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],[No title available],2016,Wikipedia: en.wikipedia.org,NA,NA,,NA,NA,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-85026776885,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
[No author name available],[No author id available],[No title available],2016,Wikipedia: en.wikipedia.org,NA,NA,,NA,NA,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-85026776885,"June, 2020",IFSMS 2016,Digital Evidence,Digital Evidence
