Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Li D. ,,Firearm Identification System Based on Ballistics Image Processing,2008,"Congress on Image and Signal Processing, Sanya, China",,,,149,154,,,,,,,,,,Conference material,,,,,,IFSMS 2010,Firearms,Firearms
"Smith C.L., Li D.",,Intelligent Imaging of Forensic Ballistics Specimens for ID,2008,"Congress on Image and Signal Processing, Sanya, China",,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2010,Firearms,Firearms
"Blechko A., Darker I., Gale A.",,Skills in Detecting Gun carrying from CCTV,2008,"42nd Annual IEEE International Carnahan Conference on Security Technology, Prague, Czech Republic",,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2010,Firearms,Firearms
"Darker I.T., Gale A.G., Blechko A.",,CCTV as an Automated Sensor for Firearms Detection: Human-Derived Performance as a Precursor to Automatic Recognition,2008,"SPIE Unmanned/Unattended Sensors and Sensor Networks V, Cardiff, United Kingdom",7112,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2010,Firearms,Firearms
"Darker I.T., Kuo P., Yang M.Y., Blechko A., Grecos C., Makris D., Nebel J., Gale A.G.",,Automation of the CCTV-Mediated Detection of Individuals Illegally Carrying Firearms: Combining Psychological and Technological Approaches,2009,"SPIE Visual Information Processing XVIII, Orlando, Florida",7341,,,,,,,,,,,,,,Conference material,,,,,,IFSMS 2010,Firearms,Firearms
"Chu W., Song J., Vorburger T., Ballou S.",35726717900;24503447100;7006403656;8311393400;,Striation density for predicting the identifiability of fired bullets with automated inspection systems,2010,Journal of Forensic Sciences,55,5,,1222,1226,,10,10.1111/j.1556-4029.2010.01438.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956299193&doi=10.1111%2fj.1556-4029.2010.01438.x&partnerID=40&md5=50e2677ab4fb8bcce21de8d90b4f0718,"National Institute of Standards and Technology, 100 Bureau Drive, Stop 8212, Gaithersburg, MD 20899-8212, United States; Harbin Institute of Technology, Harbin, 150001, China","Chu, W., National Institute of Standards and Technology, 100 Bureau Drive, Stop 8212, Gaithersburg, MD 20899-8212, United States, Harbin Institute of Technology, Harbin, 150001, China; Song, J., National Institute of Standards and Technology, 100 Bureau Drive, Stop 8212, Gaithersburg, MD 20899-8212, United States; Vorburger, T., National Institute of Standards and Technology, 100 Bureau Drive, Stop 8212, Gaithersburg, MD 20899-8212, United States; Ballou, S., National Institute of Standards and Technology, 100 Bureau Drive, Stop 8212, Gaithersburg, MD 20899-8212, United States","Automated firearms identification systems will correlate a reference bullet with all evidence bullets without a selection procedure to exclude the bullets having insufficient bullet identifying signature. Correlations that include such bullets increase the workload and may affect the correlation accuracy. In this article, a parameter called striation density is proposed for determining and predicting bullet identifiability. After image preprocessing, edge detection and filtering techniques are used to extract the edges of striation marks, the resulting binary image distinctly shows the amount and distribution of striation marks. Then striation density is calculated for determining the quality of images. In the experiment, striation densities for six lands of 48 bullets fired from 12 gun barrels of six manufactures are calculated. Statistical results show strong relation between striation density and identification rate. It can provide firearms identification systems with a quantitative criterion to assess whether there are sufficient striae for reliable bullet identification. © 2010 American Academy of Forensic Sciences. Published 2010. This article is a U.S. Government work and is in the public domain in the U.S.A.",edge detection; firearms identification; forensic science; identifiability; morphology; striation density,,Article,Final,,Scopus,2-s2.0-77956299193,,IFSMS 2010,Firearms,Firearms
"Katterwe H., Braune M., Körschgen A., Radke B., Weimar B.",,Comparison Scanning Electron Microscopy in Forensic Science: from the Beginning of the Electron Microscopy towards Comparison-Variable Pressure-SEM Imaging in Firearms and Tool Marks Examinations,2009,AFTE Journal,41,3,,283,289,,,,,,"Horst Katterwe, Michael Braune , Aline Korschgen, Bernhard Radke, Bert Weimar Bundeskriminalamt, Forensic Science Institute, Materials Technology, D-65173 Wiesbaden, Germany","A development in Variable Pressure-Scanning Electron Microscopy (VP-SEM) allows the observation of objects suspended in a gas phase, with a good resolution and a good signal to noise ratio. The purpose of the present contribution is to highlight the main advances of the comparison scanning electron microscope from the beginning such as a paper about a conventional comparison scanning electron microscope (presented during the AFTE conference in Denver 1981) showed to the actual development of the Comparison VP-SEM technique for application in forensic science, especially in firearms and tool marks comparison examinations.","comparison scanning electron microscopy, variable pressure scanning electron microscopy, VP-SEM, forensic science, marks, tool marks, firearms, electron energy loss spectroscopy, fracture matching",,Article,,,,,,IFSMS 2010,Firearms,Firearms
"Koch A., Katterwe H.",,Castings of Complex Stereometric Samples for Proficiency Tests in Firearm and Tool Mark Examinations,2007,AFTE Journal,39,4,,299,306,,,,,,"Alfons Koch, Horst Katterwe, Bundeskriminalamt, D-65173 Wiesbaden /Germany","Marks left by tools are often preserved using polymeric casting materials. In this paper a presentation of a 3D-mass-produced casting procedure including the construction and manufacturing of the used devices - is given applied for bullets and cartridge cases but also for other complex stereometric objects. So, it is possible to carry out proficiency tests in the field of firearm and tool marks simultaneously with identical samples for all participants.","bullet, cartridge, casting, firearms, epoxy resin, laser profilometer, proficiency test, silicone rubber, tool marks",,Article,,,,,,IFSMS 2010,Firearms,Firearms
SWGGUN,,,,,,,,,,,,,http://www.swggun.org,,,,,,Website,,No,,,,IFSMS 2010,Firearms,Firearms
Warlow T.A.,6508007862;,The criminal use of improvised and re-activated firearms in Great Britain and Northern Ireland,2007,Science and Justice,47,3,,111,119,,7,10.1016/j.scijus.2006.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348875578&doi=10.1016%2fj.scijus.2006.10.003&partnerID=40&md5=89a5d76f7f8bdbb28725b628abf76f4e,"Huntingdon and London Forensic Science Service Laboratories between 1974 and 2000, serving for nine years on the statutory Firearms Consultative Comm. and as the principal technical a, United Kingdom","Warlow, T.A., Huntingdon and London Forensic Science Service Laboratories between 1974 and 2000, serving for nine years on the statutory Firearms Consultative Comm. and as the principal technical a, United Kingdom","Following the Hungerford Massacre the British Government imposed additional strict firearms legislation in 1988 that involved several classes of arms being placed into the prohibited category. By way of compensation a scheme was introduced to allow the unrestricted possession and transfer of the newly prohibited arms, other firearms and ""prohibited weapons"", if de-activated to a standard acceptable to the Secretary of State. Approved standards for firearm de-activation were drawn up in 1989. The inspection of the de-activated arms was devolved to the two Gun Barrel Proof Houses at London and Birmingham, as otherwise the task of inspecting the thousands of guns involved would have overloaded the firearms section at the Huntingdon Forensic Science Service Laboratory, who were already dealing with criminal firearms cases submitted by 41 of the 43 police forces throughout England and Wales, as well as providing technical assistance to the Home Office and Government Ministers. Members of the Gun Trade made representations to the Minister involved during the initial stages of setting up the official de-activation standards. This resulted in some measure of compromise in the range and nature of the de-activation requirements. Although it was clear that some individuals possessing the necessary skill and equipment might attempt to restore the odd weapon to a working condition, the scheme appeared to work reasonably well for the next few years. However, over the passage of time, criminal casework submissions to the Huntingdon Laboratory from industrial city areas along the M62 corridor of northern England revealed a steadily growing trend in the use of re-activated arms, which in a significant number of cases involved the use of fully automatic weapons. At first, the nature of the re-activation processes used to restore these arms was quite crude. However, with the passage of time a steady improvement in the machining and welding skills used by the some of the culprits involved became more and more apparent, as was a move by them to bulk restoration. The use of restored arms in serious and often drug related crime, spread to the other mainland British cities, and eventually to Northern Ireland. More rigorous de-activation standards were introduced in 1995 to help counter this perceived threat, particularly in respect of handguns and full-automatic weapons. Blank cartridge pistols and air cartridge pistols were also being modified to allow their use with bulleted ammunition in the commission of criminal offences. As a result all air cartridge guns were placed into the prohibited weapons category in 2003, and the possession of imitation firearms in a public place without good reason, also became an offence. The Government is now considering further legislation, which will affect the sale of replica firearms and cartridge reloading equipment and materials. © 2007.",British firearms legislation; De-activated firearms; FBI General Rifling Characteristics Files (GRC) anomalies; Identification of re-activated firearms; Improvised firearms,article; crime; criminal law; criminology; firearm; government regulation; Ireland; law; standard; United Kingdom; weapon; Crime; Firearms; Great Britain; Humans; Northern Ireland; Ownership,Article,Final,,Scopus,2-s2.0-35348875578,,IFSMS 2010,Firearms,Firearms
Hannam A.G.,27867756200;,Trends in converted firearms in england & wales as identified by the National Firearms Forensic Intelligence Database (NFFID) between september 2003 and september 2008,2010,Journal of Forensic Sciences,55,3,,757,766,,6,10.1111/j.1556-4029.2009.01293.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951142684&doi=10.1111%2fj.1556-4029.2009.01293.x&partnerID=40&md5=d2a4b3123213d4f8f780eb60881d8849,"Forensic Science Service, Firearms Department, 109 Lambeth Road, London, SE1 7LP, United Kingdom","Hannam, A.G., Forensic Science Service, Firearms Department, 109 Lambeth Road, London, SE1 7LP, United Kingdom","The National Firearms Forensic Intelligence Database (NFFID © Crown Copyright 2003-2008) was developed by The Forensic Science Service (FSS) as an investigative tool for collating and comparing information from items submitted to the FSS to provide intelligence reports for the police and relevant government agencies. The purpose of these intelligence reports was to highlight current firearm and ammunition trends and their distribution within the country. This study reviews all the trends that have been highlighted by NFFID between September 2003 and September 2008. A total of 8887 guns of all types have been submitted to the FSS over the last 5 years, where an average of 21% of annual submissions are converted weapons. The makes, models, and modes of conversion of these weapons are described in detail. The number of trends identified by NFFID shows that this has been a valuable tool in the analysis of firearms-related crime. © 2010 American Academy of Forensic Sciences.",Conversion methods; Firearms; Forensic science; Intelligence; Modifications; National Firearms Forensic Intelligence Database; Trends,,Article,Final,,Scopus,2-s2.0-77951142684,,IFSMS 2010,Firearms,Firearms
"Yilmaz R., Birinciòlu I., Uner H.B., Erkol Z., Butun C., Acikgoz D., Bulut E.R.",15754762200;27867595100;6601985132;8523160000;15755005800;15753525500;27867542900;,"Handmade Guns in Trabzon, Turkey",2009,Journal of Forensic Sciences,54,4,,881,883,,5,10.1111/j.1556-4029.2009.01056.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650669039&doi=10.1111%2fj.1556-4029.2009.01056.x&partnerID=40&md5=ad78a1190fd1080adfb1b9240cf8a22f,"Council of Forensic Medicine, Istanbul, Turkey; Department of Forensic Medicine, School of Medicine, Karadeniz Technical University, Trabzon TR-61040, Turkey; Institute of Legal Medicine and Forensic Sciences, Istanbul University, Istanbul TR-34246, Turkey; Department of Forensic Medicine, School of Medicine, Abant Izzet Baysal University, Bolu TR-14100, Turkey; Department of Forensic Medicine, School of Medicine, Cumhuriyet University, Sivas TR-58100, Turkey; Forensic Medicine Specialist, Council of Forensic Medicine, PK 16, Sirinevler, Istanbul, Turkey","Yilmaz, R., Council of Forensic Medicine, Istanbul, Turkey, Forensic Medicine Specialist, Council of Forensic Medicine, PK 16, Sirinevler, Istanbul, Turkey; Birinciòlu, I., Department of Forensic Medicine, School of Medicine, Karadeniz Technical University, Trabzon TR-61040, Turkey; Uner, H.B., Institute of Legal Medicine and Forensic Sciences, Istanbul University, Istanbul TR-34246, Turkey; Erkol, Z., Department of Forensic Medicine, School of Medicine, Abant Izzet Baysal University, Bolu TR-14100, Turkey; Butun, C., Department of Forensic Medicine, School of Medicine, Cumhuriyet University, Sivas TR-58100, Turkey; Acikgoz, D., Council of Forensic Medicine, Istanbul, Turkey; Bulut, E.R., Council of Forensic Medicine, Istanbul, Turkey","A wide variety of handmade firearms have been involved in criminal cases in the city of Trabzon, Turkey. Although they are often very similar to commercially manufactured firearms in terms of design, loading and locking mechanisms, and cocking and firing arrangements, these guns are constructed from cheap materials and are not safe for firing. Handmade firearms manufactured in the Black Sea region of Turkey, particularly in the city of Trabzon, are similar to pistols manufactured by Browning, Luger, Star, Smith and Wesson, Berretta, and MAB. A total of 201 handmade guns referred to the Criminal Police Laboratories for examination from 2003 to 2005 were evaluated with respect to type, number of barrels, size and caliber, rifling, design, mechanism, operability, legality, and similarity to commercial models. We found that most of these handmade guns resembled commercial models in several aspects. © 2009 American Academy of Forensic Sciences.",ballistics; criminal laboratories; firearm examiner; firearms; Forensic science; handmade guns,article; ballistics; criminal behavior; firearm; forensic identification; priority journal; Turkey (republic),Article,Final,,Scopus,2-s2.0-67650669039,,IFSMS 2010,Firearms,Firearms
"Saribey A.Y., Hannam A.G., Tarimci C.",55318683300;27867756200;56630089500;,Modified shotguns in turkey from 2006 to 2008,2009,Journal of Forensic Sciences,54,4,,884,886,,2,10.1111/j.1556-4029.2009.01078.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650666452&doi=10.1111%2fj.1556-4029.2009.01078.x&partnerID=40&md5=3940b458a89fce563d19f4465b2d1201,"Department of Engineering Physics, Faculty of Engineering, Ankara University, Tandòan 06100, Turkey; Firearms Department, Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; Aydn Regional Criminal Laboratory, 09200, Sçke, Aydn, Turkey","Saribey, A.Y., Department of Engineering Physics, Faculty of Engineering, Ankara University, Tandòan 06100, Turkey, Aydn Regional Criminal Laboratory, 09200, Sçke, Aydn, Turkey; Hannam, A.G., Firearms Department, Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; Tarimci, C., Department of Engineering Physics, Faculty of Engineering, Ankara University, Tandòan 06100, Turkey","This study investigates the legal status of modified shotguns in Turkey by examining the cases submitted to the Aydin Regional Criminal Laboratory between January 2006 and August 2008. A total of 351 shotguns used in crimes were examined. These guns were evaluated in respect of their type, size, caliber, fitness for use, and legal classification. Eleven percent of these shotguns had been modified and it was found that 55% of the modified shotguns were classified according to law 6136 and qualified as a pistol and 45% were classified according to law 2521 and qualified as nonstandard shotguns. Within the Turkish criminal justice system, a nonstandard shotgun attracts a less stringent sentence than a pistol. It would therefore appear that this sentencing structure is considered when modifying shotguns in Turkey. This is clearly a loop-hole in the legislation that could perhaps be investigated and closed. © 2009 American Academy of Forensic Sciences.",ballistics; barrel; Forensic science; modified; sawn off; shotgun,article; crime; criminal justice; human; legal aspect; priority journal; prison; Turkey (republic); weapon,Article,Final,,Scopus,2-s2.0-67650666452,,IFSMS 2010,Firearms,Firearms
Bailey J.A.,36173758900;,.177 Caliber pellet classification system and identification key,2007,Journal of Forensic Sciences,52,6,,1314,1318,,3,10.1111/j.1556-4029.2007.00558.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36949040357&doi=10.1111%2fj.1556-4029.2007.00558.x&partnerID=40&md5=87e67cdccd8ba186f3ffa0cd5fbb67fd,"Department of Political Science and Law Enforcement, Minnesota State University Mankato, 109 Morris Hall, Mankato, MN 56001, United States; Department of Political Science and Law Enforcement, 109 Morris Hall, Mankato, MN 56001, United States","Bailey, J.A., Department of Political Science and Law Enforcement, Minnesota State University Mankato, 109 Morris Hall, Mankato, MN 56001, United States, Department of Political Science and Law Enforcement, 109 Morris Hall, Mankato, MN 56001, United States","A classification system and identification key for.177 caliber air gun pellets was developed based on a five-class characteristic criterion. Sixty-eight pellet types from 15 companies were examined and compared. A classification system was developed based on the pellets' head shapes, skirt types, lengths, weights, and other markings or observations. In some cases, when a pellet is recovered from a crime scene, product brand identification may aid the investigation. Even though all product brands cannot be identified, various brands of pellets can be eliminated based on a pellet's class characteristics. The pellet producers in this study were located in the following countries: China, Czech Republic, England, Korea, Spain, and the United States. An identification key can be used for possible pellet identification or elimination. © 2007 American Academy of Forensic Sciences.",Airgun; Class characteristics; Forensic science; Pellet identification,bullet; China; conference paper; crime; Czech Republic; firearm; forensic science; Korea; priority journal; Spain; United Kingdom; United States,Conference Paper,Final,,Scopus,2-s2.0-36949040357,,IFSMS 2010,Firearms,Firearms
"da Silva L., dos Santos P.A.M.",36934680800;7006685637;,Recovering obliterated laser engraved serial numbers in firearms,2008,Forensic Science International,179,02-Mar,,e63,e66,,9,10.1016/j.forsciint.2008.05.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48049116907&doi=10.1016%2fj.forsciint.2008.05.012&partnerID=40&md5=b2dad3b1eb08ddeddcb63fa58b8f1138,"Escola Naval - Marinha do Brazil, Av. Alte. Silvio de Noronha s/n, Rio de Janeiro, Brazil; Laboratório de Óptica Não-Linear e Aplicada, Instituto de Física, Universidade Federal Fluminense, Av. Litorânea, s/n, Praia Vermelha, CEP 24210-340, Niteroi, Rio de Janeiro, Brazil","da Silva, L., Escola Naval - Marinha do Brazil, Av. Alte. Silvio de Noronha s/n, Rio de Janeiro, Brazil; dos Santos, P.A.M., Laboratório de Óptica Não-Linear e Aplicada, Instituto de Física, Universidade Federal Fluminense, Av. Litorânea, s/n, Praia Vermelha, CEP 24210-340, Niteroi, Rio de Janeiro, Brazil","An easy procedure for recovering obliterated firearms serial numbers, which are laser engraved is presented in this case report. For these serial numbers, the traditional recovering method using acid etching generally fails, once marking the serial number does not necessarily imply a deep permanent deformation of the crystalline array. The standard required mirror-like finish of the surface commonly can destroy any evidence of the original serial number, i.e., can destroy the heat affected zone (HAZ) of only few micra, if it is still present. It is shown in this report that relief polishing and reflected light stereomicroscopy can, in certain cases, successfully reveal obliterated serial numbers, originally marked by laser. The use of this procedure for recovering this type of obliterated serial number is illustrated and discussed with an example we have dealt with. © 2008 Elsevier Ireland Ltd. All rights reserved.",Applied optics; Firearms; Reflected light microscopy; Relief polishing; Serial number restoration,article; biopolishing; firearm; heat; laser; optics; police; priority journal; stereomicroscopy,Article,Final,,Scopus,2-s2.0-48049116907,,IFSMS 2010,Firearms,Firearms
Klees G.S.,,The Restoration or Detection of Obliterated Laser-Etched Firearm Markings by Scanning Electron Microscopy and X-ray Mapping,2009,AFTE Journal,41,2,,184,187,,,,,,"Gregory S. Klees, Firearms and Toolmark Examiner, Bureau of Alcohol, Tobacco, Firearms and Explosives, National Laboratory Center, Ammendale, Maryland, USA","Collaborative testing was conducted in a limited study to determine if successful restoration or detection of totally obliterated laser-etched firearm markings could be achieved by the use of Scanning Electron Microscopy (SEM) and x-ray mapping. Metallic substrates containing obliterated laser-etched markings were analyzed by SEM and x-ray mapping in an effort to detect the original, legible portions of these markings with negative results. The use of SEM and x-ray mapping as a nondestructive method to restore or detect totally obliterated laser-etched markings was concluded to be ineffective.","laser etched markings, scanning electron microscopy, SEM, serial number restoration, x-ray mapping",,Article,,,,,,IFSMS 2010,Firearms,Firearms
"Wightman G., Matthew J.",24512543700;24512439300;,Restoration of stamp marks on steel components,2008,Forensic Science International,180,1,,32,36,,10,10.1016/j.forsciint.2008.06.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49549122876&doi=10.1016%2fj.forsciint.2008.06.017&partnerID=40&md5=0b9529ffa14fe3687ef8f6cdaa89e079,"School of Contemporary Sciences, University of Abertay Dundee, Bell Street, Dundee, DD1 3HG Scotland, United Kingdom","Wightman, G., School of Contemporary Sciences, University of Abertay Dundee, Bell Street, Dundee, DD1 3HG Scotland, United Kingdom; Matthew, J., School of Contemporary Sciences, University of Abertay Dundee, Bell Street, Dundee, DD1 3HG Scotland, United Kingdom","Stamp marks are used as a unique identification for a range of items, but these can be erased for criminal activities. Erased marks can sometimes be recovered by etching or magnetic means. The present study looked at the application of Fry's reagent to recover erased marks from steel. The investigation also demonstrated that Fry's reagent can deteriorate on storing and will require a longer etching time. The effect of different applied forces of stamping was investigated, and the depth of the underlying deformation was determined by etching after varying degrees of metal removal. The amount of metal needing to be removed depends on the force applied to the die. Metal removal also affects the time needed for recovery. The underlying structural change remains as a hidden identification mark, and could potentially be used by manufacturers as an unseen identifier. A model for the underlying deformation is proposed. © 2008 Elsevier Ireland Ltd. All rights reserved.",Erased marks; Etching; Recovery; Restoration of stamp marks,reagent; steel; article; force; forensic identification; heavy metal removal; priority journal; stamp mark,Article,Final,,Scopus,2-s2.0-49549122876,,IFSMS 2010,Firearms,Firearms
"Bong Y.U., Kuppuswamy R.",35739745500;6602890351;,Revealing obliterated engraved marks on high strength aluminium alloy (AA7010) surfaces by etching technique,2010,Forensic Science International,195,01-Mar,,86,92,,7,10.1016/j.forsciint.2009.11.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749083597&doi=10.1016%2fj.forsciint.2009.11.018&partnerID=40&md5=ee0df6d376a0a26fa9a908e13df70d99,"Forensic Science Programme, School of Health Sciences, Universiti Sains Malaysia, Kampus Kesihatan, 16150 Kubang Kerian, Kelantan, Malaysia","Bong, Y.U., Forensic Science Programme, School of Health Sciences, Universiti Sains Malaysia, Kampus Kesihatan, 16150 Kubang Kerian, Kelantan, Malaysia; Kuppuswamy, R., Forensic Science Programme, School of Health Sciences, Universiti Sains Malaysia, Kampus Kesihatan, 16150 Kubang Kerian, Kelantan, Malaysia","Restoration of obliterated engraved marks on high strength Al-Zn-Mg-Cu alloy (AA7010) surfaces by etching technique was studied. The alloy surfaces were mechanically engraved with some identification marks using ""Gravograph"". The marks were then erased by removing the metal to different levels up to and below the depth of engraving. Five metallographic reagents were tested on the obliterated surfaces by etching. The following two methods (i) immersion in 10% aq. phosphoric acid and (ii) alternate swabbing of 60% HCl and 40% NaOH were found to be quite effective to reveal the obliterated marks. These two procedures were also able to show effectively the marks obliterated by over-engraving and centre punching. Of the two techniques immersion in phosphoric acid provided more contrast. Interestingly, alternate swabbing of 60% HCl and 40% NaOH presented itself to be the common reagent for restoration on pure aluminium as well as its alloy surfaces. This is evident from our own current experiments and those of earlier researchers [G. Peeler, S. Gutowski, H. Wrobel, G. Dower, The restoration of impressed characters on aluminium alloy motor cycle frames, J. Forensic Ident. 58 (1) (2008) 27-32; M. Izhar M. Baharum, R. Kuppuswamy, A.A. Rahman, Restoration of engraved marks on aluminium surfaces by etching technique, Forensic Sci. Int. 177 (2008) 221-227]. The findings have assumed importance as engines and chassis of cars and frames of firearms are currently made of high strength aluminium alloys and recovery on these surfaces by current methods is not satisfactory. © 2009 Elsevier Ireland Ltd. All rights reserved.",Chemical etching; Criminalistics; High strength Al alloy; Macroetchants; Plastic deformation in metals; Serial number recovery; Strain patterns in metals,aluminum; hydrochloric acid; mercuric chloride; phosphoric acid; sodium hydroxide; article; autometallography; contrast sensitivity; corrosion; forensic medicine; immersion; priority journal; sensitivity analysis,Article,Final,,Scopus,2-s2.0-74749083597,,IFSMS 2010,Firearms,Firearms
Haag L.C.,,Letter to the Editor RE: Microstamping Legislation,2008,AFTE Journal,40,2,,126,136,,,,,,"Lucien C. Haag, Forensic Science Services, P.O. Box 5347, Carefree, AZ","This open letter to the membership is prompted by a number of past and recent events in legislative bodies in the states of California and New York as well as a publication being circulated on the Internet and possibly other forums. This, and possibly other documents as well as individuals are making false claims regarding my study of this emerging technology and its status as a result of my 2004 AFTE presentation- Ballistic ID Tagging A Further Look.",microstamping,,Letter,,,,,,IFSMS 2010,Firearms,Firearms
"Beddow M.T., Howitt D., Tulleners F.A., Giusto M.F.",,"Micro-Marked Firing Pins: Their Character, Durability and Legibility on Fired Cartridge Cases",2008,AFTE Journal,40,3,,245,274,,,,,,"Michael T. Beddow, M.S.; David Howitt, Ph.D.; Frederick A. Tulleners, M.A.; and Michael F. Giusto, B.S., Graduate Program in Forensic Science, University of California, Davis, CA 95616","The durability of laser engraved firing pins and their micro-encoding structures were examined for six different semi-automatic pistols, two semi-automatic rifles and one pump action shotgun. The legibility of the impressions from the engraved encoding structures transferred onto the cartridge cases discharged in these firearms was also examined and was found to be dependent upon both the firearm and brand of ammunition tested.","durability, firing pin, laser engraved, legibility, micro-mark",,Article,,,,,,IFSMS 2010,Firearms,Firearms
Martinez C.E.,,GLOCK’s Signature Barrel – Durability of the EBIS Markings,2009,AFTE Journal,41,4,,325,339,,,,,,"Carolyn E. Martinez, Corpus Christi Police Department Forensic Services Laboratory, Corpus Christi, Texas","GLOCK pistols have always presented difficulty in regards to differentiating bullets fired from different GLOCK barrels. The Enhanced Bullet Identification System (EBIS) was GLOCK's most recent attempt in response to resolving this conflict. This method creates a signature in the barrel which imparts gross lines down the length of the barrel on the lands of the rifling. These gross lines vary in width, depth, and spatial relationship, much in appearance as a barcode would look. Small imperfections in the depths of these gross lines are also noted and appear to have been intended to have an impact on the appearance of the finer lines on the land engravings of the fired bullets. Durability testing was conducted to see the reproducibility of the signature markings after enduring 250-10,000 rounds of ammunition being fired through the barrels. Results showed that the gross lines endured, but there was a disparity with the finer lines. This disparity reduces the chances of identifying GLOCK bullets by a sufficient correspondence of individual characteristics; however, the manufacturing method lends itself to imparting class characteristics which may aid in differentiating one GLOCK bullet from another in a limited universe situation.","Enhanced Bullet Identification System (EBIS), Glock, The Miami Barrel",,Article,,,,,,IFSMS 2010,Firearms,Firearms
Northcutt A.,,Glock Barrel Modification: A Feasible Method to Facilitate the Identification of Fired Bullets?,2010,AFTE Journal,42,2,,108,119,,,,,,"Ashely Northcutt, Mesa Police Department, Forensic Services Section, Firearms Unit, Mesa, AZ USA","Glock semi-automatic pistols are very popular in law enforcement with many departments and agencies issuing them to their officers or agents. Because of the polygonal hammer forged rifling, bullets fired from Glock pistols can be very difficult and time consuming to identify. This is a recognized difficulty with these pistols but it can be especially frustrating in officer involved shooting situations where answers are needed quickly. The purpose of this study was to determine if modification of polygonally rifled Glock barrels using valve-grinding compound would facilitate the forensic identification of fired bullets. Modification was found to increase the number of reproducible individual markings present on fired bullets and allow for identifications even after 900 shots were fired. In addition, modification did not appear to effect muzzle velocity or accuracy.","EBIS, firelapping, Glock, Identifiability, modification, polygonal",,Article,,,,,,IFSMS 2010,Firearms,Firearms
"Haag L.C., Haag M.G., Garrett L., Knell J., Patel M.",,Bore Lapping Compounds and Their Effect on Traditional Firearms Identification,2009,AFTE Journal,41,3,,232,245,,,,,,"Lucien C. Haag Forensic Science Services-Carefree, AZ, Michael G. Haag Albuquerque Police Crime Laboratory Albuquerque, NM, Lee Garrett Phoenix Police Crime Laboratory Phoenix, AZ, John Knell Phoenix Police Crime Laboratory Phoenix, AZ, Mahesh Patel Pho","Bore treatment products designed to improve the exterior ballistic performance of firearms were generally found to alter the bearing surfaces within the firearm's bore to the extent that pre-treatment and post-treatment bullets could not be matched to each other in all cases. When this occurred the 'new' patterns of striae on the land impressions of fired bullets were sufficiently persistent that post-treatment bullets could be identified among themselves and often possessed striae patterns that were more pronounced than those on pre-treatment bullets. This observation was contrary to what one would expect given the advertising claims of these products. Although of little forensic interest, the claims of improved accuracy and increased velocity were not realized in the limited testing carried out in this study.","accuracy effects, aluminum oxide, BRKIN, fire-lapping, Glock pistols, LBT, Otis LifeLiner, Permatex, Puff-Lon, SEM-EDS, silicon carbide, Tubb Final Finish, TMS, valve-grinding compound, velocity effects",,Article,,,,,,IFSMS 2010,Firearms,Firearms
Haag M.,,The Accuracy and Precision of Trajectory Measurements,2008,AFTE Journal,40,2,,145,182,,,,,,"Michael Haag, Albuquerque Police Department Crime Lab, Albuquerque, NM","Trajectory measurements are often an integral part of shooting reconstruction. This paper not only serves to review proper techniques and procedures of trajectory measurement, but also provides the Forensic Scientist and/or Scene Investigator with some useful data regarding the accuracy and precision of these types of measures. For the majority of trajectory back extrapolations, plus or minus 5 degrees is an appropriate variance level. Depending on the material struck, the angle of incidence, and the velocity of the projectile, a lesser or greater amount of variance may be appropriate. A significant advancement in trajectory representation is 3D laser scanning. A validation of the technology and its use as a trajectory tool shows that it is as accurate as existing methods.","trajectory, measurements, reliability, reproducibility, procedures, variance, laser, rods, protractors, azimuth, vertical, elevation, angle",,Article,,,,,,IFSMS 2010,Firearms,Firearms
