Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Kintz P., Cirimele V., Jamey C., Ludes B.",16740075400;7005194356;6602437172;7006084980;,Testing for GHB in hair by GC/MS/MS after a single exposure. Application to document sexual assault,2003,Journal of Forensic Sciences,48,1,NA,195,200,NA,100,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037225806&partnerID=40&md5=2ddd3a190f94c5895043b9319f29339f,"Institut de Medecine Legale, 11 rue Humann, F-67000 Strasbourg, France","Kintz, P., Institut de Medecine Legale, 11 rue Humann, F-67000 Strasbourg, France; Cirimele, V., Institut de Medecine Legale, 11 rue Humann, F-67000 Strasbourg, France; Jamey, C., Institut de Medecine Legale, 11 rue Humann, F-67000 Strasbourg, France; Ludes, B., Institut de Medecine Legale, 11 rue Humann, F-67000 Strasbourg, France",Forensic science; GC/MS/MS; GHB; Hair; Rape; Sexual assault,4 hydroxybutyric acid; acetic acid ethyl ester; dichloromethane; neurotransmitter; article; crime; derivatization; female; gas chromatography; hair analysis; hair color; human; human tissue; male; mass spectrometry; neuromodulation; neurotransmission; priority journal; sexual crime; Adult; Female; Forensic Medicine; Gas Chromatography-Mass Spectrometry; Hair; Humans; Hydroxybutyrates; Rape; Reproducibility of Results; Substance Abuse Detection; Time Factors,"Kintz, P.; Institut de Medecine Legale, 11 rue Humann, F-67000 Strasbourg, France; email: pascal.kintz@wanadoo.fr",Article,Final,,Scopus,2-s2.0-0037225806,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Pépin G, Chèze M, Duffort G, Vayssette F. ",,De l'inte´re^t des cheveux et de la spectrome´trie de masse en tandem pour la soumission chimique : a` propos de neuf cas.,2002,Annales de Toxicologie Analytique,14,4,NA,395,406,NA,NA,,,,,,,,,,,,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Montagna M., Polettini A., Stramesi C., Groppi A., Vignali C.",56823724000;7003901319;6507745394;6603875961;7006844396;,"Hair analysis for opiates, cocaine and metabolites: Evaluation of a method by interlaboratory comparison",2002,Forensic Science International,128,01-Feb,NA,79,83,NA,37,10.1016/S0379-0738(02)00164-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037077806&doi=10.1016%2fS0379-0738%2802%2900164-0&partnerID=40&md5=e4372e0ae72fa192e5ac7f3f46af6a89,"Department of Legal Medicine and Public Health, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy","Montagna, M., Department of Legal Medicine and Public Health, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy; Polettini, A., Department of Legal Medicine and Public Health, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy; Stramesi, C., Department of Legal Medicine and Public Health, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy; Groppi, A., Department of Legal Medicine and Public Health, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy; Vignali, C., Department of Legal Medicine and Public Health, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy",Cocaine; Hair analysis; Interlaboratory comparison; Method evaluation; Opiates,benzoylecgonine; cocaine; cocaine derivative; drug metabolite; ecgonine methyl ester; hydrochloric acid; morphine; morphine 6 acetate; opiate derivative; trimethylsilyl derivative; analytic method; clinical laboratory; concentration (parameters); conference paper; controlled study; drug screening; drug use; evaluation; gas chromatography; hair analysis; human; human tissue; intermethod comparison; laboratory diagnosis; mass spectrometry; priority journal; qualitative analysis; quantitative analysis; solid phase extraction; Cocaine; Evaluation Studies; Forensic Medicine; Gas Chromatography-Mass Spectrometry; Hair; Humans; Narcotics,"Stramesi, C.; Department of Legal Medicine, University of Pavia, Via Forlanini 12, 27100 Pavia, Italy; email: cristiana.stramesi@unipv.it",Conference Paper,Final,,Scopus,2-s2.0-0037077806,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Staub C, Jurado C. ",,Contro^les de qualite´ dans le domaine de l'analyse des cheveux : l'expe´rience de la SOHT (Socièté of hair testing),2004,"12 meeting SFTA, Annales de toxicologie analytique 2004 ",NA,,NA,,,NA,NA,,,,,,,,,,,,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Tedeschi L., Favretto D., Frison G., Maietti S., Castagna F., Ferrara S.D.",,GC-ion trap-MS in doping control: urinary determi ation of 19- norandrosterone and 19-noretiocholanolone at subnanogram per millilitre levels,2002,TIAFT meeting in Paris 2002. Annales de toxicologie analytique,NA,,NA,,,NA,NA,,,,,,,,,,,,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Aguilera R., Hatton C.K., Catlin D.H.",7005236058;7006607293;7006033783;,Detection of epitestosterone doping by isotope ratio mass spectrometry,2002,Clinical Chemistry,48,4,NA,629,636,NA,65,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036201445&partnerID=40&md5=202d2498c7fe2515f12411be7f192cb7,"UCLA Olympic Analytical Laboratory, 2122 Granville Ave., Los Angeles, CA 90025, United States","Aguilera, R., UCLA Olympic Analytical Laboratory, 2122 Granville Ave., Los Angeles, CA 90025, United States; Hatton, C.K., UCLA Olympic Analytical Laboratory, 2122 Granville Ave., Los Angeles, CA 90025, United States; Catlin, D.H., UCLA Olympic Analytical Laboratory, 2122 Granville Ave., Los Angeles, CA 90025, United States",,carbon 13; epitestosterone; adult; analytic method; article; controlled study; diagnostic accuracy; diagnostic value; doping; drug blood level; drug determination; drug urine level; human; major clinical study; male; mass spectrometry; sports medicine; urinalysis; validation process; Acetylation; Adult; Androsterone; Carbon Isotopes; Doping in Sports; Epitestosterone; Ethnic Groups; Etiocholanolone; Gas Chromatography-Mass Spectrometry; Humans; Male; Quality Control; Reference Values; Sensitivity and Specificity; Substance Abuse Detection,"Catlin, D.H.; UCLA Olympic Analytical Laboratory, 2122 Granville Ave., Los Angeles, CA 90025, United States; email: dcatlin@ucla.edu",Article,Final,,Scopus,2-s2.0-0036201445,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Kageura M.,7003956497;,Continuous challenges in Japanese forensic toxicology practice: Strategy to address specific goals,2002,Japanese Journal of Legal Medicine,56,03-Feb,NA,219,228,NA,NA,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036709721&partnerID=40&md5=6d2f95c9c42a0900a9069009ffc50469,"Department of Forensic Medicine, Fukuoka Univ. School of Medicine, Fukuoka 814-0180, Japan","Kageura, M., Department of Forensic Medicine, Fukuoka Univ. School of Medicine, Fukuoka 814-0180, Japan",Certified reference materials; Good laboratory practices; Human-performance forensic toxicology; Post-mortem forensic toxicology; Quality assurance; Quality control; Standard operating procedures; Workplace urine drug testing,article; autopsy; certification; competence; drug abuse; drug urine level; forensic medicine; good laboratory practice; health care quality; human; Japan; laboratory; practice guideline; quality control; reference value; toxicology; urinalysis; workplace; Forensic Medicine; Humans; Japan; Specimen Handling; Toxicology; Urinalysis,"Kageura, M.; Department of Forensic Medicine, Fukuoka Univ. School of Medicine, Fukuoka 814-0180, Japan",Article,Final,,Scopus,2-s2.0-0036709721,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Mayhew D.R., Dussault C.",,"Proceedings of the 16th International Conference on Alcohol, Drugs and Traffic Safety, MontrÈal, Canada, August 4-9 2002: T 2002",2002,,NA,,NA,,,NA,NA,,https://books.google.co.uk/books/about/Proceedings_of_the_16th_International_Co.html?id=8GcnzQEACAAJ&redir_esc=y,"International Council on Alcohol, Drugs, and Traffic Safety; SociÈtÈ de l'assurance automobile du QuÈbec",,,,,Book,,,Web,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Mura P., Kintz P., Ludes B., Gaulier J.M., Marquet P., Martin-Dupont S., Vincent F., Kaddour A., <U+FEFF>Goullé J.P., Nouveau J., Moulsma M., Tilhet-Coartet S., Pourrat O.",36897475900;16740075400;7006084980;7004534961;56214649000;6602259432;7102860287;57205861128;7005426457;6603042975;6602893790;6602845817;7004963114;,"Comparison of the prevalence of alcohol, cannabis and other drugs between 900 injured drivers and 900 control subjects: Results of a French collaborative study",2003,Forensic Science International,133,02-Jan,NA,79,85,NA,209,10.1016/S0379-0738(03)00052-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037691939&doi=10.1016%2fS0379-0738%2803%2900052-5&partnerID=40&md5=227dbdde6616296039e4b1622fded4ec,"Lab. de Biochimie et Toxicologie, Centre Hospitalier Universitaire, BP 577, 86021 Poitiers, France; Inst. de MÈd. LÈgale, 11 rue Humann, 67085 Strasbourg, France; Serv. de Pharmacologie/Toxicologie, Centre Hospitalier Universitaire, 2 Avenue Martin-Luther King, 87042 Limoges, France; Service des Urgences, Centre Hospitalier Universitaire, 2 Avenue Martin-Luther King, 87042 Limoges, France; Fed. de Toxicologie Clin./Biol., Centre Hospitalier Universitaire, BP 217, 38043 Grenoble, France; Service des Urgences Chirurgicales, Centre Hospitalier Universitaire, BP 217, 38043 Grenoble, France; Lab. Pharmacocinetique/T., Groupe Hospitalier, BP 24, 76083 Le Havre, France; Dept. Accueil-Traitement-Urgences, Groupe Hospitalier, BP 24, 76083 Le Havre, France; Lab. Biochim./Pharmaco-Toxicologie, HÙpital Edouard Herriot, 69437 Lyon, France; Service d'Accueil des Urgences, HÙpital Edouard Herriot, 69437 Lyon, France; Serv. de Reanimation Med., Centre Hospitalier Universitaire, BP 577, 86021 Poitiers, France","Mura, P., Lab. de Biochimie et Toxicologie, Centre Hospitalier Universitaire, BP 577, 86021 Poitiers, France; Kintz, P., Inst. de MÈd. LÈgale, 11 rue Humann, 67085 Strasbourg, France; Ludes, B., Inst. de MÈd. LÈgale, 11 rue Humann, 67085 Strasbourg, France; Gaulier, J.M., Serv. de Pharmacologie/Toxicologie, Centre Hospitalier Universitaire, 2 Avenue Martin-Luther King, 87042 Limoges, France; Marquet, P., Serv. de Pharmacologie/Toxicologie, Centre Hospitalier Universitaire, 2 Avenue Martin-Luther King, 87042 Limoges, France; Martin-Dupont, S., Service des Urgences, Centre Hospitalier Universitaire, 2 Avenue Martin-Luther King, 87042 Limoges, France; Vincent, F., Fed. de Toxicologie Clin./Biol., Centre Hospitalier Universitaire, BP 217, 38043 Grenoble, France; Kaddour, A., Service des Urgences Chirurgicales, Centre Hospitalier Universitaire, BP 217, 38043 Grenoble, France; GoullÈ, J.P., Lab. Pharmacocinetique/T., Groupe Hospitalier, BP 24, 76083 Le Havre, France; Nouveau, J., Dept. Accueil-Traitement-Urgences, Groupe Hospitalier, BP 24, 76083 Le Havre, France; Moulsma, M., Lab. Biochim./Pharmaco-Toxicologie, HÙpital Edouard Herriot, 69437 Lyon, France; Tilhet-Coartet, S., Service d'Accueil des Urgences, HÙpital Edouard Herriot, 69437 Lyon, France; Pourrat, O., Serv. de Reanimation Med., Centre Hospitalier Universitaire, BP 577, 86021 Poitiers, France",Accidents; Alcohol; Amphetamines; Benzodiazepines; Cannabis; Cocaine; Driving; Drug of abuse; Opiates; Traffic accident,alcohol; alprazolam; amphetamine derivative; anticonvulsive agent; antidepressant agent; antitussive agent; benzodiazepine derivative; benzoylecgonine; bromazepam; cannabinoid; chlordiazepoxide; clobazam; clonazepam; cocaine derivative; diazepam; ecgonine methyl ester; estazolam; hypnotic agent; lorazepam; midazolam; morphine; nitrazepam; nonsteroid antiinflammatory agent; nordazepam; opiate; oxazepam; psychotropic agent; tetrahydrocannabinol; tetrazepam; unindexed drug; adult; alcohol blood level; blood analysis; blood level; conference paper; controlled study; diode; driver; drug blood level; emergency ward; female; France; gas chromatography; general hospital; high performance liquid chromatography; human; injury; laboratory test; major clinical study; male; mass spectrometry; prevalence; priority journal; traffic accident,"Mura, P.; Lab. de Biochimie et Toxicologie, Centre Hospitalier Universitaire, BP 577, 86021 Poitiers, France; email: p.mura@chu-poitiers.fr",Conference Paper,Final,,Scopus,2-s2.0-0037691939,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Smith J.A., Hayes C.E., Yolton R.L., Rutledge D.A., Citek K.",57199014228;7202656576;7007115215;7102803498;6602384800;,Drug recognition expert evaluations made using limited data,2002,Forensic Science International,130,03-Feb,NA,167,173,NA,19,10.1016/S0379-0738(02)00384-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037021645&doi=10.1016%2fS0379-0738%2802%2900384-5&partnerID=40&md5=8e5b85113164dbce686aeaa312f206b3,"Pac. Univ. Coll. of Optometry, 2043 College Way, Forest Grove, OR 97116, United States; Oregon State Police, Oregon Drug Eval. Classificat. Prog., Oregon State Police Train. Div., 4760 Portland Rd, N.E., Salem, OR 97305, United States; Oregon State Police, Oregon State Police NW Reg. Hq., P.O. Box 406, Wilsonville, OR 97070, United States","Smith, J.A., Pac. Univ. Coll. of Optometry, 2043 College Way, Forest Grove, OR 97116, United States; Hayes, C.E., Oregon State Police, Oregon Drug Eval. Classificat. Prog., Oregon State Police Train. Div., 4760 Portland Rd, N.E., Salem, OR 97305, United States; Yolton, R.L., Pac. Univ. Coll. of Optometry, 2043 College Way, Forest Grove, OR 97116, United States; Rutledge, D.A., Oregon State Police, Oregon State Police NW Reg. Hq., P.O. Box 406, Wilsonville, OR 97070, United States; Citek, K., Pac. Univ. Coll. of Optometry, 2043 College Way, Forest Grove, OR 97116, United States",DRE; Drug recognition expert; Drugs; Law enforcement; Police,cannabis; central depressant agent; central stimulant agent; narcotic analgesic agent; article; data base; drug dependence; forensic medicine; human; law enforcement; offender; police; priority journal; psychologic assessment; social interaction; toxicology; Humans; Narcotics; Police; Psychophysiology; Sensitivity and Specificity; Substance Abuse Detection; Substance-Related Disorders,"Yolton, R.L.; Pac. Univ. Coll. of Optometry, 2043 College Way, Forest Grove, OR 97116, United States; email: yoltonr@pacificu.edu",Article,Final,,Scopus,2-s2.0-0037021645,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Heishman S.J.,,Effects of marijuana on human performance and assessment of driving impairment,2002,Biology of Marijuana,NA,,NA,110,124,NA,NA,,https://books.google.co.uk/books?id=ft0zUYCMaiQC&pg=PA110&lpg=PA110&dq=Effects+of+marijuana+on+human+performance+and+assessment+of+driving+impairment&source=bl&ots=xbFOq2juBq&sig=ACfU3U3avX2fMbo4AlgxdwutwbizQdVNoA&hl=en&sa=X&ved=2ahUKEwj29OHbtNHpAhXVShUIHaAbDzkQ6AEwBXoECAsQAQ#v=onepage&q=Effects%20of%20marijuana%20on%20human%20performance%20and%20assessment%20of%20driving%20impairment&f=false,,,,,,Book Chapter,,,Web,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Bramness J.G., Skurtveit S., <U+FEFF>Mørland J.",6701758748;6701801916;7102607216;,Clinical impairment of benzodiazepines - Relation between benzodiazepine concentrations and impairment in apprehended drivers,2002,Drug and Alcohol Dependence,68,2,NA,131,141,NA,89,10.1016/S0376-8716(02)00188-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036773716&doi=10.1016%2fS0376-8716%2802%2900188-6&partnerID=40&md5=4290be73e1955ecc8afd962ae8976175,"National Institute of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway; Norwegian Institute of Public Health, Oslo, Norway, Norway","Bramness, J.G., National Institute of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway; Skurtveit, S., Norwegian Institute of Public Health, Oslo, Norway, Norway; M¯rland, J., National Institute of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway",Benzodiazepines; Concentration-effect relationship; Drugged driving; Legal limits for benzodiazepines and driving; Psychomotor impairment,"alcohol; alprazolam; benzodiazepine derivative; clonazepam; diazepam; flunitrazepam; nitrazepam; oxazepam; triazolam; adult; age; alcohol blood level; article; blood sampling; concentration (parameters); controlled study; driving ability; drug blood level; female; gender; human; major clinical study; male; Norway; priority journal; risk; sampling; time; Adult; Alcohol Drinking; Automobile Driving; Benzodiazepines; Dose-Response Relationship, Drug; Ethanol; Female; Humans; Male; Norway; Psychomotor Performance","Bramness, J.G.; Natl. Inst. of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway; email: jorgen.bramness@labmed.uio.no",Article,Final,,Scopus,2-s2.0-0036773716,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Skurtveit S., Abotnes B., Christophersen A.S.",6701801916;6503986184;7006637902;,Drugged drivers in Norway with benzodiazepine detections,2002,Forensic Science International,125,1,NA,75,82,NA,29,10.1016/S0379-0738(01)00623-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037165245&doi=10.1016%2fS0379-0738%2801%2900623-5&partnerID=40&md5=6ae436f51f7ea0ffbde08a2f1f4410c6,"National Institute of Forensic Toxicology, P.O Box 495 Sentrum, 0105 Oslo, Norway; Institute of Pharmacy, University of Oslo, P.O Box 1068, 0316 Oslo, Norway; National Health Screening Service, P.O. Box 8155 Dep, NO-0033 Oslo, Norway","Skurtveit, S., National Institute of Forensic Toxicology, P.O Box 495 Sentrum, 0105 Oslo, Norway, National Health Screening Service, P.O. Box 8155 Dep, NO-0033 Oslo, Norway; Abotnes, B., National Institute of Forensic Toxicology, P.O Box 495 Sentrum, 0105 Oslo, Norway, Institute of Pharmacy, University of Oslo, P.O Box 1068, 0316 Oslo, Norway; Christophersen, A.S., National Institute of Forensic Toxicology, P.O Box 495 Sentrum, 0105 Oslo, Norway, Institute of Pharmacy, University of Oslo, P.O Box 1068, 0316 Oslo, Norway",Benzodiazepines; Drugged driving; Repeat offences,"alcohol; amphetamine; benzodiazepine derivative; diazepam; flunitrazepam; illicit drug; tetrahydrocannabinol; adult; article; blood sampling; controlled study; driver; drug abuse; drug identification; drug mixture; female; gas chromatography; human; human tissue; male; mass spectrometry; Norway; priority journal; statistical analysis; Adult; Automobile Driving; Benzodiazepines; Female; Humans; Male; Norway; Prevalence; Retrospective Studies; Sex Distribution; Social Control, Formal; Substance Abuse Detection; Substance-Related Disorders","Skurtveit, S.; National Health Screening Service, P.O. Box 8155, NO-0033 Oslo, Norway; email: svetlana.skurtvei@shus.no",Article,Final,,Scopus,2-s2.0-0037165245,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Logan B.K., Couper F.J.",35430212000;57191071855;,"3,4-Methylenedioxymethamphetamine (MDMA, ecstasy) and driving impairment",2001,Journal of Forensic Sciences,46,6,NA,1426,1433,NA,51,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034755839&partnerID=40&md5=9d889e43cc3b8c973f27c84a9bfe63b4,"Washington State Toxicology Lab., Bureau of Forensic Lab. Services, Washington State Patrol, 2203 Airport Way South, Seattle, WA 98134, United States","Logan, B.K., Washington State Toxicology Lab., Bureau of Forensic Lab. Services, Washington State Patrol, 2203 Airport Way South, Seattle, WA 98134, United States; Couper, F.J., Washington State Toxicology Lab., Bureau of Forensic Lab. Services, Washington State Patrol, 2203 Airport Way South, Seattle, WA 98134, United States",Driving impairment; Ecstasy; Forensic science; MDMA,"3,4 methylenedioxymethamphetamine; adolescent; adult; article; blood pressure; body equilibrium; dose response; driving ability; drug abuse; drug blood level; drug effect; drug intoxication; female; human; male; motor coordination; muscle twitch; mydriasis; priority journal; psychomotor performance; pulse pressure; pupil reflex; simulator; sweating; traffic accident; traffic safety; tremor; Adolescent; Adult; Automobile Driving; Female; Hallucinogens; Humans; Male; N-Methyl-3,4-methylenedioxyamphetamine; Psychomotor Performance; Street Drugs","Logan, B.K.; Washington State Toxicology Lab., Bureau of Forensic Lab. Services, Washington State Patrol, 2203 Airport Way South, Seattle, WA 98134, United States; email: blogan@wsp.wa.gov",Article,Final,,Scopus,2-s2.0-0034755839,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Walsh J.M., Flegel R., Crouch D.J., Cangianelli L., Baudys J.",35581912900;6508328128;7102212664;6506611351;57188546577;,An evaluation of rapid point-of-collection oral fluid drug-testing devices,2003,Journal of Analytical Toxicology,27,7,NA,429,439,NA,56,10.1093/jat/27.7.429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141571174&doi=10.1093%2fjat%2f27.7.429&partnerID=40&md5=c3d9744ddfa6b7feca6b5a0187b46425,"Walsh Group P.A., 6701 Democracy Blvd, Bethesda, MD 20817, United States; Center for Human Toxicology, University of Utah, 20 South 2030 East, Salt Lake City, UT 84112, United States; 6701 Democracy Blvd., Bethesda, MD 20817, United States","Walsh, J.M., Walsh Group P.A., 6701 Democracy Blvd, Bethesda, MD 20817, United States, 6701 Democracy Blvd., Bethesda, MD 20817, United States; Flegel, R., Walsh Group P.A., 6701 Democracy Blvd, Bethesda, MD 20817, United States; Crouch, D.J., Center for Human Toxicology, University of Utah, 20 South 2030 East, Salt Lake City, UT 84112, United States; Cangianelli, L., Walsh Group P.A., 6701 Democracy Blvd, Bethesda, MD 20817, United States; Baudys, J., Center for Human Toxicology, University of Utah, 20 South 2030 East, Salt Lake City, UT 84112, United States",,amphetamine; cannabinoid; cocaine; methamphetamine; morphine; opiate; temazepam; accuracy; article; comparative study; concentration (parameters); criminal justice; device; drug abuse; drug screening; quality control; reliability; standard; workplace,"Walsh, J.M.6701 Democracy Blvd., Bethesda, MD 20817, United States; email: jmwalsh@walshgroup.org",Article,Final,Open Access,Scopus,2-s2.0-0141571174,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Willette R.E., Kadehjian L.J.",,Drugs-of-abuse test devices: A review.,2002,"On-Site Drug Testing, Edited by: Jenkins A.J.",NA,,NA,219,252,NA,NA,,https://link.springer.com/chapter/10.1007/978-1-59259-272-2_17#citeas,,,,,,Book Chapter,,,Web,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Augsburger M.,7004328464;,Drugs and driving: Analytical strategy,2002,Chimia,56,3,NA,63,65,NA,1,10.2533/000942902777680757,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036334177&doi=10.2533%2f000942902777680757&partnerID=40&md5=fef86f5c0195462cdf83fd25cb87c717,"Inst. Univ. de Medecine Legale, Lab. de Toxicologie Analytique, Rue du Bugnon 21, CH-1005 Lausanne, Switzerland","Augsburger, M., Inst. Univ. de Medecine Legale, Lab. de Toxicologie Analytique, Rue du Bugnon 21, CH-1005 Lausanne, Switzerland",Driving under the influence of drugs (DUID); Forensics; Gas chromatography; Immunoassays; Liquid chromatography; Mass spectrometry,benzoylecgonine; caffeine; cocaine; codeine; cotinine; diphenhydramine; ecgonine methyl ester; flunitrazepam; homococaine; methaqualone; midazolam; morphine; morphine 6 acetate; nicotine; norcodeine; normorphine; papaverine; paracetamol; psychotropic agent; trimipramine; adult; article; body fluid; controlled study; driving ability; drug determination; drug screening; drug use; gas chromatography; high performance liquid chromatography; human; immunological procedures; male; mass spectrometry; quantitative analysis; validation process,"Augsburger, M.; Inst. Univ. de Medecine Legale, Lab. de Toxicologie Analytique, Rue du Bugnon 21, CH-1005 Lausanne, Switzerland; email: Marc.Ausgburger@hospvd.ch",Article,Final,,Scopus,2-s2.0-0036334177,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Stark M.M., Tunbridge R., Rowe D., Fleming P., Stewart D.",7202293018;6701773819;57205789461;57197512244;57212415773;,"Drugs, driving and sobriety tests - A review of recent developments",2002,Journal of Clinical Forensic Medicine,9,3,NA,126,132,NA,7,10.1016/S1353-1131(02)00041-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036739586&doi=10.1016%2fS1353-1131%2802%2900041-X&partnerID=40&md5=20393f9c3a981ec4501b99c20b11cbfb,"Harrogate, North Yorks, UK, United Kingdom; TRL Ltd, Berks, United Kingdom; Strathclyde Police, Glasgow, United Kingdom","Stark, M.M., Harrogate, North Yorks, UK, United Kingdom; Tunbridge, R., TRL Ltd, Berks, United Kingdom; Rowe, D., TRL Ltd, Berks, United Kingdom; Fleming, P., Strathclyde Police, Glasgow, United Kingdom; Stewart, D., Strathclyde Police, Glasgow, United Kingdom",,amphetamine; benzodiazepine derivative; cannabis; cocaine; illicit drug; methadone; opiate derivative; alcoholism; controlled study; custody; driving ability; drug abuse; drug traffic; drunken driving; forensic medicine; forensic science; general practitioner; health program; human; medical examination; medical personnel; medical practice; police; prisoner; review; United Kingdom,"Stark, M.M.; Association of Police Surgeons, 18A Mount Parade, Harrogate, North Yorks HG1 1BX, United Kingdom; email: stark@cheam.demon.co.uk",Review,Final,,Scopus,2-s2.0-0036739586,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Moeller M.R., Kraemer T.",7101886417;7003271982;,Drugs of abuse monitoring in blood for control of driving under the influence of drugs,2002,Therapeutic Drug Monitoring,24,2,NA,210,221,NA,80,10.1097/00007691-200204000-00003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036131275&doi=10.1097%2f00007691-200204000-00003&partnerID=40&md5=6c72e1e547a4bcaaa3feccebb23f6d60,"Institute of Legal Medicine, University of Saarland, Homburg, Germany; Department of Experimental and Clinical Toxicology, Institute of Experimental and Clinical Pharmacology and Toxicology, University of Saarland, Homburg, Germany; Institute of Legal Medicine, University of Saarland, D-66421 Homburg (Saar), Germany","Moeller, M.R., Institute of Legal Medicine, University of Saarland, Homburg, Germany, Institute of Legal Medicine, University of Saarland, D-66421 Homburg (Saar), Germany; Kraemer, T., Department of Experimental and Clinical Toxicology, Institute of Experimental and Clinical Pharmacology and Toxicology, University of Saarland, Homburg, Germany",Blood; Driving under the influence; Drugs of abuse analysis; Serum,"3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; 4 hydroxybutyric acid; amphetamine; cannabinoid; codeine; diamorphine; dronabinol; ecgonine methyl ester; homococaine; lysergide; methadone; methamphetamine; morphine 6 acetate; n ethyl 3,4 methylenedioxyamphetamine; opiate derivative; phencyclidine; psilocin; psilocybine; article; blood; driving ability; drug abuse; drug blood level; drug determination; drug monitoring; forensic science; gas chromatography; human; industrialization; liquid chromatography; mass spectrometry; plasma; police; priority journal; screening test; serum; traffic accident; Accidents, Traffic; Chromatography, Liquid; Forensic Medicine; Gas Chromatography-Mass Spectrometry; Humans; Street Drugs; Substance Abuse Detection","Moeller, M.R.; Institute of Legal Medicine, University of Saarland, D-66421 Homburg (Saar), Germany; email: km27hwmm@uni-saarland.de",Article,Final,,Scopus,2-s2.0-0036131275,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Kauert G.,7006689987;,Drug use and driving inability from the medical toxicological point of view: Do threshold values now exist for absolute driving inability? [Drogenkonsum und fahrunt¸chtigkeit aus medizinisch-toxikologischer sicht: Gibt es jetzt grenzwerte zur absoluten fahrunt¸chtigkeit?],2002,Blutalkohol,39,2,NA,102,111,NA,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036219125&partnerID=40&md5=0dedeb7fa9ba1399872e629778b7dae7,"Leiter Inst. Forensische Toxikol., Zentrum der Rechtsmedizin, J. W. Goethe-Univ. Frankfurt/M., Kennedyallee 104, 60596 Frankfurt/Main, Germany","Kauert, G., Leiter Inst. Forensische Toxikol., Zentrum der Rechtsmedizin, J. W. Goethe-Univ. Frankfurt/M., Kennedyallee 104, 60596 Frankfurt/Main, Germany",Drug combination; Drugs; Road-traffic; THC; Threshold values,alcohol; illicit drug; tetrahydrocannabinol; blood level; driving ability; Germany; human; law; law enforcement; review; standard; substance abuse,"Kauert, G.; Leiter Inst. Forensische Toxikol., Zentrum der Rechtsmedizin, J. W. Goethe-Univ. Frankfurt/M., Kennedyallee 104, 60596 Frankfurt/Main, Germany",Review,Final,,Scopus,2-s2.0-0036219125,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
