Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Chan K.L.A., Kazarian S.G.",25622512400;7005510823;,Detection of trace materials with Fourier transform infrared spectroscopy using a multi-channel detector,2006,Analyst,131,1,,126,131,,74,10.1039/b511243e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30944463587&doi=10.1039%2fb511243e&partnerID=40&md5=f8e0df6867be9027569681e87deb65ba,"Department of Chemical Engineering, Imperial College London, United Kingdom","Chan, K.L.A., Department of Chemical Engineering, Imperial College London, United Kingdom; Kazarian, S.G., Department of Chemical Engineering, Imperial College London, United Kingdom",,caffeine; hydroxypropylmethylcellulose; ibuprofen; trace element; article; device; drug determination; drug research; focal plane array detector; forensic science; human; imaging system; infrared spectroscopy; intermethod comparison; materials; measurement; medical research; mercury cadmium telluride detector; multichannel recorder; radiation absorption; spectrometer,"Kazarian, S.G.; Department of Chemical Engineering, Imperial College LondonUnited Kingdom; email: s.kazarian@imperial.ac.uk",Article,Final,,Scopus,2-s2.0-30944463587,,IFSMS 2007,Fingermark Composition,Fingermarks
"Leemans P., Vandeput A., Vanderheyden N., Cassiman J.-J., Decorte R.",6507533062;13104970200;8625766700;35379851800;6701558321;,Evaluation of methodology for the isolation and analysis of LCN-DNA before and after dactyloscopic enhancement of fingerprints,2006,International Congress Series,1288,,,583,585,,8,10.1016/j.ics.2005.09.079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646196055&doi=10.1016%2fj.ics.2005.09.079&partnerID=40&md5=74c2797b8aec7d563de541aa6d12ff4b,"Laboratory of Forensic Genetics and Molecular Archaeology, Department of Human Genetics, K.U. Leuven, Herestraat 49, B-3000 Leuven, Belgium; Laboratory of Technical and Scientific Police, Leuven, Belgium","Leemans, P., Laboratory of Forensic Genetics and Molecular Archaeology, Department of Human Genetics, K.U. Leuven, Herestraat 49, B-3000 Leuven, Belgium; Vandeput, A., Laboratory of Technical and Scientific Police, Leuven, Belgium; Vanderheyden, N., Laboratory of Forensic Genetics and Molecular Archaeology, Department of Human Genetics, K.U. Leuven, Herestraat 49, B-3000 Leuven, Belgium; Cassiman, J.-J., Laboratory of Forensic Genetics and Molecular Archaeology, Department of Human Genetics, K.U. Leuven, Herestraat 49, B-3000 Leuven, Belgium; Decorte, R., Laboratory of Forensic Genetics and Molecular Archaeology, Department of Human Genetics, K.U. Leuven, Herestraat 49, B-3000 Leuven, Belgium",Latent fingerprints; Low copy number DNA; Quantifiler; SNPs; STRs,,"Decorte, R.; Laboratory of Forensic Genetics and Molecular Archaeology, Department of Human Genetics, K.U. Leuven, Herestraat 49, B-3000 Leuven, Belgium; email: ronny.decorte@med.kuleuven.be",Article,Final,,Scopus,2-s2.0-33646196055,,IFSMS 2007,Fingermark Composition,Fingermarks
"Prinz M., Schiffner L., Sebestyen J.A., Bajda E., Tamariz J., Shaler R.C., Baum H., Caragine T.",7004377006;56081350200;8668952900;8668952700;13004443500;6701344858;7103294095;6507268514;,Maximization of STR DNA typing success for touched objects,2006,International Congress Series,1288,,,651,653,,23,10.1016/j.ics.2005.10.051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645921309&doi=10.1016%2fj.ics.2005.10.051&partnerID=40&md5=c7a7801c147d9726503584003f227629,"Department of Forensic Biology, The City of New York, NY, United States","Prinz, M., Department of Forensic Biology, The City of New York, NY, United States; Schiffner, L., Department of Forensic Biology, The City of New York, NY, United States; Sebestyen, J.A., Department of Forensic Biology, The City of New York, NY, United States; Bajda, E., Department of Forensic Biology, The City of New York, NY, United States; Tamariz, J., Department of Forensic Biology, The City of New York, NY, United States; Shaler, R.C., Department of Forensic Biology, The City of New York, NY, United States; Baum, H., Department of Forensic Biology, The City of New York, NY, United States; Caragine, T., Department of Forensic Biology, The City of New York, NY, United States",3100 modifications; Contact DNA; Evidence collection; Increased PCR cycle numbers,,"Caragine, T.; Department of Forensic Biology, The City of New York, NY, United States; email: tcaragine@nyc.rr.com",Article,Final,,Scopus,2-s2.0-33645921309,,IFSMS 2007,Fingermark Composition,Fingermarks
"Petricevic S.F., Bright J.A., Cockerton S.L.",24784321800;7101698371;6507067796;,DNA profiling of trace DNA recovered from bedding.,2006,Forensic science international,159,1,,21,26,,36,10.1016/j.forsciint.2005.06.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744488312&doi=10.1016%2fj.forsciint.2005.06.004&partnerID=40&md5=f5ca3bf2b9e2fa48a6dfbc835cf559ea,"Institute of Environmental Science and Research Ltd., Mt. Albert Science Centre, Private Bag 92 021, Auckland, New Zealand","Petricevic, S.F., Institute of Environmental Science and Research Ltd., Mt. Albert Science Centre, Private Bag 92 021, Auckland, New Zealand; Bright, J.A., Institute of Environmental Science and Research Ltd., Mt. Albert Science Centre, Private Bag 92 021, Auckland, New Zealand; Cockerton, S.L., Institute of Environmental Science and Research Ltd., Mt. Albert Science Centre, Private Bag 92 021, Auckland, New Zealand",,DNA; article; bed; DNA fingerprinting; evaluation; female; forensic medicine; human; male; methodology; prediction and forecasting; Bedding and Linens; DNA; DNA Fingerprinting; Female; Forensic Medicine; Humans; Male; Predictive Value of Tests,"Petricevic, S.F.email: sue.petricevic@esr.cri.nz",Article,Final,,Scopus,2-s2.0-33744488312,,IFSMS 2007,Fingermark Composition,Fingermarks
"Chen Y., Parziale G., Diaz-Santana E., Jain A.K.",57196269575;22433382600;14008750900;36071504600;,3D touchless fingerprints: Compatibility with legacy rolled images,2006,"Biometrics Symposium, BCC 2006",,,4341621,,,,47,10.1109/BCC.2006.4341621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249168329&doi=10.1109%2fBCC.2006.4341621&partnerID=40&md5=b7c5c68e07cc9f0c8b08cfb415d89f9d,"Michigan State University, Department of Computer Science and Engineering, East Lansing, MI 48824, United States; TBS Holding AG, Schindellegistrasse 19, CH-8808, Pfaeffikon, Switzerland","Chen, Y., Michigan State University, Department of Computer Science and Engineering, East Lansing, MI 48824, United States; Parziale, G., TBS Holding AG, Schindellegistrasse 19, CH-8808, Pfaeffikon, Switzerland; Diaz-Santana, E., TBS Holding AG, Schindellegistrasse 19, CH-8808, Pfaeffikon, Switzerland; Jain, A.K., Michigan State University, Department of Computer Science and Engineering, East Lansing, MI 48824, United States",,3D representation; Degraded images; Fingerprint identification; Fingerprint imaging; High-quality; New generation; Sensing technologies; Sensor noises; Skin deformation; Surface coatings; Wear and tear; Biometrics; Image enhancement; Legacy systems; Three dimensional,"Chen, Y.; Michigan State University, Department of Computer Science and Engineering, East Lansing, MI 48824, United States",Conference Paper,Final,,Scopus,2-s2.0-50249168329,,IFSMS 2010,Fingermark Composition,Fingermarks
Kücken M.,8573865700;,Models for fingerprint pattern formation,2007,Forensic Science International,171,02-Mar,,85,96,,34,10.1016/j.forsciint.2007.02.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547691328&doi=10.1016%2fj.forsciint.2007.02.025&partnerID=40&md5=f53c6e0d92c999a618842a9331b1b97a,"Theoretical Physics II, University of Bayreuth, 95440 Bayreuth, Germany","K¸cken, M., Theoretical Physics II, University of Bayreuth, 95440 Bayreuth, Germany",Embryology; Fingerprint formation; Mathematical model; Uniqueness,"blood vessel; embryo development; embryo pattern formation; embryology; epidermis cell; fibroblast; finger dermatoglyphics; geometry; hypothesis; mathematical model; nerve; physical development; priority journal; review; skin ridge; Animals; Dermatoglyphics; Fibroblasts; Foot; Hand; Humans; Models, Biological; Skin","K¸cken, M.; Theoretical Physics II, University of Bayreuth, 95440 Bayreuth, Germany; email: michael.kuecken@tu-dresden.de",Review,Final,,Scopus,2-s2.0-34547691328,,IFSMS 2007,Fingermark Composition,Fingermarks
"Gutiérrez E., Galera V., Martínez J.M., Alonso C.",24490539200;6507830123;57050391400;36855792700;,Biological variability of the minutiae in the fingerprints of a sample of the Spanish population,2007,Forensic Science International,172,02-Mar,,98,105,,31,10.1016/j.forsciint.2006.12.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548486898&doi=10.1016%2fj.forsciint.2006.12.013&partnerID=40&md5=8c230c6ca4096d12cdc660def81b1850,"University of Alcala, Dpto. Zoologia y Antropologia Fisica Carretera Madrid-Barcelona, Km 33, 28871 Alcala de Henares, Madrid, Spain; The Forensic Anthropology Section, The General Scientific Police Headquarters, Madrid, Spain; The Mathematics Department, The University of Alcal·, Alcal· de Henares, Madrid, Spain","GutiÈrrez, E., University of Alcala, Dpto. Zoologia y Antropologia Fisica Carretera Madrid-Barcelona, Km 33, 28871 Alcala de Henares, Madrid, Spain; Galera, V., University of Alcala, Dpto. Zoologia y Antropologia Fisica Carretera Madrid-Barcelona, Km 33, 28871 Alcala de Henares, Madrid, Spain; MartÌnez, J.M., The Forensic Anthropology Section, The General Scientific Police Headquarters, Madrid, Spain; Alonso, C., The Mathematics Department, The University of Alcal·, Alcal· de Henares, Madrid, Spain",Dermatoglyphics; Fingerprints; Forensic anthropology; Minutiae; Spain,graphite; adult; article; biodiversity; controlled study; female; finger dermatoglyphics; Hispanic; human; human experiment; index finger; male; physical anthropology; population research; priority journal; sample (statistics); Spain; statistical significance; Adult; Dermatoglyphics; Female; Fingers; Forensic Sciences; Humans; Male; Sex Factors; Skin; Spain,"GutiÈrrez, E.; University of Alcala, Dpto. Zoologia y Antropologia Fisica Carretera Madrid-Barcelona, Km 33, 28871 Alcala de Henares, Madrid, Spain; email: esperanza.gutierrez@uah.es",Article,Final,,Scopus,2-s2.0-34548486898,,IFSMS 2007,Fingermark Composition,Fingermarks
"Mountfort K.A., Bronstein H., Archer N.E., Jickells S.M.",8539830000;24477074800;8865584900;6603719845;,Identification of oxidation products of squalene in solution and in latent fingerprints by ESI-MS and LC/APCI-MS,2007,Analytical Chemistry,79,7,,2650,2657,,66,10.1021/ac0623944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247127435&doi=10.1021%2fac0623944&partnerID=40&md5=73844e352f59b76bc91029de1ecc766d,"Department of Forensic Science and Drug Monitoring, School of Biomedical and Health Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom; Department of Chemistry, Imperial College London, South Kensington Campus, London, United Kingdom; Forensic Science Service, T. Ct., 2960 S. Pkwy., B. Bus. Pk., Birmingham B37 7YN, United Kingdom","Mountfort, K.A., Department of Forensic Science and Drug Monitoring, School of Biomedical and Health Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom; Bronstein, H., Department of Forensic Science and Drug Monitoring, School of Biomedical and Health Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom, Department of Chemistry, Imperial College London, South Kensington Campus, London, United Kingdom; Archer, N.E., Department of Forensic Science and Drug Monitoring, School of Biomedical and Health Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom, Forensic Science Service, T. Ct., 2960 S. Pkwy., B. Bus. Pk., Birmingham B37 7YN, United Kingdom; Jickells, S.M., Department of Forensic Science and Drug Monitoring, School of Biomedical and Health Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom, Department of Chemistry, Imperial College London, South Kensington Campus, London, United Kingdom",,"Latent fingerprints; Oxidation products; Print deposition; High pressure liquid chromatography; Hydrogen peroxide; Mass spectrometry; Olefins; Solutions; Ultraviolet radiation; Photooxidation; oxidizing agent; rose bengal; squalene; squalene derivative; article; electrospray mass spectrometry; finger dermatoglyphics; forensic medicine; high performance liquid chromatography; lipid analysis; lipid oxidation; liquid chromatography; mass spectrometry; Chromatography, High Pressure Liquid; Dermatoglyphics; Humans; Mass Spectrometry; Oxidation-Reduction; Rose Bengal; Sensitivity and Specificity; Solutions; Squalene","Jickells, S.M.; Department of Chemistry, Imperial College London, South Kensington Campus, London, United Kingdom; email: sue.jickells@kcl.ac.uk",Article,Final,,Scopus,2-s2.0-34247127435,,IFSMS 2007,Fingermark Composition,Fingermarks
"Richmond-Aylor A., Bell S., Callery P., Morris K.",15923981100;55423348700;7006332740;16744366700;,Thermal degradation analysis of amino acids in fingerprint residue by pyrolysis GC-MS to develop new latent fingerprint developing reagents,2007,Journal of Forensic Sciences,52,2,,380,382,,30,10.1111/j.1556-4029.2007.00384.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847093010&doi=10.1111%2fj.1556-4029.2007.00384.x&partnerID=40&md5=a9aad63c1c4ccb1c7007d352d0611a22,"C. Eugene Bennett Department of Chemistry, West Virginia University, 217 Clark Hall, Morgantown, WV 26506-6045, United States","Richmond-Aylor, A., C. Eugene Bennett Department of Chemistry, West Virginia University, 217 Clark Hall, Morgantown, WV 26506-6045, United States; Bell, S., C. Eugene Bennett Department of Chemistry, West Virginia University, 217 Clark Hall, Morgantown, WV 26506-6045, United States; Callery, P., C. Eugene Bennett Department of Chemistry, West Virginia University, 217 Clark Hall, Morgantown, WV 26506-6045, United States; Morris, K., C. Eugene Bennett Department of Chemistry, West Virginia University, 217 Clark Hall, Morgantown, WV 26506-6045, United States",Amino acids; Criminalistics; Fingerprint residue; Forensic science; Gas chromatography/mass spectrometry; Latent fingerprints; Pyrolysis,"3,6 dimethylpiperazine 2,5 dione; alanine derivative; amino acid; indicator; ion; maleic anhydride; maleimide; reagent; unclassified drug; conference paper; decomposition; degradation kinetics; finger dermatoglyphics; heat; mass spectrometry; priority journal; pyrolysis; residue analysis; temperature; thermal analysis; Dermatoglyphics; Gas Chromatography-Mass Spectrometry; Heat; Humans; Indicators and Reagents; Maleic Anhydrides; Maleimides; Piperazines","Richmond-Aylor, A.; C. Eugene Bennett Department of Chemistry, West Virginia University, 217 Clark Hall, Morgantown, WV 26506-6045, United States; email: amyaylor@gmail.com",Conference Paper,Final,,Scopus,2-s2.0-33847093010,,IFSMS 2007,Fingermark Composition,Fingermarks
"Yu P.-H., Wallace M.M.",35075477200;7401942740;,"Effect of 1,2-indanedione on PCR-STR typing of fingerprints deposited on thermal and carbonless paper",2007,Forensic Science International,168,02-Mar,,112,118,,18,10.1016/j.forsciint.2006.06.071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247261544&doi=10.1016%2fj.forsciint.2006.06.071&partnerID=40&md5=5373a404bf5fe5d6aceab72776a372e7,"Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY, United States","Yu, P.-H., Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY, United States; Wallace, M.M., Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY, United States","1,2-Indanedione; Fingerprints; Forensic science; Low copy number DNA; PCR typing; STR","indan 1,2 dione; indan derivative; unclassified drug; allele; article; controlled study; DNA determination; DNA extraction; DNA fingerprinting; electrophoresis; gene amplification; human; human experiment; polymerase chain reaction; priority journal; Alleles; Dermatoglyphics; DNA Fingerprinting; Humans; Indans; Paper; Polymerase Chain Reaction; Surface Properties","Wallace, M.M.; Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY, United States; email: dnadoc@aol.com",Article,Final,,Scopus,2-s2.0-34247261544,,IFSMS 2007,Fingermark Composition,Fingermarks
"Crane N.J., Bartick E.G., Perlman R.S., Huffman S.",7003772752;6603722593;15754126300;7005937507;,Infrared spectroscopic imaging for noninvasive detection of latent fingerprints,2007,Journal of Forensic Sciences,52,1,,48,53,,119,10.1111/j.1556-4029.2006.00330.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845876616&doi=10.1111%2fj.1556-4029.2006.00330.x&partnerID=40&md5=e053e2354b2f41d08aa70a0c60995e8e,"Oak Ridge Institute for Science Education, FBI Laboratory, FBI Academy, Quantico, VA 22135, United States; FBI Laboratory, Counterterrorism and Forensic Science Research Unit, FBI Academy, Quantico, VA 22135, United States; Laboratory of Chemical Physics, NIDDK, National Institutes of Health, Bethesda, MD 20892-0520, United States; Department of Chemistry and Physics, Western Carolina University, Cullowhee, NC 28723, United States; Department of Chemistry and Biochemistry, Suffolk University, 41 Temple Street, Boston, MA 02114, United States","Crane, N.J., Oak Ridge Institute for Science Education, FBI Laboratory, FBI Academy, Quantico, VA 22135, United States, Laboratory of Chemical Physics, NIDDK, National Institutes of Health, Bethesda, MD 20892-0520, United States; Bartick, E.G., FBI Laboratory, Counterterrorism and Forensic Science Research Unit, FBI Academy, Quantico, VA 22135, United States, Department of Chemistry and Biochemistry, Suffolk University, 41 Temple Street, Boston, MA 02114, United States; Perlman, R.S., FBI Laboratory, Counterterrorism and Forensic Science Research Unit, FBI Academy, Quantico, VA 22135, United States; Huffman, S., Laboratory of Chemical Physics, NIDDK, National Institutes of Health, Bethesda, MD 20892-0520, United States, Department of Chemistry and Physics, Western Carolina University, Cullowhee, NC 28723, United States",Forensic science; FTIR; Latent fingerprints; Spectroscopic imaging; Trace evidence,"article; finger dermatoglyphics; information processing; infrared spectroscopy; porosity; principal component analysis; priority journal; Dermatoglyphics; Humans; Image Processing, Computer-Assisted; Porosity; Principal Component Analysis; Spectroscopy, Fourier Transform Infrared; Surface Properties","Bartick, E.G.; Department of Chemistry and Biochemistry, Suffolk University, 41 Temple Street, Boston, MA 02114, United States; email: ebartick@suffolk.edu",Article,Final,,Scopus,2-s2.0-33845876616,,IFSMS 2007,Fingermark Composition,Fingermarks
"Ricci C., Phiriyavityopas P., Curum N., Chan K.L.A., Jickells S.M., Kazarian S.G.",57191581925;16314477700;16311788300;25622512400;6603719845;7005510823;,Chemical imaging of latent fingerprint residues,2007,Applied Spectroscopy,61,5,,514,522,,84,10.1366/000370207780807849,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248659686&doi=10.1366%2f000370207780807849&partnerID=40&md5=22ab94488d9ecdb65702b7ce2022db66,"Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; School of Biomedical and Health Sciences, King's College London, Franklin-Wilkin's Building, 150 Stamford Street, London SEI 9NH, United Kingdom","Ricci, C., Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; Phiriyavityopas, P., Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; Curum, N., Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; Chan, K.L.A., Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; Jickells, S., School of Biomedical and Health Sciences, King's College London, Franklin-Wilkin's Building, 150 Stamford Street, London SEI 9NH, United Kingdom; Kazarian, S.G., Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom",Aging; ATR-FT-IR spectroscopy; Attenuated total reflection; Chemical imaging; Fingerprints; Forensic science; Fourier transform infrared spectroscopy; Infrared; Multivariate analysis,"Amino acids; Imaging techniques; In situ processing; Lipids; Pattern recognition; Thermal effects; ATR-FT-IR spectroscopy; Attenuated total reflection; Chemical imaging; Fingerprints; Forensic science; Multivariate analysis; Fourier transform infrared spectroscopy; adult; article; chemistry; dermatoglyphics; female; finger; human; infrared spectroscopy; male; methodology; skin; sweat; Adult; Dermatoglyphics; Female; Fingers; Humans; Male; Skin; Spectroscopy, Fourier Transform Infrared; Sweat","Kazarian, S.G.; Department of Chemical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; email: s.kazarian@imperial.ac.uk",Article,Final,,Scopus,2-s2.0-34248659686,,IFSMS 2007,Fingermark Composition,Fingermarks
"Bazin A.I., Mansfield T.",57213951263;15765630900;,An investigation of minutiae template interoperability,2007,2007 IEEE Workshop on Automatic Identification Advanced Technologies - Proceedings,,,4263206,13,18,,4,10.1109/AUTOID.2007.380585,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748862586&doi=10.1109%2fAUTOID.2007.380585&partnerID=40&md5=301c0a703b012ad6e4a2059e3c78fd29,"National Physical Laboratory, Teddington, TW11 0LW, United Kingdom","Bazin, A.I., National Physical Laboratory, Teddington, TW11 0LW, United Kingdom; Mansfield, T., National Physical Laboratory, Teddington, TW11 0LW, United Kingdom",,Biometrics; Computer software; Database systems; Matching software; Performance based metrics; Template generation; Interoperability,"Bazin, A.I.; National Physical Laboratory, Teddington, TW11 0LW, United Kingdom; email: alex.bazin@npl.co.uk",Conference Paper,Final,,Scopus,2-s2.0-34748862586,,IFSMS 2010,Fingermark Composition,Fingermarks
"Liang X., Bishnu A., Asano T.",12243088300;56046232500;7402943895;,A robust fingerprint indexing scheme using minutia neighborhood structure and low-order delaunay triangles,2007,IEEE Transactions on Information Forensics and Security,2,4,,721,733,,85,10.1109/TIFS.2007.910242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348950366&doi=10.1109%2fTIFS.2007.910242&partnerID=40&md5=2c94beafef40b953a1e93a8fea36e5f7,"Ubiquitous Functions Research Group (UFRG), Intelligent Systems Research Institute (ISRI), National Institute of Advanced Industrial Science and Technology, Ibaraki, 305-8568, Japan; Computer Science and Engineering Department, Indian Institute of Technology, Kharagpur, 721302, India; Japan Advanced Institute of Science and Technology, Ishikawa, 923-1292, Japan","Liang, X., Ubiquitous Functions Research Group (UFRG), Intelligent Systems Research Institute (ISRI), National Institute of Advanced Industrial Science and Technology, Ibaraki, 305-8568, Japan; Bishnu, A., Computer Science and Engineering Department, Indian Institute of Technology, Kharagpur, 721302, India; Asano, T., Japan Advanced Institute of Science and Technology, Ishikawa, 923-1292, Japan",Fingerprint distortion; Fingerprint indexing; Low-order Delaunay triangle; Minutia detail; Order k-Delaunay triangulation; Triplet,Algorithms; Data processing; Database systems; Identification (control systems); Robust control; Automatic fingerprint identification systems (AFIS); Fingerprint indexing; Triangulation algorithm; Pattern recognition,"Liang, X.; Ubiquitous Functions Research Group (UFRG), Intelligent Systems Research Institute (ISRI), National Institute of Advanced Industrial Science and Technology, Ibaraki, 305-8568, Japan; email: liangxuef@gmail.com",Article,Final,,Scopus,2-s2.0-36348950366,,IFSMS 2010,Fingermark Composition,Fingermarks
"Liu M., Jiang X., Chichung Kot A.",8611675100;16178527100;35588578100;,Efficient fingerprint search based on database clustering,2007,Pattern Recognition,40,6,,1793,1803,,62,10.1016/j.patcog.2006.11.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947118095&doi=10.1016%2fj.patcog.2006.11.007&partnerID=40&md5=a0f6812a7e5da4d9369048e67f2b66e8,"EEE, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639798, Singapore","Liu, M., EEE, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639798, Singapore; Jiang, X., EEE, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639798, Singapore; Chichung Kot, A., EEE, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639798, Singapore",Biometrics; Fingerprint classification; Fingerprint identification; Fingerprint search; Orientation field,Database systems; Electronic document identification systems; Feature extraction; Hierarchical systems; Information retrieval; Query processing; Fingerprint classification; Fingerprint identification; Fingerprint search; Orientation fields; Pattern matching,"Jiang, X.; EEE, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639798, Singapore; email: exdjiang@ntu.edu.sg",Article,Final,,Scopus,2-s2.0-33947118095,,IFSMS 2010,Fingermark Composition,Fingermarks
"Davis C.J., Hufnagel E.M.",36984826400;6505877250;,Through the eyes of experts: A socio-cognitive perspective on the automation of fingerprint work,2007,MIS Quarterly: Management Information Systems,31,4,,681,703,,40,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549124048&partnerID=40&md5=468f703d7175e5ff5439a61e2a19ee1c,"College of Business, University of South Florida, Saint Petersburg, 140 7th Avenue South, COB 348, Saint Petersburg, FL 33701-5016, United States","Davis, C.J., College of Business, University of South Florida, Saint Petersburg, 140 7th Avenue South, COB 348, Saint Petersburg, FL 33701-5016, United States; Hufnagel, E.M., College of Business, University of South Florida, Saint Petersburg, 140 7th Avenue South, COB 348, Saint Petersburg, FL 33701-5016, United States",Job characteristics theory; Personal construct theory; Repertory grid; Technicians; Technological frames; Work redesign,Automation; Cognitive systems; Information technology; User interfaces; Fingerprint technicians; Job characteristics theory; Personal construct theory; Repertory grid; System developers; Management information systems,"Davis, C.J.; College of Business, University of South Florida, Saint Petersburg, 140 7th Avenue South, COB 348, Saint Petersburg, FL 33701-5016, United States; email: davisc@stpt.usf.edu",Article,Final,,Scopus,2-s2.0-38549124048,,IFSMS 2010,Fingermark Composition,Fingermarks
"Allinson N.M., Sivarajah J., Gledhill I., Carling M., Allinson L.J.",24521258200;6507920407;57193916808;19933315100;6506381683;,Robust wireless transmission of compressed latent fingerprint images,2007,IEEE Transactions on Information Forensics and Security,2,3,,331,340,,7,10.1109/TIFS.2007.902684,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548159543&doi=10.1109%2fTIFS.2007.902684&partnerID=40&md5=5f49f076d85885d08729f5e7840f9096,"IEEE; Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield S1 3JD, United Kingdom; Lincolnshire Police, Lincoln, LN5 7PH, United Kingdom; Department of Psychology, University of Lincoln, Lincoln LN6 7TS, United Kingdom","Allinson, N.M., IEEE, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield S1 3JD, United Kingdom; Sivarajah, J., Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield S1 3JD, United Kingdom; Gledhill, I., Lincolnshire Police, Lincoln, LN5 7PH, United Kingdom; Carling, M., Lincolnshire Police, Lincoln, LN5 7PH, United Kingdom; Allinson, L.J., Department of Psychology, University of Lincoln, Lincoln LN6 7TS, United Kingdom",Fingerprint identification; Forensic techniques; Image coding; Wireless networks,Bandwidth; Communication; Image coding; Image compression; Robust control; Security of data; Wave transmission; Automatic fingerprint identification system (AFIS); Crime scenes; Fingerprint images; Forensic techniques; Latent images; Wireless networks,"Allinson, N.M.; Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield S1 3JD, United Kingdom; email: n.allinson@sheffield.ac.uk",Article,Final,,Scopus,2-s2.0-34548159543,,IFSMS 2010,Fingermark Composition,Fingermarks
"Babb B., Moore F.",19638291900;8965057400;,The best fingerprint compression standard yet,2007,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",,,4414224,2911,2916,,26,10.1109/ICSMC.2007.4414224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949097286&doi=10.1109%2fICSMC.2007.4414224&partnerID=40&md5=7aab1974ab90368d8c77b61b232dce07,"IEEE; University of Alaska Anchorage, 3211 Providence Dr., Anchorage, AK 99508, United States; Department of Mathematical Sciences, University of Alaska Anchorage, Anchorage, AK 99508, United States","Babb, B., University of Alaska Anchorage, 3211 Providence Dr., Anchorage, AK 99508, United States; Moore, F., IEEE, Department of Mathematical Sciences, University of Alaska Anchorage, Anchorage, AK 99508, United States",,Genetic algorithms; Image compression; Image reconstruction; Optimization; Wavelet transforms; Fingerprint compression; Scaling numbers; Feature extraction,"Babb, B.; University of Alaska Anchorage, 3211 Providence Dr., Anchorage, AK 99508, United States; email: brendanbabb@gmail.com",Conference Paper,Final,,Scopus,2-s2.0-40949097286,,IFSMS 2010,Fingermark Composition,Fingermarks
"Babb B., Moore F., Peterson M.",,Evolved transforms beat the fbi wavelet for improved fingerprint compression and reconstruction,2007,Proceedings of the 6th WSEAS International Conference on Signal Processing,,,,,,,1,,,,"Babb, B.; Moore, F.; Peterson, M.",,,,Conference,Final,,Scopus,2-s2.0-79960496774,,IFSMS 2010,Fingermark Composition,Fingermarks
