"raw.x","raw.y","pass"
"VOLATILE ORGANIC COMPOUNDS","VOLATILE ORGANIC COMPOUNDS","Duplicate"
"VOLATILE ORGANIC COMPOUNDS","VOLATILE ORGANIC COMPOUNDS","Duplicate"
"VOLATILE ORGANIC COMPOUNDS","VOLATILE ORGANIC COMPOUNDS","Duplicate"
"Y CHROMOSOME","Y CHROMOSOME","Duplicate"
"Y CHROMOSOME","Y CHROMOSOME","Duplicate"
"Y CHROMOSOME","Y CHROMOSOME","Duplicate"
" 5 4   HAND GUN ","\5.4\ HAND GUN","Partial"
"1 8 DIAZAFLOREN 9 ONE ALANINE","1,8-DIAZAFLUOREN-9-ONE ALANINE(DFO-ALANINE)","Partial"
"AB INITIO CALCULATIONS","AB INITIO CALCULATION","Partial"
"ALKALOID BIOSYNTHESI","ALKALOID BIOSYNTHESIS","Partial"
"ARYLCYCLOHEXYLAMINES","ARYLCYCLOHEXYLAMINE","Partial"
"BACTERIA  ANAEROBIC","BACTERIAL DNA","Partial"
"ANTIOXIDANT ACTIVITY","BIOLOGICAL ACTIVITY","Partial"
"BOTANICAL DIETARY SUPPLEMENT","BOTANICAL DIETARY SUPPLEMENTS (BDS)","Partial"
"BOX BENHKEN DESIGN","BOX-BEHNKEN DESIGN","Partial"
"CAPACITIVELY COUPLED CONTACTLESS CONDUCTIVITY DETECTION","CAPACITIVELY COUPLED CONTACTLESS CONDUCTIVITY DETECTION (C4D)","Partial"
"DRUNK DRIVING DETECTION","CAPACITIVELY COUPLED CONTACTLESS CONDUCTIVITY DETECTION (C4D)","Partial"
"CARBON MONOXIDE  CO ","CARBON MONOXIDE","Partial"
"CARBOXYHEMOGLOBIN  COHB ","CARBOXYHEMOGLOBIN","Partial"
"CHARACTERISATION  NMR  FTIR ","CHARACTERISATION (NMR, FT-IR)","Partial"
"BLOOD CHEMICAL ANALYSIS","CHEMICAL ANALYSIS","Partial"
"CHEMISTRY  ANALYTIC","CHEMICAL ANALYSIS","Partial"
"CHEMICALLY MODIFIED ELECTRODES","CHEMICALLY MODIFIED ELECTRODE","Partial"
"CHIRAL RECOGNITION MECHANISMS","CHIRAL RECOGNITION MECHANISM","Partial"
"CHLORPHENIRAMINE MALEATE","CHLORPHENIRAMINE MALEATE (CPM)","Partial"
"CIS  CINNAMOYLCOCAINE","CIS-CINNAMOYLCOCAINE","Partial"
"CLANDESTINE SYNTHESISES","CLANDESTINE SYNTHESIS","Partial"
"SOIL MICROENVIRONMENT","CLOUD ENVIRONMENT","Partial"
"COLOURIMETRIC DETECTION","COLORIMETRIC DETECTION","Partial"
"PIGMENTS   SELECTION","COLORIMETRIC DETECTION","Partial"
"COMPRESSIVE STRENGHT","COMPRESSIVE STRENGTH","Partial"
"ANTIOXIDANT ACTIVITIES","CRIMINAL ACTIVITIES","Partial"
"DEFINED DAILY DOSE","DEFINED DAILY DOSE (DDD)","Partial"
"δ9 TETRAHYDROCANNABINOL  δ9 THC ","DELTA-9-TETRAHYDROCANNABINOL (D-9-THC)","Partial"
"DIASTEREOISOMERIC SALTS","DIASTEREOISOMERIC SALT","Partial"
"DIELECTRIC BARRIER DISCHARGE","DIELECTRIC-BARRIER DISCHARGE","Partial"
"DIGITAL FORENSIC READINESS  DFR ","DIGITAL FORENSIC READINESS","Partial"
"DIP PEN LITHOGRAPHY","DIP-PEN LITHOGRAPHY","Partial"
"POLICE ENFORCEMENT","DIPOLE MOMENT","Partial"
"DISINFECTION BYPRODUCTS","DISINFECTION BY-PRODUCTS","Partial"
"DISPERSIVE LIQUID LIQUID MICROEXTRACTION","DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (DLLME)","Partial"
"DISTANCE BASED   PAD","DISTANCE-BASED PAD","Partial"
"DRUG RELATED DEATHS","DRUG-RELATED DEATH","Partial"
"ALCOHOL BLOOD LEVEL","DRUG BLOOD LEVEL","Partial"
"DRUG BLOOD LEVELS","DRUG BLOOD LEVEL","Partial"
"AOD USE AND DRIVING","DRUNKEN DRIVING","Partial"
"DRINKING AND DRIVING","DRUNKEN DRIVING","Partial"
"EFFECTIVE CARBON NUMBER","EFFECTIVE CARBON NUMBER (ECN)","Partial"
"ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY","ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY (EIS)","Partial"
"ELECTROCHEMILUMINESCENCE","ELECTROCHEMILUMINESCENCE (ECL)","Partial"
"EVALUATION OF EVIDENCE","ELECTRONIC EVIDENCE","Partial"
"ELEVATED TEMPERATURES","ELEVATED TEMPERATURE","Partial"
"EMERGENCY MEDICAL SERVICES","EMERGENCY HEALTH SERVICE","Partial"
"ENDOCRINE DISRUPTING COMPOUNDS","ENDOCRINE DISRUPTING COMPOUNDS (EDCS)","Partial"
"ENZYME LINKED IMMUNOSORBENT ASSAY","ENZYME-LINKED IMMUNOSORBENT ASSAY (ELISA)","Partial"
"EXPRESSED SEQUENCE TAGS","EXPRESSED SEQUENCE TAG","Partial"
"FIBER END APPEARANCE","FIBRE-END APPEARANCE","Partial"
"FIBER MELTING TRACES","FIBRE-MELTING TRACES","Partial"
"FIBER SOLID PHASE MICROEXTRACTION  HF SPME ","FIBRE-SOLID PHASE MICROEXTRACTION (HF-SPME)","Partial"
"IMAGE ANALYSIS TECHNIQUES","FIBRE ANALYSIS TECHNIQUES","Partial"
"FIBER ANALYSIS TECHNIQUES","FIBRE ANALYSIS TECHNIQUES","Partial"
"MINUTIAE FEATURES","FIBRE FRACTURES","Partial"
"FIBER MATERIAL EVIDENCE","FIBRE MATERIAL EVIDENCE","Partial"
"FIBER REINFORCED MATERIALS","FIBRE REINFORCED MATERIALS","Partial"
"FIBER  ACRYLIC BICOMPONENT","FIBRE: ACRYLIC BICOMPONENT","Partial"
"FIBRES  TRANSFER AND DISPERSAL","FIBRE: TRANSFER AND DISPERSAL","Partial"
"FIRE DEBRIS ANALYSIS  FDA ","FIRE DEBRIS ANALYSIS","Partial"
"FLUORESCENCE RESONANCE ENERGY TRANSFER","FLUORESCENCE RESONANCE ENERGY TRANSFER (FRET)","Partial"
"X RAY FLUORESCENCE SPECTROSCOPY","FLUORESCENCE SPECTROSCOPY","Partial"
"X RAY FLUORESCENCE SPECTROSCOPY","FLUORESCENCE SPECTROSCOPY","Partial"
"FORENSIC IDENTIFICATION SCIENCE","FORENSIC IDENTIFICATION","Partial"
"FUNCTIONALIZED CARBON NANOTUBES","FUNCTIONALIZED CARBON NANOTUBE","Partial"
"GAMMA BUTYROLACTONE","GAMMA-BUTYROLACTONE (GBL)","Partial"
"METHOD DEVELOPMENT","GROWTH, DEVELOPMENT AND AGING","Partial"
"HANDWRITTEN DOCUMENTS","HANDWRITTEN DOCUMENT","Partial"
"HIERARCHICAL CLUSTERING ANALYSIS","HIERARCHICAL CLUSTERING ANALYSIS (HCA)","Partial"
"HYDROPHILIC INTERACTION LIQUID CHROMATOGRAPHY","HYDROPHILIC INTERACTION LIQUID CHROMATOGRAPHY (HILIC)","Partial"
"ILLEGAL ADULTERANTS","ILLEGAL ADULTERANT","Partial"
"IMMUNOAFFINITY COLUMNS","IMMUNOAFFINITY COLUMN (IAC)","Partial"
"INFORMATION TECHNOLOGY  IT ","INFORMATION TECHNOLOGY","Partial"
"INFRASTRUCTURE AS A SERVICE","INFRASTRUCTURE AS A SERVICE (IAAS)","Partial"
"INTERNET PROTOCOL  UP ","INTERNET PROTOCOLS","Partial"
"   KENDALL RANK CORRELATION COEFFICIENTS","KENDALL RANK CORRELATION COEFFICIENTS","Partial"
"LASER INDUCED FLUORESCENCE","LASER-INDUCED FLUORESCENCE (LIF)","Partial"
"CHEMOMETRIC MODELING","MATHEMATICAL MODELLING","Partial"
"ANALYTICAL PROCEDURES","MECHANICAL PROPERTIES","Partial"
"ANTIOXIDANT PROPERTIES","MECHANICAL PROPERTIES","Partial"
"METHADONE MAINTENANCE TREATMENT","METHADONE MAINTENANCE TREATMENT (MMT)","Partial"
"ELECTROPHORESIS  CAPILLARY","MICELLAR ELECTROKINETIC CAPILLARY CHROMATOGRAPHY","Partial"
"ELECTROPHORESIS  CAPILLARY","MICELLAR ELECTROKINETIC CAPILLARY CHROMATOGRAPHY","Partial"
"MICROFLUIDIC DEVICES","MICROFLUIDIC DEVICE","Partial"
"MICROWAVE ASSISTED EXTRACTION","MICROWAVE-ASSISTED EXTRACTION (MAE)","Partial"
"MODELS  EDUCATIONAL","MIXED-MODE STATIONARY PHASE","Partial"
"MOBILE PHASE COMPOSITION","MOBILE-PHASE COMPOSITION","Partial"
"MONOAMINE OXIDASE INHIBITORS","MONOAMINE OXIDASE INHIBITOR","Partial"
"MULTIVARIATE STATISTICAL METHODS","MULTIVARIATE STATISTICAL ANALYSIS","Partial"
"MULTIVARIATE STATISTICAL METHOD","MULTIVARIATE STATISTICAL ANALYSIS","Partial"
"MULTIVARIATE STATISTICAL METHODS","MULTIVARIATE STATISTICAL ANALYSIS","Partial"
"NEEDLE EXCHANGE PROGRAMS","NEEDLE-EXCHANGE PROGRAMMES","Partial"
"PETROLEUM DISTILLATES","PETROLEUM DERIVATIVE","Partial"
"PHARMACEUTICALS AND PERSONAL CARE PRODUCTS","PHARMACEUTICALS AND PERSONAL CARE PRODUCTS (PPCPS)","Partial"
"PHENYLETHYLAMINE ALKALOIDS","PHENYLALKYLAMINE ALKALOID","Partial"
"RAMAN CHARACTERISTICS","PHYSICAL CHARACTERISTIC","Partial"
"PHYSICAL CHARACTERISTICS","PHYSICAL CHARACTERISTIC","Partial"
"POLYCLONAL ANTIBODIES","POLYCLONAL ANTIBODY","Partial"
"POLYMERIC SURFACTANTS","POLYMERIC SURFACTANT","Partial"
"POLYSACCHARIDE STATIONARY PHASES","POLYSACCHARIDE STATIONARY PHASE","Partial"
"POST MORTEM INTERVALS","POST MORTEM INTERVAL (PMI)","Partial"
"PRESCRIPTION OPIOID ANALGESICS","PRESCRIPTION OPIOID ANALGESIC","Partial"
"NEW PSYCHOTROPIC SUBSTANCE  NPS ","PSYCHOTROPIC SUBSTANCES (PSS)","Partial"
"PYRAZOLE CARBOXAMIDE DERIVATIVES","PYRAZOLE-CARBOXAMIDE DERIVATIVE","Partial"
"PYROTECHNIC REACTION RESIDUES","PYROTECHNIC REACTION RESIDUE","Partial"
"PYRROLIDINOPHENONES","PYRROLIDINOPHENONE","Partial"
"QUESTIONED DOCUMENTS EXAMINATION","QUESTIONED DOCUMENT EXAMINATION","Partial"
"RANK CORRELATION COEFFICIENTS  R SPEARMAN AND    KENDALL","RANK CORRELATION COEFFICIENTS: R-SPEARMAN AND ??-KENDALL","Partial"
"RATIO SPECTRA DERIVATIVE SPECTROPHOTOMETRY","RATIO-SPECTRA DERIVATIVE SPECTROPHOTOMETRY","Partial"
"REACTION BAND LENGTH   PAD","REACTION BAND-LENGTH PAD","Partial"
"RECREATIONAL MARIJUANA","RECREATIONAL DRUG","Partial"
"TRACE EVIDENCE MATERIALS","REFERENCE MATERIAL","Partial"
"RETROSPECTIVE STUDIES","RETROSPECTIVE STUDY","Partial"
"MICROSCOPY  CONFOCAL","SCANNING ACOUSTIC MICROSCOPY (SAM)","Partial"
"SENSITIVE INFORMATION","SENSITIVE INFORMATIONS","Partial"
"SPECTRUM ANALYSIS  RAMAN","SPECTRUM ANALYSIS","Partial"
"SPECTRUM ANALYSIS  RAMAN","SPECTRUM ANALYSIS","Partial"
"SPONTANEOUS COMBUSTIONS","SPONTANEOUS COMBUSTION","Partial"
"STARTER   S PISTOL","STARTER PISTOL","Partial"
"STATIC HEAD SPACE GAS CHROMATOGRAPHY","STATIC HEADSPACE-GAS CHROMATOGRAPHY","Partial"
"SULFATED CYCLODEXTRINS","SULFATED CYCLODEXTRIN","Partial"
"SURFACE ENHANCED RAMAN SPECTROMETRY","SURFACE-ENHANCED RAMAN SPECTROSCOPY (SERS)","Partial"
"SURFACE ENHANCED RAMAN SCATTERING","SURFACE-ENHANCED RAMAN SPECTROSCOPY (SERS)","Partial"
"SURFACE PLASMON RESONANCE","SURFACE PLASMON RESONANCE (SPR)","Partial"
"TABLET DOSAGE FORMS","TABLET DOSAGE FORM","Partial"
"TEXTILVER  NDERUNGEN  PULVERGASE","TEXTILVER NDERUNGEN, PULVERGASE","Partial"
"CHINESE TRADITIONAL MEDICINE","TRADITIONAL MEDICINE","Partial"
"TRANSDERMAL FENTANYL","TRANSDERMAL FENTANYL PATCH","Partial"
"TRANSDERMAL FENTANYL PATCHES","TRANSDERMAL FENTANYL PATCH","Partial"
"TRANSITION EDGE SENSORS","TRANSITION-EDGE SENSOR","Partial"
"TRIFLUOROMETHYLPHENYLPIPERAZINE","TRIFLUOROMETHYLPHENYLPIPERAZINE (TFMPP)","Partial"
"ULTRA PERFORMANCE LIQUID CHROMATOGRAPHY  UPLC  MS","ULTRA PERFORMANCE LIQUID CHROMATOGRAPHY MASS SPECTROMETRY (UPLC-MS)","Partial"
"ULTRASOUND ASSISTED EXTRACTION","ULTRASOUND-ASSISTED EXTRACTION","Partial"
"WASTEWATER TREATMENT PLANTS","WASTEWATER TREATMENT PLANT","Partial"
"WATER POLLUTION  CHEMICAL","WATER POLLUTANTS, CHEMICAL","Partial"
"WEIGHT LOSS COMPOUNDS","WEIGHT LOSS COMPOUND","Partial"
"ENERGY DISPERSIVE X RAY FLUORESCENCE SPECTROMETRY","X-RAY ENERGY DISPERSIVEFLUORESCENCE SPECTROMETRY","Partial"
"MICROSCOPY  FLUORESCENCE","X-RAY MICROFLUORESCENCE SPECTROMETRY (MICRO-XRF)","Partial"
