"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Falih M.D., Satrya G.B.","57216273872;55547629700;","Radio Cellular Forensics Analysis: Where is the Adversary?",2019,"Proceedings of the 2019 IEEE International Conference on Signal and Image Processing Applications, ICSIPA 2019","","","8977780","208","213",NA,NA,"10.1109/ICSIPA45851.2019.8977780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084750992&doi=10.1109%2fICSIPA45851.2019.8977780&partnerID=40&md5=ab993cfc5a716d3fa6f148656230d1f9","School of Applied Science, Telkom University, Indonesia","Falih, M.D., School of Applied Science, Telkom University, Indonesia; Satrya, G.B., School of Applied Science, Telkom University, Indonesia","adversary; Cellular forensics; cybercrime; digital evidence; location","Computer crime; Digital forensics; Cybercrime; Digital evidence; Forensics analysis; Forensics investigators; Mobile cellular communications; Novel methodology; Image processing","Satrya, G.B.; School of Applied Science, Telkom UniversityIndonesia; email: gbs@telkomuniversity.ac.id","Conference Paper","Final","","Scopus","2-s2.0-85084750992","Digital Evidence","Digital Evidence"
"Aslam A., Maher S.M., Kanwal L., Shah M.A.","57212036820;57212033751;57193611640;36816311600;","An aspect of internet of things security: Analysis of digital fingerprinting of generic twitter sessions by using forensic tool",2019,"ICAC 2019 - 2019 25th IEEE International Conference on Automation and Computing","","","8895172","","",NA,NA,"10.23919/IConAC.2019.8895172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075780988&doi=10.23919%2fIConAC.2019.8895172&partnerID=40&md5=4c5df5915cedffc38bab53ea04edd792","COMSATS University, Dept. of Computer Science, Islamabad, Pakistan","Aslam, A., COMSATS University, Dept. of Computer Science, Islamabad, Pakistan; Maher, S.M., COMSATS University, Dept. of Computer Science, Islamabad, Pakistan; Kanwal, L., COMSATS University, Dept. of Computer Science, Islamabad, Pakistan; Shah, M.A., COMSATS University, Dept. of Computer Science, Islamabad, Pakistan","Component; Cyber security; Direct message; Forensic tools; Instant message; Internet of Things; twitter","Computer crime; Digital forensics; Personal computers; Security of data; Smartphones; Social networking (online); Windows operating system; Component; Cyber security; Direct message; Forensic tools; Instant messages; twitter; Internet of things","","Conference Paper","Final","","Scopus","2-s2.0-85075780988","Digital Evidence","Digital Evidence"
"Tart M., Pope S., Baldwin D., Bird R.","54880753500;7102696741;57209369051;21742283500;","Cell site analysis: Roles and interpretation",2019,"Science and Justice","59","5","","558","564",NA,2,"10.1016/j.scijus.2019.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067549367&doi=10.1016%2fj.scijus.2019.06.005&partnerID=40&md5=1c3c180dac64aa27f06c80ebdfd29f75","CCL Forensics Ltd., United Kingdom; Principal Forensic Services, United Kingdom; Coventry University, United Kingdom","Tart, M., CCL Forensics Ltd., United Kingdom; Pope, S., Principal Forensic Services, United Kingdom; Baldwin, D., CCL Forensics Ltd., United Kingdom; Bird, R., Coventry University, United Kingdom","Cellsite analysis; Digital forensics; Forensic interpretation","art; Article; cell site analysis; court; criminal behavior; criminal justice; engineering; expert witness; forensic science; human; information technology; law enforcement; legal evidence; science; telecommunication; cell phone use; data analysis; forensic science; information processing; legislation and jurisprudence; nomenclature; professional standard; Cell Phone Use; Data Analysis; Expert Testimony; Forensic Sciences; Humans; Professional Role; Records; Terminology as Topic","Tart, M.94 Westwood Road, United Kingdom; email: matthew.tart@cclgoupltd.com","Article","Final","","Scopus","2-s2.0-85067549367","Digital Evidence","Digital Evidence"
"Becirovic S., Mrdovic S.","57212083865;26422368300;","Manual IoT forensics of a samsung gear S3 frontier smartwatch",2019,"2019 27th International Conference on Software, Telecommunications and Computer Networks, SoftCOM 2019","","","8903845","","",NA,1,"10.23919/SOFTCOM.2019.8903845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075855444&doi=10.23919%2fSOFTCOM.2019.8903845&partnerID=40&md5=387f6260cd1d8570f0cd7546209b35f1","Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina","Becirovic, S., Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina; Mrdovic, S., Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina","Digital forensics; Internet of Things; IoT forensics; Samsung Gear S3 Frontier; Security; Smartwatch forensics","Digital devices; Digital forensics; Wearable computers; Forensic analysis; Forensic investigation; Internet of Things (IOT); IoT forensics; Primary contribution; Samsung; Security; Smartwatch forensics; Internet of things","","Conference Paper","Final","","Scopus","2-s2.0-85075855444","Digital Evidence","Digital Evidence"
"Barradas D., Brito T., Duarte D., Santos N., Rodrigues L.","57195640133;57191872549;57195637397;7103339720;7202076155;","Forensic analysis of communication records of messaging applications from physical memory",2019,"Computers and Security","86","","","484","497",NA,NA,"10.1016/j.cose.2018.08.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055250924&doi=10.1016%2fj.cose.2018.08.013&partnerID=40&md5=07ddfc8ebe952b2488596c485ef1909a","INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal","Barradas, D., INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal; Brito, T., INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal; Duarte, D., INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal; Santos, N., INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal; Rodrigues, L., INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal","Digital forensics; Instant-messaging; Memory forensics; Mobile applications; Web-applications","Digital forensics; Digital storage; Electronic mail; Message passing; Communication records; Digital investigators; Instant messaging; Memory forensics; Messaging applications; Mobile applications; WEB application; Web-based applications; Computer forensics","Barradas, D.; INESC-ID, Instituto Superior Técnico, Universidade de LisboaPortugal; email: diogo.barradas@tecnico.ulisboa.pt","Article","Final","","Scopus","2-s2.0-85055250924","Digital Evidence","Digital Evidence"
"Zheng T., Xin R., Wu J., Zhao S., Song D.","57215363798;57210335769;57212478474;57215343875;57215350663;","Research on Blind Forensics of Large Data Compression Traces in Power System",2019,"Proceedings - 2nd International Conference on Computer Network, Electronic and Automation, ICCNEA 2019","","","8912131","233","239",NA,NA,"10.1109/ICCNEA.2019.00053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076761503&doi=10.1109%2fICCNEA.2019.00053&partnerID=40&md5=99f9133911c5d8779a2cf7f667e33084","National Network Hebei Communications Corporation, Data Operation and Maintenance Center, China; State Grid Hebei Communications Corporation, Transportation and Inspection Center, China; State Grid Hebei Communications Corporation, Integrated Management Department, China; State Grid Hebei Electric Power Co., Ltd., Internet Department, China","Zheng, T., National Network Hebei Communications Corporation, Data Operation and Maintenance Center, China; Xin, R., State Grid Hebei Communications Corporation, Transportation and Inspection Center, China; Wu, J., State Grid Hebei Communications Corporation, Integrated Management Department, China; Zhao, S., State Grid Hebei Electric Power Co., Ltd., Internet Department, China; Song, D., National Network Hebei Communications Corporation, Data Operation and Maintenance Center, China","Blind Evidence Collection; Data compression; Electric Power Communication; Internet of Things; lightweight","Big data; Data compression; Data handling; Internet of things; Noise abatement; Blind forensics; Compressed datum; Data noise; Electric power; Evidence collection; lightweight; Power communications; Reduction processing; Digital forensics","","Conference Paper","Final","","Scopus","2-s2.0-85076761503","Digital Evidence","Digital Evidence"
"Raju B.K., Geethakumari G.","55389708100;15768843300;","SNAPS: Towards building snapshot based provenance system for virtual machines in the cloud environment",2019,"Computers and Security","86","","","92","111",NA,1,"10.1016/j.cose.2019.05.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067501335&doi=10.1016%2fj.cose.2019.05.020&partnerID=40&md5=9eeaab50bd1a5a7e721682aaaad404c8","Department of CSIS, BITS Pilani Hyderabad Campus, Hyderabad, 500078, India","Raju, B.K., Department of CSIS, BITS Pilani Hyderabad Campus, Hyderabad, 500078, India; Geethakumari, G., Department of CSIS, BITS Pilani Hyderabad Campus, Hyderabad, 500078, India","Cloud computing; Digital forensics; Forensic readiness; Snapshot acquisition; Snapshot analysis","Cloud computing; Complex networks; Computer crime; Digital forensics; Electronic crime countermeasures; Network security; Virtual machine; Cloud environments; Cloud forensics; Forensic investigation; Forensic readiness; Multi tenancies; Snapshot acquisition; Snapshot analysis; Spatio-temporal models; Computer forensics","Raju, B.K.; Department of CSIS, BITS Pilani Hyderabad CampusIndia; email: pavan0712@gmail.com","Article","Final","","Scopus","2-s2.0-85067501335","Digital Evidence","Digital Evidence"
"Sitara K., Mehtre B.M.","55492903000;56042150000;","Differentiating synthetic and optical zooming for passive video forgery detection: An anti-forensic perspective",2019,"Digital Investigation","30","","","1","11",NA,NA,"10.1016/j.diin.2019.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066410541&doi=10.1016%2fj.diin.2019.05.001&partnerID=40&md5=4ecbf26c2981490cce323632f175819b","Madanapalle Institute of Technology & Science, Madanapalle, Andhra Pradesh, India; Center of Excellence in Cyber Security, Institute for Development and Research in Banking Technology (IDRBT), Established by Reserve Bank of India (RBI), Hyderabad, India; School of Computer and Information Sciences, University of Hyderabad, India","Sitara, K., Madanapalle Institute of Technology & Science, Madanapalle, Andhra Pradesh, India, Center of Excellence in Cyber Security, Institute for Development and Research in Banking Technology (IDRBT), Established by Reserve Bank of India (RBI), Hyderabad, India, School of Computer and Information Sciences, University of Hyderabad, India; Mehtre, B.M., Center of Excellence in Cyber Security, Institute for Development and Research in Banking Technology (IDRBT), Established by Reserve Bank of India (RBI), Hyderabad, India","Resampling detection; Video anti-forensics; Video forensics; Video forgery; Video tampering","Cameras; Anti-Forensics; Resampling detection; Video forensics; Video forgeries; Video tampering; Digital forensics","Sitara, K.; Center of Excellence in Cyber Security, Institute for Development and Research in Banking Technology (IDRBT), Established by Reserve Bank of India (RBI)India; email: sitarak@mits.ac.in","Article","Final","","Scopus","2-s2.0-85066410541","Digital Evidence","Digital Evidence"
"Durmus E., Korus P., Memon N.","57194786855;35324909800;7005458042;","Every Shred Helps: Assembling Evidence from Orphaned JPEG Fragments",2019,"IEEE Transactions on Information Forensics and Security","14","9","8636549","2372","2386",NA,2,"10.1109/TIFS.2019.2897912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066619988&doi=10.1109%2fTIFS.2019.2897912&partnerID=40&md5=23a1964c3ac66b7dbc8885d90701b5ad","New York University Tandon School of Engineering, Brooklyn, NY  11201, United States","Durmus, E., New York University Tandon School of Engineering, Brooklyn, NY  11201, United States; Korus, P., New York University Tandon School of Engineering, Brooklyn, NY  11201, United States; Memon, N., New York University Tandon School of Engineering, Brooklyn, NY  11201, United States","Carving; data recovery; jigsaw puzzle; JPEG coding; orphaned fragment carving; photo carving; photo reconstruction","Digital forensics; Trees (mathematics); Carving; Data recovery; Jigsaw puzzles; JPEG coding; orphaned fragment carving; photo carving; Image processing","Durmus, E.; New York University Tandon School of EngineeringUnited States; email: edurmus@nyu.edu","Article","Final","","Scopus","2-s2.0-85066619988","Digital Evidence","Digital Evidence"
"Renduchintala A., Jahan F., Khanna R., Javaid A.Y.","57205572326;57193580312;37661601800;55613342900;","A comprehensive micro unmanned aerial vehicle (UAV/Drone) forensic framework",2019,"Digital Investigation","30","","","52","72",NA,5,"10.1016/j.diin.2019.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068928883&doi=10.1016%2fj.diin.2019.07.002&partnerID=40&md5=ad3d13e1bb64fa90252add032c7e61e7","Electrical Engineering and Computer Science Department, The University of ToledoOH  43606, United States","Renduchintala, A., Electrical Engineering and Computer Science Department, The University of ToledoOH  43606, United States; Jahan, F., Electrical Engineering and Computer Science Department, The University of ToledoOH  43606, United States; Khanna, R., Electrical Engineering and Computer Science Department, The University of ToledoOH  43606, United States; Javaid, A.Y., Electrical Engineering and Computer Science Department, The University of ToledoOH  43606, United States","Drone forensics; Flight logs; Interactive visualization; Unmanned aerial vehicles","Antennas; Computer crime; Crime; Digital forensics; Drones; Graphical user interfaces; Military applications; Military vehicles; Three dimensional computer graphics; Unmanned aerial vehicles (UAV); Visualization; Application interfaces; Developed countries; Flight logs; Forensic applications; Graphical user interfaces (GUI); Interactive visualizations; Vehicular technologies; Visual representations; Target drones","Javaid, A.Y.; Electrical Engineering and Computer Science Department, The University of ToledoUnited States; email: ahmad.javaid@utoledo.edu","Article","Final","","Scopus","2-s2.0-85068928883","Digital Evidence","Digital Evidence"
"de AQUINO D.A.H., FERNANDES Â., MANHÃES JUNIOR L.R.C.","57208580631;7201782132;35109642200;","Quantifying and comparing the radiopacity of five bulk fill composites in digital dental radiographs – a contribution to human identification",2019,"Journal of Forensic Radiology and Imaging","18","","","20","23",NA,NA,"10.1016/j.jofri.2019.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065164217&doi=10.1016%2fj.jofri.2019.03.002&partnerID=40&md5=9b51b2fb5874036c8d8abd755812ac0c","Faculdade São Leopoldo Mandic, Instituto de Pesquisas São Leopoldo Mandic, Área de Imaginologia e Radiologia Odontológica, José Junqueira 13, Campinas, São Paulo  13.045-755, Brazil; Department of Stomatology, Federal University of Paraná, Lothário Meissner 632, Curitiba, Paraná  80.210-170, Brazil","de AQUINO, D.A.H., Faculdade São Leopoldo Mandic, Instituto de Pesquisas São Leopoldo Mandic, Área de Imaginologia e Radiologia Odontológica, José Junqueira 13, Campinas, São Paulo  13.045-755, Brazil; FERNANDES, Â., Department of Stomatology, Federal University of Paraná, Lothário Meissner 632, Curitiba, Paraná  80.210-170, Brazil; MANHÃES JUNIOR, L.R.C., Faculdade São Leopoldo Mandic, Instituto de Pesquisas São Leopoldo Mandic, Área de Imaginologia e Radiologia Odontológica, José Junqueira 13, Campinas, São Paulo  13.045-755, Brazil","Forensic odontology; Human identification; Imaging; Radiology","9 level aluminum scale; analysis of variance; Article; clinical assessment tool; controlled study; correlation coefficient; dental restoration; digital dental radiography; five bulk fill composites; forensic identification; human; image analysis; in vitro study; observational study; priority journal; quantitative analysis; radiological procedures; radiopacity; rating scale; statistical significance; tooth radiography; Turkey level","MANHÃES JUNIOR, L.R.C.; Faculdade São Leopoldo Mandic, Instituto de Pesquisas São Leopoldo Mandic, Área de Imaginologia e Radiologia Odontológica, José Junqueira 13, Brazil; email: lrmanhaesjr@hotmail.com","Article","Final","","Scopus","2-s2.0-85065164217","Digital Evidence","Digital Evidence"
"Obertová Z., Leipner A., Messina C., Vanzulli A., Fliss B., Cattaneo C., Sconfienza L.M.","6506296498;57133021100;55557560000;16026541900;56659475000;55157912300;24448438200;","Postmortem imaging of perimortem skeletal trauma",2019,"Forensic Science International","302","","109921","","",NA,3,"10.1016/j.forsciint.2019.109921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070663880&doi=10.1016%2fj.forsciint.2019.109921&partnerID=40&md5=1ece44c56b032b8477dbf33cd686e957","Zürich Forensic Science Institute, Zürich, Switzerland; Centre for Forensic Anthropology, The University of Western Australia, Crawley, Australia; Unità Operativa di Radiologia Diagnostica ed Interventistica, IRCCS Istituto Ortopedico Galeazzi, Milano, Italy; Dipartimento di Scienze Biomediche per la Salute, Università degli Studi di Milano, Milano, Italy; Dipartimento di Oncologia ed Emato-oncologia, Università degli Studi di Milano, Milano, Italy; Unità Operativa di Radiologia, ASST Grande Ospedale Metropolitano Niguarda, Milano, Italy; Institute of Forensic Medicine, University of Zürich, Zürich, Switzerland; LABANOF, Università degli Studi di Milano, Milano, Italy","Obertová, Z., Zürich Forensic Science Institute, Zürich, Switzerland, Centre for Forensic Anthropology, The University of Western Australia, Crawley, Australia; Leipner, A., Zürich Forensic Science Institute, Zürich, Switzerland; Messina, C., Unità Operativa di Radiologia Diagnostica ed Interventistica, IRCCS Istituto Ortopedico Galeazzi, Milano, Italy, Dipartimento di Scienze Biomediche per la Salute, Università degli Studi di Milano, Milano, Italy; Vanzulli, A., Dipartimento di Oncologia ed Emato-oncologia, Università degli Studi di Milano, Milano, Italy, Unità Operativa di Radiologia, ASST Grande Ospedale Metropolitano Niguarda, Milano, Italy; Fliss, B., Institute of Forensic Medicine, University of Zürich, Zürich, Switzerland; Cattaneo, C., LABANOF, Università degli Studi di Milano, Milano, Italy; Sconfienza, L.M., Unità Operativa di Radiologia Diagnostica ed Interventistica, IRCCS Istituto Ortopedico Galeazzi, Milano, Italy, Dipartimento di Scienze Biomediche per la Salute, Università degli Studi di Milano, Milano, Italy","3D mode; Computed tomography; Fracture; Ling; Mechanism of injury; Radiography","Article; autopsy; cause of death; computer assisted tomography; diagnostic accuracy; documentation; falling; human; image analysis; image reconstruction; nuclear magnetic resonance imaging; priority journal; reproducibility; rib fracture; sensitivity and specificity; three dimensional imaging; traffic accident; validation process; volumetry; computer simulation; diagnostic imaging; forensic anthropology; fracture; procedures; Computer Simulation; Diagnostic Imaging; Forensic Anthropology; Fractures, Bone; Humans; Imaging, Three-Dimensional","Obertová, Z.; Zürich Forensic Science InstituteSwitzerland; email: obertovazuzana@yahoo.co.nz","Article","Final","","Scopus","2-s2.0-85070663880","Digital Evidence","Digital Evidence"
"Bastide B., Porter G., Renshaw A.","57210377565;7201922540;24491011700;","Detection of latent bloodstains at fire scenes using reflected infrared photography",2019,"Forensic Science International","302","","109874","","",NA,NA,"10.1016/j.forsciint.2019.109874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070526711&doi=10.1016%2fj.forsciint.2019.109874&partnerID=40&md5=b9506f8094b6fc183c0be9e1641bbd8c","Western Sydney University, School of Science & Health, Richmond, Australia; University of New England, School of Humanities, Arts & Social Sciences, Armidale, Australia; Western Sydney University, Science of Science & Health, Richmond, Australia","Bastide, B., Western Sydney University, School of Science & Health, Richmond, Australia; Porter, G., University of New England, School of Humanities, Arts & Social Sciences, Armidale, Australia; Renshaw, A., Western Sydney University, Science of Science & Health, Richmond, Australia","Blood evidence; Bloodstains; Crime scene; Forensic photography; Infrared photography; Latent evidence","article; controlled study; crime; human; image analysis; infrared photography; qualitative analysis; quantitative analysis; reflex; simulation; soot; blood stain; fire; forensic science; image processing; infrared radiation; photography; procedures; software; structural model; Blood Stains; Fires; Forensic Sciences; Humans; Image Processing, Computer-Assisted; Infrared Rays; Models, Structural; Photography; Software; Soot","Bastide, B.; Western Sydney University, School of Science & HealthAustralia","Article","Final","","Scopus","2-s2.0-85070526711","Digital Evidence","Digital Evidence"
"Gopalan S.H., Suba S.A., Ashmithashree C., Gayathri A., Jebin Andrews V.","57211561753;57211551848;57211558695;57212332187;57211552662;","Digital forensics using blockchain",2019,"International Journal of Recent Technology and Engineering","8","2 Special Issue 11","","182","184",NA,NA,"10.35940/ijrte.B1030.0982S1119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074433990&doi=10.35940%2fijrte.B1030.0982S1119&partnerID=40&md5=afc5e4743c5c0d35c60d28c53940f617","Sri Ramakrishna Engineering College, Coimbatore, T.N, India","Gopalan, S.H., Sri Ramakrishna Engineering College, Coimbatore, T.N, India; Suba, S.A., Sri Ramakrishna Engineering College, Coimbatore, T.N, India; Ashmithashree, C., Sri Ramakrishna Engineering College, Coimbatore, T.N, India; Gayathri, A., Sri Ramakrishna Engineering College, Coimbatore, T.N, India; Jebin Andrews, V., Sri Ramakrishna Engineering College, Coimbatore, T.N, India","Blockchain-Based Chain of Custody (B-CoC); Chain of Custody(CoC); Proof of Work (PoW)","","","Article","Final","Open Access","Scopus","2-s2.0-85074433990","Digital Evidence","Digital Evidence"
"Varastehpour S., Sharifzadeh H., Ardekani I., Francis X.","57207991256;24734515300;22333654800;57211851686;","Vein pattern visualisation and feature extraction using sparse auto-encoder for forensic purposes",2019,"2019 16th IEEE International Conference on Advanced Video and Signal Based Surveillance, AVSS 2019","","","8909860","","",NA,1,"10.1109/AVSS.2019.8909860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076371727&doi=10.1109%2fAVSS.2019.8909860&partnerID=40&md5=2f6848650058300774d683c54b422c6b","School of Computing, Unitec Institute of Technology, Auckland, New Zealand","Varastehpour, S., School of Computing, Unitec Institute of Technology, Auckland, New Zealand; Sharifzadeh, H., School of Computing, Unitec Institute of Technology, Auckland, New Zealand; Ardekani, I., School of Computing, Unitec Institute of Technology, Auckland, New Zealand; Francis, X., School of Computing, Unitec Institute of Technology, Auckland, New Zealand","","Color; Extraction; Feature extraction; Forensic science; Infrared devices; Learning systems; Neural networks; Security systems; Visualization; Adaptive contrast enhancement; Auto encoders; Colour image; Extraction procedure; Forensic identification; Global problems; Near Infrared; State-of-the-art techniques; Signal encoding","","Conference Paper","Final","","Scopus","2-s2.0-85076371727","Digital Evidence","Digital Evidence"
"Ponto K., Smith S., Tredinnick R.","13607090700;57199389899;55159706800;","Methods for detecting manipulations in 3D scan data",2019,"Digital Investigation","30","","","101","107",NA,1,"10.1016/j.diin.2019.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070250957&doi=10.1016%2fj.diin.2019.07.009&partnerID=40&md5=9a23339b1ceb8773ffa2b1903912a72f","Wisconsin Institute for Discovery, 330 N. Orchard St., Madison, WI  53715, United States","Ponto, K., Wisconsin Institute for Discovery, 330 N. Orchard St., Madison, WI  53715, United States; Smith, S., Wisconsin Institute for Discovery, 330 N. Orchard St., Madison, WI  53715, United States; Tredinnick, R., Wisconsin Institute for Discovery, 330 N. Orchard St., Madison, WI  53715, United States","Crime scene investigation; Evidence; Forensics; Manipulation detection; Point cloud data; Validation","Crime; Crime scene investigations; Evidence; Forensics; Point cloud data; Validation; Digital storage","Ponto, K.; Wisconsin Institute for Discovery, 330 N. Orchard St., United States; email: kbponto@wisc.edu","Article","Final","","Scopus","2-s2.0-85070250957","Digital Evidence","Digital Evidence"
"Rizal R., Hikmatyar M.","57207962586;57210969675;","Investigation Internet of Things (IoT) Device using Integrated Digital Forensics Investigation Framework (IDFIF)",2019,"Journal of Physics: Conference Series","1179","1","012140","","",NA,NA,"10.1088/1742-6596/1179/1/012140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072059734&doi=10.1088%2f1742-6596%2f1179%2f1%2f012140&partnerID=40&md5=1aa5a514f3579eb288b5f4e4458184d3","Department of Informatics, Universitas Perjuangan, Tasikmalaya, Indonesia","Rizal, R., Department of Informatics, Universitas Perjuangan, Tasikmalaya, Indonesia; Hikmatyar, M., Department of Informatics, Universitas Perjuangan, Tasikmalaya, Indonesia","","Computer crime; Digital devices; Digital forensics; Digital integrated circuits; Electronic crime countermeasures; Forensic engineering; Digital evidence; Forensics investigations; Human lives; Industrial revolutions; Internet of thing (IOT); Internet of Things (IOT); Internet of things","","Conference Paper","Final","Open Access","Scopus","2-s2.0-85072059734","Digital Evidence","Digital Evidence"
"Englbrecht L., Langner G., Pernul G., Quirchmayr G.","57205318592;57204355646;6604039051;6603094193;","Enhancing credibility of digital evidence through provenance-based incident response handling",2019,"ACM International Conference Proceeding Series","","","3339275","","",NA,1,"10.1145/3339252.3339275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071717577&doi=10.1145%2f3339252.3339275&partnerID=40&md5=aae34e648c048df7c715be6a6ed053b4","Department of Information Systems, University of Regensburg, Regensburg, Germany; Faculty of Computer Science, Research Group Multimedia Information Systems, University of Vienna, Vienna, Austria","Englbrecht, L., Department of Information Systems, University of Regensburg, Regensburg, Germany; Langner, G., Faculty of Computer Science, Research Group Multimedia Information Systems, University of Vienna, Vienna, Austria; Pernul, G., Department of Information Systems, University of Regensburg, Regensburg, Germany; Quirchmayr, G., Faculty of Computer Science, Research Group Multimedia Information Systems, University of Vienna, Vienna, Austria","Cyber Security; Data Provenance; Digital evidence credibility; Digital Forensics; Evidence collection; Incident Response","Computer forensics; Crime; Digital forensics; Electronic crime countermeasures; Metadata; Personal computing; Cyber security; Data provenance; Digital evidence; Evidence collection; Incident response; Response time (computer systems)","","Conference Paper","Final","","Scopus","2-s2.0-85071717577","Digital Evidence","Digital Evidence"
"Hassenfeldt C., Baig S., Baggili I., Zhang X.","57210861807;57210862515;37261105300;54396527000;","Map My Murder! A digital forensic study of mobile health and fitness applications",2019,"ACM International Conference Proceeding Series","","","3340515","","",NA,NA,"10.1145/3339252.3340515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071726353&doi=10.1145%2f3339252.3340515&partnerID=40&md5=cf9c6d6e0ed7a52e85b0d31b91bcb693","University of New Haven, United States; University of Texas at San Antonio, United States","Hassenfeldt, C., University of New Haven, United States; Baig, S., University of New Haven, United States; Baggili, I., University of New Haven, United States; Zhang, X., University of Texas at San Antonio, United States","Applications; Artifacts; Fitness; Forensics; Health","Applications; Health; mHealth; Natural language processing systems; Artifacts; Data aggregation; Digital evidence; Fitness; Forensics; Manual analysis; Mobile health and fitness applications; Privacy threats; Digital forensics","","Conference Paper","Final","","Scopus","2-s2.0-85071726353","Digital Evidence","Digital Evidence"
"Wu T., Breitinger F., Baggili I.","57204015316;44260893600;37261105300;","IoT ignorance is digital forensics research bliss: A survey to understand IoT forensics definitions, challenges and future research directions",2019,"ACM International Conference Proceeding Series","","","3340504","","",NA,NA,"10.1145/3339252.3340504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071733160&doi=10.1145%2f3339252.3340504&partnerID=40&md5=40f2bcf10f9a5c8f53b8f07d72d6fe42","University of Oxford, Oxford, United Kingdom; University of New Haven, West Haven, CT, United States","Wu, T., University of Oxford, Oxford, United Kingdom; Breitinger, F., University of New Haven, West Haven, CT, United States; Baggili, I., University of New Haven, West Haven, CT, United States","Cloud; Definition; Internet of Things; IoT Challenges; IoT Devices; IoT Forensics; Survey","Clouds; Computer forensics; Cryptography; Data acquisition; Digital devices; Electronic crime countermeasures; Surveying; Surveys; Definition; Digital investigation; Future research directions; IoT Challenges; IoT Devices; IoT Forensics; Technical challenges; Trail obfuscations; Internet of things","","Conference Paper","Final","","Scopus","2-s2.0-85071733160","Digital Evidence","Digital Evidence"
"Widiyasono N., Putra I.K.G.D., Giriantari I.A.D., Sudarma M.","57192157716;57191979381;6507145301;6506568234;","IoT forensic: Optimizing Raspberry Pi for investigation on the smart home network",2019,"IOP Conference Series: Materials Science and Engineering","550","1","012019","","",NA,NA,"10.1088/1757-899X/550/1/012019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073531609&doi=10.1088%2f1757-899X%2f550%2f1%2f012019&partnerID=40&md5=79ce9346f5c377b4e00a353dc9d6e611","Siliwangi University, Siliwangi Street, Tasikmalaya, 46115, Indonesia; Udayana University, PB Sudirman Street, Denpasar, 80234, Indonesia; Udayana Univ., PB Sudirman Street, Denpasar, 80234, Indonesia; Udayana University, PB Sud. Street, Denpasar, 80234, Indonesia","Widiyasono, N., Siliwangi University, Siliwangi Street, Tasikmalaya, 46115, Indonesia; Putra, I.K.G.D., Udayana University, PB Sudirman Street, Denpasar, 80234, Indonesia; Giriantari, I.A.D., Udayana Univ., PB Sudirman Street, Denpasar, 80234, Indonesia; Sudarma, M., Udayana University, PB Sud. Street, Denpasar, 80234, Indonesia","","Automation; Computer crime; Home networks; Internet of things; Personal communication systems; Personal computing; Data collection; Digital evidence; Investigation process; Mobile wireless; National institute of standards; Network services; Session layers; Wireless hacking; Digital forensics","","Conference Paper","Final","Open Access","Scopus","2-s2.0-85073531609","Digital Evidence","Digital Evidence"
