"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Fernández de la Ossa M.Á., Ortega-Ojeda F., García-Ruiz C.","54779688800;55781840300;35271820400;","Discrimination of non-explosive and explosive samples through nitrocellulose fingerprints obtained by capillary electrophoresis",2013,"Journal of Chromatography A","1302","","","197","204",NA,12,"10.1016/j.chroma.2013.06.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880295767&doi=10.1016%2fj.chroma.2013.06.034&partnerID=40&md5=a6a9c8f4fb0ff3814de2cbefcb8cda75","Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering and Univ. Inst. of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.600, 28871 Alcalá de Henares (Madrid), Spain","Fernández de la Ossa, M.Á., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering and Univ. Inst. of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.600, 28871 Alcalá de Henares (Madrid), Spain; Ortega-Ojeda, F., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering and Univ. Inst. of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.600, 28871 Alcalá de Henares (Madrid), Spain; García-Ruiz, C., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering and Univ. Inst. of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.600, 28871 Alcalá de Henares (Madrid), Spain","Capillary electrophoresis; Multivariate analysis; Nitrocellulose fingerprints; Smokeless gunpowders","Explosive properties; Laser induced fluorescence detection; Multi variate analysis; Potential interferences; Smokeless gunpowders; Soft independent modeling of class analogies; Structural characteristics; Structural information; Capillary electrophoresis; Guns (armament); Mass spectrometry; Multivariant analysis; Nitrocellulose; Polymers; Powders; Principal component analysis; Explosives; explosive; gunpowder; organic solvent; pyroxylin; analytic method; article; blast injury; capillary electrophoresis; chemometrics; explosion; finger dermatoglyphics; fluorescence analysis; mass spectrometry; principal component analysis; priority journal; varnish; Capillary electrophoresis; Multivariate analysis; Nitrocellulose fingerprints; Smokeless gunpowders; Collodion; Electrophoresis, Capillary; Multivariate Analysis; Principal Component Analysis; Cellulose Nitrate; Electrophoresis; Explosives; Guns; Mass Spectrometers; Polymers; Powder","García-Ruiz, C.; Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km 33.600, 28871 Alcalá de Henares (Madrid), Spain; email: carmen.gruiz@uah.es","Article","Final","","Scopus","2-s2.0-84880295767","Explosive Scene","Explosives"
"Stone K., Keller J.M., Anderson D.T.","23010873100;7403486724;55483345800;","Moving beyond flat earth: Dense 3D scene reconstruction from a single FL-LWIR camera",2013,"Proceedings of SPIE - The International Society for Optical Engineering","8709","","87091C","","",NA,7,"10.1117/12.2014967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881043041&doi=10.1117%2f12.2014967&partnerID=40&md5=cbb6050701f5b6f06f69d262334c48ca","Electrical and Computer Engineering Department, University of Missouri, Columbia, MO, United States; Electrical and Computer Engineering Department, Mississippi State University, Mississippi State, MS, United States","Stone, K., Electrical and Computer Engineering Department, University of Missouri, Columbia, MO, United States; Keller, J.M., Electrical and Computer Engineering Department, University of Missouri, Columbia, MO, United States; Anderson, D.T., Electrical and Computer Engineering Department, Mississippi State University, Mississippi State, MS, United States","Anomaly detection; Explosive hazard; FL-GPR; FLIR; Forward looking infrared; Ground penetrating radar; Land mine; Long-wave infrared; LWIR","Anomaly detection; Explosive hazards; FL-GPR; FLIR; Forward looking infrared; Ground Penetrating Radar; Land mine; Longwave infrared; LWIR; Cameras; Earth (planet); Explosives; Explosives detection; Graphic methods; Ground penetrating radar systems; Hazards; Infrared radiation; Stereo vision; Vector spaces; Three dimensional","Electrical and Computer Engineering Department, University of Missouri, Columbia, MO, United States","Conference Paper","Final","","Scopus","2-s2.0-84881043041","Explosive Scene","Explosives"
"Ruxton K., Robertson G., Miller B., Malcolm G.P.A., Maker G.T.","26645014300;7402368491;7403945136;7006133638;6603225217;","Hazardous material analysis using mid wave infrared hyperspectral imaging techniques",2013,"Proceedings of SPIE - The International Society for Optical Engineering","8710","","87100L","","",NA,8,"10.1117/12.2017865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881044224&doi=10.1117%2f12.2017865&partnerID=40&md5=f57624c4d4450eb958cd142c3e563b3d","1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom","Ruxton, K., 1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom; Robertson, G., 1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom; Miller, B., 1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom; Malcolm, G.P.A., 1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom; Maker, G.T., 1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom","Explosives; Hyperspectral imaging; Ir absorption spectroscopy; Lasers; Optical parametric oscillators; Stand-off detection proximal detection","Application environment; Detection and identifications; Hyperspectral Imaging; Hyperspectral imaging techniques; IR absorption spectroscopy; Material identification; Mid wave infrared (MWIR); Standoff detection; Absorption spectra; Absorption spectroscopy; Detectors; Explosives; Hazardous materials; Imaging techniques; Infrared radiation; Lasers; Mirrors; Optical parametric oscillators; Radiology; Explosives detection","Ruxton, K.; 1 Kelvin Campus, M Squared Lasers Ltd., West of Scotland Science Park, Glasgow, G20 0SP, United Kingdom; email: keithr@m2lasers.com","Conference Paper","Final","","Scopus","2-s2.0-84881044224","Explosive Scene","Explosives"
"Clewes R.J., Howle C.R., Guicheteau J., Emge D., Ruxton K., Robertson G., Miller W., Malcolm G., Maker G.","55638819500;8618899800;14068673600;6603038488;26645014300;7402368491;57190836551;7006133638;6603225217;","Mid-wave infrared hyperspectral imaging of unknown chemical warfare agents (Invited Paper)",2013,"Proceedings of SPIE - The International Society for Optical Engineering","8710","","871002","","",NA,10,"10.1117/12.2017868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881035739&doi=10.1117%2f12.2017868&partnerID=40&md5=a967227e7b98f1ffd7c82ea867bb487c","Defence Science and Technology Laboratory, Porton Down, Salisbury, Wiltshire, SP4 0JQ, United Kingdom; Edgewood Chemical and Biological Center, Aberdeen Proving Ground, MD 21010-5424, United States; 1 Kelvin Campus, West of Scotland Science Park, M Squared Lasers Ltd, Maryhill Road, Glasgow, G20 0SP, United Kingdom","Clewes, R.J., Defence Science and Technology Laboratory, Porton Down, Salisbury, Wiltshire, SP4 0JQ, United Kingdom; Howle, C.R., Defence Science and Technology Laboratory, Porton Down, Salisbury, Wiltshire, SP4 0JQ, United Kingdom; Guicheteau, J., Edgewood Chemical and Biological Center, Aberdeen Proving Ground, MD 21010-5424, United States; Emge, D., Edgewood Chemical and Biological Center, Aberdeen Proving Ground, MD 21010-5424, United States; Ruxton, K., 1 Kelvin Campus, West of Scotland Science Park, M Squared Lasers Ltd, Maryhill Road, Glasgow, G20 0SP, United Kingdom; Robertson, G., 1 Kelvin Campus, West of Scotland Science Park, M Squared Lasers Ltd, Maryhill Road, Glasgow, G20 0SP, United Kingdom; Miller, W., 1 Kelvin Campus, West of Scotland Science Park, M Squared Lasers Ltd, Maryhill Road, Glasgow, G20 0SP, United Kingdom; Malcolm, G., 1 Kelvin Campus, West of Scotland Science Park, M Squared Lasers Ltd, Maryhill Road, Glasgow, G20 0SP, United Kingdom; Maker, G., 1 Kelvin Campus, West of Scotland Science Park, M Squared Lasers Ltd, Maryhill Road, Glasgow, G20 0SP, United Kingdom","CWA; Grazing angle; Hyperspectral imaging; IR absorption spectroscopy; Lasers; OPO","CWA; Grazing angles; Hyperspectral Imaging; IR absorption spectroscopy; OPO; Chemical warfare; Detectors; Experiments; Explosives; Infrared absorption; Lasers; Magnesia; Radiology; Spectroscopy","Defence Science and Technology Laboratory, Porton Down, Salisbury, Wiltshire, SP4 0JQ, United Kingdom","Conference Paper","Final","","Scopus","2-s2.0-84881035739","Explosive Scene","Explosives"
"Sharifahmadian E., Choi Y., Latifi S.","16176519500;55685925400;25944148100;","A simulation study of detection of weapon of mass destruction based on radar",2013,"Proceedings of SPIE - The International Society for Optical Engineering","8710","","87100Y","","",NA,2,"10.1117/12.2015891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881051973&doi=10.1117%2f12.2015891&partnerID=40&md5=efaea5e37d162b98c7f0321de8bb748b","Dept. of Electrical and Computer Engineering, Center for Information and Communications Technology (CICT), University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Las Vegas, NE 89154-4026, United States","Sharifahmadian, E., Dept. of Electrical and Computer Engineering, Center for Information and Communications Technology (CICT), University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Las Vegas, NE 89154-4026, United States; Choi, Y., Dept. of Electrical and Computer Engineering, Center for Information and Communications Technology (CICT), University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Las Vegas, NE 89154-4026, United States; Latifi, S., Dept. of Electrical and Computer Engineering, Center for Information and Communications Technology (CICT), University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Las Vegas, NE 89154-4026, United States","Fissile materials; Modeling; Return loss; WideBand; WMD","Environmental conditions; Fissile materials; High frequency waves; Low-frequency waves; Return loss; Weapon of mass destructions; Wide-band; WMD; Electromagnetic waves; Explosives; Gamma rays; Models; Object recognition; Radar; Radiology; Signal detection","Sharifahmadian, E.; Dept. of Electrical and Computer Engineering, Center for Information and Communications Technology (CICT), University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Las Vegas, NE 89154-4026, United States; email: sharifah@unlv.nevada.edu","Conference Paper","Final","","Scopus","2-s2.0-84881051973","Explosive Scene","Explosives"
"Xu W., She Y., Mu Z.","14038527700;56545216500;55844935600;","Embedded semi-physical simulation system of bomb-disposal robot",2013,"Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology","45","7","","79","84",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883472432&partnerID=40&md5=3e3e48559bfea5469a54085d3f7848e3","Shenzhen Graduate School, Harbin Institute of Technology, 518055 Shenzhen, China; Shenzhen Key Lab. of Digital Manufacturing Technology, 518055 Shenzhen, China","Xu, W., Shenzhen Graduate School, Harbin Institute of Technology, 518055 Shenzhen, China, Shenzhen Key Lab. of Digital Manufacturing Technology, 518055 Shenzhen, China; She, Y., Shenzhen Graduate School, Harbin Institute of Technology, 518055 Shenzhen, China, Shenzhen Key Lab. of Digital Manufacturing Technology, 518055 Shenzhen, China; Mu, Z., Shenzhen Graduate School, Harbin Institute of Technology, 518055 Shenzhen, China, Shenzhen Key Lab. of Digital Manufacturing Technology, 518055 Shenzhen, China","3D simulation system; Bomb-disposal robot; Embedded systems; Path planning; Semi-physical simulation","3D simulations; Closed-loop control; Control instruction; Embedded control systems; Semi-physical simulation systems; Semi-physical simulations; Single chip microcomputers; Trajectory Planning; Algorithms; Bombs (ordnance); Embedded systems; Explosives detection; Motion planning; Sensors; Robots","Xu, W.; Shenzhen Graduate School, Harbin Institute of Technology, 518055 Shenzhen, China; email: wfxu@hit.edu.cn","Article","Final","","Scopus","2-s2.0-84883472432","Explosive Scene","Explosives"
"Fu W., Wang J., Lu H., Ma S.","35796967200;16069376500;7404843797;7403725500;","Dynamic scene understanding by improved sparse topical coding",2013,"Pattern Recognition","46","7","","1841","1850",NA,19,"10.1016/j.patcog.2012.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875243695&doi=10.1016%2fj.patcog.2012.11.013&partnerID=40&md5=6cf754769ae5435310395e92005a1ebe","National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China","Fu, W., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China; Wang, J., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China; Lu, H., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China; Ma, S., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China","Motion patterns; Scene understanding; Sparse topical coding","Abnormal event detections; Monitoring system; Motion pattern; Non-zero coefficients; Scene understanding; Sparse topical coding; Unsupervised approaches; Weighted summations; Security systems; Time and motion study; Video cameras; Space time adaptive processing","Wang, J.; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China; email: jqwang@nlpr.ia.ac.cn","Article","Final","","Scopus","2-s2.0-84875243695","Explosive Scene","Explosives"
"Kahane L.H.","6603179921;","Understanding the interstate export of crime guns: A gravity model approach",2013,"Contemporary Economic Policy","31","3","","618","634",NA,11,"10.1111/j.1465-7287.2012.00324.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877630270&doi=10.1111%2fj.1465-7287.2012.00324.x&partnerID=40&md5=f83d877d11b55444340554933ad8c621","Department of Economics, Providence College, 1 Cunningham Square, Providence, RI 02908, United States","Kahane, L.H., Department of Economics, Providence College, 1 Cunningham Square, Providence, RI 02908, United States","","","Kahane, L.H.; Department of Economics, Providence College, 1 Cunningham Square, Providence, RI 02908, United States; email: lkahane@providence.edu","Article","Final","","Scopus","2-s2.0-84877630270","Explosive Scene","Explosives"
"Brust H., van Asten A., Koeberg M., van der Heijden A., Kuijpers C.-J., Schoenmakers P.","55241316900;35586762700;6602853554;7004857398;16637855600;35510357700;","Pentaerythritol tetranitrate (PETN) profiling in post-explosion residues to constitute evidence of crime-scene presence",2013,"Forensic Science International","230","1-3","","37","45",NA,10,"10.1016/j.forsciint.2013.03.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879601563&doi=10.1016%2fj.forsciint.2013.03.042&partnerID=40&md5=9ec33f686fd53bd1cb9c9bed16c317cd","University of Amsterdam, Van't Hoff Institute for Molecular Sciences, P.O. Box 94157, 1090 GD Amsterdam, Netherlands; Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands; TNO Technical Sciences, P.O. Box 45, 2280 AA Rijswijk, Netherlands; Delft University of Technology, P.O. Box 5, 2600 AA Delft, Netherlands; Science Park 904, 1098 XH Amsterdam, Netherlands; Laan van Ypenburg 6, 2497 GB The Hague, Netherlands; Lange Kleiweg 137, 2288 GJ Rijswijk, Netherlands; Leeghwaterstraat 44, 2628 CA Delft, Netherlands","Brust, H., University of Amsterdam, Van't Hoff Institute for Molecular Sciences, P.O. Box 94157, 1090 GD Amsterdam, Netherlands, Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands, TNO Technical Sciences, P.O. Box 45, 2280 AA Rijswijk, Netherlands, Science Park 904, 1098 XH Amsterdam, Netherlands, Laan van Ypenburg 6, 2497 GB The Hague, Netherlands, Lange Kleiweg 137, 2288 GJ Rijswijk, Netherlands; van Asten, A., University of Amsterdam, Van't Hoff Institute for Molecular Sciences, P.O. Box 94157, 1090 GD Amsterdam, Netherlands, Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands, Science Park 904, 1098 XH Amsterdam, Netherlands, Laan van Ypenburg 6, 2497 GB The Hague, Netherlands; Koeberg, M., Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands, Laan van Ypenburg 6, 2497 GB The Hague, Netherlands; van der Heijden, A., TNO Technical Sciences, P.O. Box 45, 2280 AA Rijswijk, Netherlands, Delft University of Technology, P.O. Box 5, 2600 AA Delft, Netherlands, Lange Kleiweg 137, 2288 GJ Rijswijk, Netherlands, Leeghwaterstraat 44, 2628 CA Delft, Netherlands; Kuijpers, C.-J., Netherlands Forensic Institute, P.O. Box 24044, 2490 AA The Hague, Netherlands, Laan van Ypenburg 6, 2497 GB The Hague, Netherlands; Schoenmakers, P., University of Amsterdam, Van't Hoff Institute for Molecular Sciences, P.O. Box 94157, 1090 GD Amsterdam, Netherlands, Science Park 904, 1098 XH Amsterdam, Netherlands","Chemical profiling; Explosives; LC-MS; Pentaerythritol tetranitrate; PETN; Post-explosion residues","nitric acid derivative; pentaerythritol dinitrate; pentaerythritol mononitrate; pentaerythrityl tetranitrate; pentrinitrol; unclassified drug; article; clothing; controlled study; crime; degradation; discriminant analysis; explosion; humidity; legal evidence; liquid chromatography; mass spectrometry; priority journal; room temperature; sampling; storage; temperature; textile","Brust, H.; University of Amsterdam, Van't Hoff Institute for Molecular Sciences, P.O. Box 94157, 1090 GD Amsterdam, Netherlands; email: g.m.h.brust@uva.nl","Article","Final","","Scopus","2-s2.0-84879601563","Explosive Scene","Explosives"
"Heremans R., Mees W.","24467877300;6506531314;","Vehicle threat locating via the detection of anomalies on roads and their verges",2013,"Proceedings of the IASTED International Conference on Computer Graphics and Imaging, CGIM 2013","","","","54","61",NA,NA,"10.2316/P.2013.797-030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876566456&doi=10.2316%2fP.2013.797-030&partnerID=40&md5=d4a253c30cd680af5f2d78cc6fd41939","AGT, R and D Group GmbH, Hilpertstrasse 35, 64295 Darmstadt, Germany; Royal Military Academy of Belgium, Communication, Information, Systems and Sensors (CISS), Renaissancelaan 30, 1000 Brussels, Belgium","Heremans, R., AGT, R and D Group GmbH, Hilpertstrasse 35, 64295 Darmstadt, Germany; Mees, W., Royal Military Academy of Belgium, Communication, Information, Systems and Sensors (CISS), Renaissancelaan 30, 1000 Brussels, Belgium","Anomaly detection; Road extraction; Scene segmentation","Anomaly detection; Forward looking infrared; Geographical coordinates; Improvised explosive devices; Multi-sensor systems; Road extraction; Scene segmentation; Situational awareness; Computer graphics; Roads and streets; Sensors","Heremans, R.; AGT, R and D Group GmbH, Hilpertstrasse 35, 64295 Darmstadt, Germany; email: RHeremans@agtinternational.com","Conference Paper","Final","","Scopus","2-s2.0-84876566456","Explosive Scene","Explosives"
"Williams L.K.","55462643400;","Modalities of representation: Symbol and narrative in 16th-century murals at the convent of Izamal, Yucatán",2013,"Colonial Latin American Review","22","1","","98","125",NA,1,"10.1080/10609164.2013.769333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875410566&doi=10.1080%2f10609164.2013.769333&partnerID=40&md5=b78e22fd27774e79874cbcc173f35d4d","University of Puget Sound, United States","Williams, L.K., University of Puget Sound, United States","","art; canopy; foliage; historical perspective; historical record; religion; Mexico [North America]; Yucatan","Williams, L.K.; University of Puget SoundUnited States","Article","Final","","Scopus","2-s2.0-84875410566","Explosive Scene","Explosives"
"Li X., Zhang Z., Tao L.","55898020800;57217110725;36883623900;","A novel microarray chemiluminescence method based on chromium oxide nanoparticles catalysis for indirect determination of the explosive triacetone triperoxide at the scene",2013,"Analyst","138","5","","1596","1600",NA,9,"10.1039/c3an00084b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873632739&doi=10.1039%2fc3an00084b&partnerID=40&md5=30edac45070adc0d3b6ee40d96b78d23","Key Laboratory of Analytical Chemistry for Life Science of Shaanxi Province, School of Chemistry and Chemical Engineering, Shaanxi Normal University, China","Li, X., Key Laboratory of Analytical Chemistry for Life Science of Shaanxi Province, School of Chemistry and Chemical Engineering, Shaanxi Normal University, China; Zhang, Z., Key Laboratory of Analytical Chemistry for Life Science of Shaanxi Province, School of Chemistry and Chemical Engineering, Shaanxi Normal University, China; Tao, L., Key Laboratory of Analytical Chemistry for Life Science of Shaanxi Province, School of Chemistry and Chemical Engineering, Shaanxi Normal University, China","","","Zhang, Z.; Key Laboratory of Analytical Chemistry for Life Science of Shaanxi Province, School of Chemistry and Chemical Engineering, Shaanxi Normal UniversityChina; email: zhangzj@snnu.edu.cn","Article","Final","","Scopus","2-s2.0-84873632739","Explosive Scene","Explosives"
"Jiang F., Han F., Wang J.-Z.","55789515600;57207282686;55972836500;","Numerical simulation of non-contact explosion by door breaching explosive",2013,"Journal of Beijing Institute of Technology (English Edition)","22","1","","1","5",NA,2,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876810091&partnerID=40&md5=5a9ba9760c27a43e50ec233d85dd62f0","State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing 100081, China; The Equipment Research Institute of Chinese People's Armed Police Force, Beijing 100012, China","Jiang, F., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing 100081, China, The Equipment Research Institute of Chinese People's Armed Police Force, Beijing 100012, China; Han, F., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing 100081, China; Wang, J.-Z., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing 100081, China","Blast wave; Non-contact explosion; Numerical simulation","Blast waves; Burglary resistant safety doors; Counter terrorists; Explosive blasts; Non-contact; Personal injuries; Research results; Typical application; Computer simulation; Explosions; Terrorism; Wave propagation; Explosives","Jiang, F.; State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing 100081, China; email: jjff007@163.com","Article","Final","","Scopus","2-s2.0-84876810091","Explosive Scene","Explosives"
"Abdul-Karim N., Morgan R., Binions R., Temple T., Harrison K.","55537651900;57194780985;7801602505;56180873000;39761632200;","The spatial distribution of postblast rdx residue: Forensic implications",2013,"Journal of Forensic Sciences","58","2","","365","371",NA,7,"10.1111/1556-4029.12045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875546982&doi=10.1111%2f1556-4029.12045&partnerID=40&md5=400c20c84b0376c944de2cff9aef9027","Department of Security and Crime Science, University College London, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; Department of Chemistry, University College London, Christopher Ingold Laboratories, 20 Gordon Street, London, WC1H 0AJ, United Kingdom; Jill Dando Institute, Centre for the Forensic Sciences, University College London, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; School of Engineering and Materials Science, Queen Mary University of London, Mile End Road, London, E1 4NS, United Kingdom; Department of Engineering and Applied Science, Cranfield University, Defence College of Management and Technology, Shrivenham, Swindon, SN6 8LA, United Kingdom","Abdul-Karim, N., Department of Security and Crime Science, University College London, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom, Department of Chemistry, University College London, Christopher Ingold Laboratories, 20 Gordon Street, London, WC1H 0AJ, United Kingdom; Morgan, R., Department of Security and Crime Science, University College London, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom, Jill Dando Institute, Centre for the Forensic Sciences, University College London, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; Binions, R., Department of Chemistry, University College London, Christopher Ingold Laboratories, 20 Gordon Street, London, WC1H 0AJ, United Kingdom, School of Engineering and Materials Science, Queen Mary University of London, Mile End Road, London, E1 4NS, United Kingdom; Temple, T., Department of Engineering and Applied Science, Cranfield University, Defence College of Management and Technology, Shrivenham, Swindon, SN6 8LA, United Kingdom; Harrison, K., Department of Engineering and Applied Science, Cranfield University, Defence College of Management and Technology, Shrivenham, Swindon, SN6 8LA, United Kingdom","1,3,5-trinitro-1,3,5-triazocyclohexane (RDX); Bomb scene examination; Explosive residue; Forensic science; Postblast analysis; Residue distribution; Sample location","","Abdul-Karim, N.; Department of Chemistry, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom; email: nadia.abdul-karim.10@ucl.ac.uk","Article","Final","","Scopus","2-s2.0-84875546982","Explosive Scene","Explosives"
"Merlino S.","35564195100;","X-ray diffraction and the development of the mineral crystal chemistry",2013,"Rendiconti Lincei","24","SUPPL.1","","S33","S46",NA,1,"10.1007/s12210-012-0196-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874648567&doi=10.1007%2fs12210-012-0196-y&partnerID=40&md5=d0c059b803f852b34f27a239fc190201","Dipartimento di Scienze della Terra, Università di Pisa, Via S. Maria 53, 56126 Pisa, Italy","Merlino, S., Dipartimento di Scienze della Terra, Università di Pisa, Via S. Maria 53, 56126 Pisa, Italy","Automated electron diffraction tomography; Bragg interpretation; Classification schemes; Crystal structure prediction; Determination of crystal structures; Ionic radii; Laue experiment; Modular crystal chemistry; Pauling's stability rules; Polymorphic relationships and polymorphic transformations","Bragg interpretation; Classification scheme; Crystal structure prediction; Diffraction tomography; Ionic radius; Pauling's stability rules; Polymorphic transformation; Atoms; Crystal chemistry; Electron diffraction; Geometry; Inorganic compounds; Minerals; Silicates; Tomography; X ray diffraction; Crystal atomic structure","Merlino, S.; Dipartimento di Scienze della Terra, Università di Pisa, Via S. Maria 53, 56126 Pisa, Italy; email: merlino@dst.unipi.it","Conference Paper","Final","","Scopus","2-s2.0-84874648567","Explosive Scene","Explosives"
"McCusker M.","39763891100;","Authorising a tradition: Theory, criticism and (self-)canonisation in French Caribbean writing",2013,"French Cultural Studies","24","1","","77","92",NA,1,"10.1177/0957155812464162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873403823&doi=10.1177%2f0957155812464162&partnerID=40&md5=fa1b240601862ac8aeeb539b5d87021e","School of Modern Languages, Queen's University, Belfast BT7 1NN, United Kingdom","McCusker, M., School of Modern Languages, Queen's University, Belfast BT7 1NN, United Kingdom","canonisation; créolité; cultural capital; French Caribbean; Maryse Condé; Patrick Chamoiseau; theory","","McCusker, M.; School of Modern Languages, Queen's University, Belfast BT7 1NN, United Kingdom; email: m.mccusker@qub.ac.uk","Article","Final","","Scopus","2-s2.0-84873403823","Explosive Scene","Explosives"
"Almog J., Espino D., Tamiri T., Sonenfeld D.","7004280181;55489026400;6506848844;15048680200;","Trace analysis of urea nitrate in post-blast debris by GC/MS",2013,"Forensic Science International","224","1-3","","80","83",NA,5,"10.1016/j.forsciint.2012.10.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872377446&doi=10.1016%2fj.forsciint.2012.10.041&partnerID=40&md5=d8aaecfbf03eb418e23f33c000908ef9","Casali Institute of Applied Chemistry, The Hebrew University of Jerusalem, Jerusalem 91904, Israel; Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, Jerusalem 91906, Israel","Almog, J., Casali Institute of Applied Chemistry, The Hebrew University of Jerusalem, Jerusalem 91904, Israel; Espino, D., Casali Institute of Applied Chemistry, The Hebrew University of Jerusalem, Jerusalem 91904, Israel; Tamiri, T., Casali Institute of Applied Chemistry, The Hebrew University of Jerusalem, Jerusalem 91904, Israel; Sonenfeld, D., Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, Jerusalem 91906, Israel","Forensic; GC/MS; Improvised explosives; Urea nitrate; Xanthydrol","ammonium nitrate; cation; explosive; nitrogen 15; propanol; trace metal; unclassified drug; urea derivative; urea nitrate; uronium ion; xanthenyl urea; xanthydrol; xanthylurethane; acidity; article; chemical analysis; explosion; forensic medicine; isotope labeling; mass fragmentography; pH measurement; priority journal; reaction analysis","Almog, J.; Casali Institute of Applied Chemistry, The Hebrew University of Jerusalem, Jerusalem 91904, Israel; email: almog@vms.huji.ac.il","Article","Final","","Scopus","2-s2.0-84872377446","Explosive Scene","Explosives"
