"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Molnar A., Lewis J., Fu S.","36993401200;56295619300;7402732389;","Recovery of spiked <U+0394>9-tetrahydrocannabinol in oral fluid from polypropylene containers",2013,"Forensic Science International","227","1-3","","69","73",NA,17,"10.1016/j.forsciint.2012.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875607222&doi=10.1016%2fj.forsciint.2012.11.006&partnerID=40&md5=7315470d4777f2761260aeb16563569e","Centre for Forensic Science, University of Technology Sydney (UTS), Broadway, NSW 2007, Australia","Molnar, A., Centre for Forensic Science, University of Technology Sydney (UTS), Broadway, NSW 2007, Australia; Lewis, J., Centre for Forensic Science, University of Technology Sydney (UTS), Broadway, NSW 2007, Australia; Fu, S., Centre for Forensic Science, University of Technology Sydney (UTS), Broadway, NSW 2007, Australia","<U+0394>9-Tetrahydrocannabinol (THC); Oral fluid; Polypropylene; Surfactant","acetic acid ethyl ester; azide; dronabinol; glass; hexane; phosphate; plastic; polypropylene; triton x 100; accuracy; adsorption; article; centrifuge; chemical interaction; concentration (parameters); container; controlled study; degradation kinetics; derivatization; human; liquid liquid extraction; mass fragmentography; priority journal; saliva analysis; storage temperature; Buffers; Forensic Toxicology; Gas Chromatography-Mass Spectrometry; Hallucinogens; Humans; Octoxynol; Phosphates; Polypropylenes; Saliva; Specimen Handling; Surface-Active Agents; Temperature; Tetrahydrocannabinol","Fu, S.; Centre for Forensic Science, University of Technology Sydney (UTS), Broadway, NSW 2007, Australia; email: Shanlin.fu@uts.edu.au","Article","Final","","Scopus","2-s2.0-84875607222","Paint-Glass","Paint-Glass"
"Vlcek D., Vanek D., Mikeš J., Kovác M., Kállay D.","46961414400;6602795105;56375348000;55979975100;55979342500;","[Separation of sperm by micromanipulator from unusual forensic sample - case report]. [Separace spermií pomocí mikromanipulátoru z neobvyklého forenzního vzorku - kazuistika.]",2013,"Soudní lékarství / casopis Sekce soudního lékarstvi Cs. lékarské spolecnosti J. Ev. Purkyne","58","2","","16","18",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891424864&partnerID=40&md5=95c0daf5e524c6c59e074acc7df4cd43","","Vlcek, D.; Vanek, D.; Mikeš, J.; Kovác, M.; Kállay, D.","","article; case report; cell separation; cytology; DNA fingerprinting; female; forensic medicine; human; male; methodology; micromanipulation; spermatozoon; vagina; cell separation; cytology; procedures; spermatozoon; Cell Separation; DNA Fingerprinting; Female; Forensic Medicine; Humans; Male; Micromanipulation; Spermatozoa; Vagina; Cell Separation; DNA Fingerprinting; Female; Forensic Medicine; Humans; Male; Micromanipulation; Spermatozoa; Vagina","Vlcek, D.email: david.vlcek@minv.sk","Article","Final","","Scopus","2-s2.0-84891424864","Paint-Glass","Paint-Glass"
"Zhang H., Tran H.H., Chung B.H., Lee N.Y.","55589664900;55539384000;55722827800;9436765000;","Solid-phase based on-chip DNA purification through a valve-free stepwise injection of multiple reagents employing centrifugal force combined with a hydrophobic capillary barrier pressure",2013,"Analyst","138","6","","1750","1757",NA,14,"10.1039/c3an36409g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874029762&doi=10.1039%2fc3an36409g&partnerID=40&md5=6b67e63829cfd9c8f9fa45992bf1252e","Department of BioNano Technology, Gachon University, 1342 Seongnam-daero, Sujeong-gu, Seongnam-si Gyeonggi-do 461-701, South Korea; BioNanotechnology Research Center, Korea Research Institute of Bioscience and Biotechnology (KRIBB), Daejeon 305-600, South Korea; Major of Nanobiotechnology, School of Engineering, Korea University of Science and Technology (UST), Daejeon 305-333, South Korea","Zhang, H., Department of BioNano Technology, Gachon University, 1342 Seongnam-daero, Sujeong-gu, Seongnam-si Gyeonggi-do 461-701, South Korea; Tran, H.H., Department of BioNano Technology, Gachon University, 1342 Seongnam-daero, Sujeong-gu, Seongnam-si Gyeonggi-do 461-701, South Korea; Chung, B.H., BioNanotechnology Research Center, Korea Research Institute of Bioscience and Biotechnology (KRIBB), Daejeon 305-600, South Korea, Major of Nanobiotechnology, School of Engineering, Korea University of Science and Technology (UST), Daejeon 305-333, South Korea; Lee, N.Y., Department of BioNano Technology, Gachon University, 1342 Seongnam-daero, Sujeong-gu, Seongnam-si Gyeonggi-do 461-701, South Korea","","","Lee, N.Y.; Department of BioNano Technology, Gachon University, 1342 Seongnam-daero, Sujeong-gu, Seongnam-si Gyeonggi-do 461-701, South Korea; email: nylee@gachon.ac.kr","Article","Final","","Scopus","2-s2.0-84874029762","Paint-Glass","Paint-Glass"
"Jackson F., Maynard P., Cavanagh-Steer K., Dusting T., Roux C.","55572893100;7003703574;7801497043;55572403000;7202017940;","A survey of glass found on the headwear and head hair of a random population vs. people working with glass",2013,"Forensic Science International","226","1-3","","125","131",NA,4,"10.1016/j.forsciint.2012.12.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875589629&doi=10.1016%2fj.forsciint.2012.12.017&partnerID=40&md5=f6a9857816b5f70b4a5e2b3ad7afec7d","Centre for Forensic Science, University of Technology Sydney, PO Box 123, Broadway, NSW 2007, Australia; Forensic Science Services Branch, New South Wales Police Force, Pemulwuy, NSW 2145, Australia; Forensic Services, Northern Territory Police, Winnellie, NT0821, Australia","Jackson, F., Centre for Forensic Science, University of Technology Sydney, PO Box 123, Broadway, NSW 2007, Australia; Maynard, P., Centre for Forensic Science, University of Technology Sydney, PO Box 123, Broadway, NSW 2007, Australia; Cavanagh-Steer, K., Forensic Science Services Branch, New South Wales Police Force, Pemulwuy, NSW 2145, Australia, Forensic Services, Northern Territory Police, Winnellie, NT0821, Australia; Dusting, T., Forensic Science Services Branch, New South Wales Police Force, Pemulwuy, NSW 2145, Australia; Roux, C., Centre for Forensic Science, University of Technology Sydney, PO Box 123, Broadway, NSW 2007, Australia","Background glass; Evidential significance; Forensic science; Glass; Head hair; Headwear; Survey","glass; accuracy; adult; aged; article; clothing; controlled study; female; forensic science; glass industry; hair analysis; headwear; human; human tissue; legal evidence; male; particle size; prevalence; priority journal; refraction index","Roux, C.; Centre for Forensic Science, University of Technology, PO Box 123, Broadway, Sydney, NSW 2007, Australia; email: Claude.Roux@uts.edu.au","Article","Final","","Scopus","2-s2.0-84875589629","Paint-Glass","Paint-Glass"
"Alamilla F., Calcerrada M., Garcia-Ruiz C., Torre M.","55602248500;55602272500;35271820400;7102393317;","Validation of an analytical method for the refractive index measurement of glass fragments. Application to a hit-and-run incident",2013,"Analytical Methods","5","5","","1178","1184",NA,3,"10.1039/c2ay26035b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874174180&doi=10.1039%2fc2ay26035b&partnerID=40&md5=49e3bddeb81ab5e1d37633caf68cd188","Criminalistics Service of Guardia Civil, C/Guzmán el Bueno 110, 28003 Madrid, Spain; University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain","Alamilla, F., Criminalistics Service of Guardia Civil, C/Guzmán el Bueno 110, 28003 Madrid, Spain, University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Calcerrada, M., Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Garcia-Ruiz, C., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain, Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Torre, M., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain, Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain","","Analytical method; Calibration lines; Certified reference materials; Glass containers; Glass fragments; Glass samples; La-ICP-MS; Laser-ablation inductively-coupled plasma mass spectrometry; Pair-wise comparison; Refractive index measurement; Relative errors; Relative standard deviations; Silicone oil; Working range; Inductively coupled plasma; Inductively coupled plasma mass spectrometry; Refractive index; Silicones; Glass","Torre, M.; University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; email: mercedes.torre@uah.es","Article","Final","","Scopus","2-s2.0-84874174180","Paint-Glass","Paint-Glass"
"Roberts K., Almond M.J., Bond J.W.","57191646937;26643011500;36107563600;","Using paint to investigate fires: An atr-ir study of the degradation of paint samples upon heating",2013,"Journal of Forensic Sciences","58","2","","495","499",NA,3,"10.1111/1556-4029.12049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875518559&doi=10.1111%2f1556-4029.12049&partnerID=40&md5=2925e14f461f5e59156f9f9b670c71d1","Department of Chemistry, University of Reading, Whiteknights, Reading, RG6 6AD, United Kingdom; Department of Chemistry, University of Leicester, Leicester, LE1 7RH, United Kingdom","Roberts, K., Department of Chemistry, University of Reading, Whiteknights, Reading, RG6 6AD, United Kingdom; Almond, M.J., Department of Chemistry, University of Reading, Whiteknights, Reading, RG6 6AD, United Kingdom; Bond, J.W., Department of Chemistry, University of Leicester, Leicester, LE1 7RH, United Kingdom","Fire scene investigation; Forensic science; Infrared spectroscopy; Paint analysis; Thermogravimetric analysis; X-ray diffraction","","Almond, M.J.; Department of Chemistry, University of Reading, Whiteknights, Reading, RG6 6AD, United Kingdom; email: m.j.almond@rdg.ac.uk","Article","Final","","Scopus","2-s2.0-84875518559","Paint-Glass","Paint-Glass"
"Wright D.M., Bradley M.J., Mehltretter A.H.","13607058500;8635508900;36706191900;","Analysis and discrimination of single-layer white architectural paint samples",2013,"Journal of Forensic Sciences","58","2","","358","364",NA,5,"10.1111/1556-4029.12074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875534798&doi=10.1111%2f1556-4029.12074&partnerID=40&md5=3d320882efdf7ea6a6a009394ab0944a","Federal Bureau of Investigation, Laboratory Division, 2501 Investigation Parkway, Quantico, VA, 22135, United States","Wright, D.M., Federal Bureau of Investigation, Laboratory Division, 2501 Investigation Parkway, Quantico, VA, 22135, United States; Bradley, M.J., Federal Bureau of Investigation, Laboratory Division, 2501 Investigation Parkway, Quantico, VA, 22135, United States; Mehltretter, A.H., Federal Bureau of Investigation, Laboratory Division, 2501 Investigation Parkway, Quantico, VA, 22135, United States","Architectural paint; Comparative examinations; Discrimination study; Forensic science; Fourier transform infrared spectroscopy; Pyrolysis-gas chromatography/mass spectrometry; Scanning electron microscopy/energy dispersive spectroscopy; Trace evidence","","Wright, D.M.; Federal Bureau of Investigation, Laboratory Division, 2501 Investigation Parkway, Quantico, VA, 22135, United States; email: diana.wright@ic.fbi.gov","Article","Final","","Scopus","2-s2.0-84875534798","Paint-Glass","Paint-Glass"
"Baidoo I.K., Nyarko B.J.B., Akaho E.H.K., Dampare S.B., Poku L.O., Gbadago J.K., Quacoo E.A., Opata N.S., Quagraine R.E.","55206885400;6602843576;7004134622;8726981200;55363249300;36672792900;55362968000;36673529700;6504469251;","Application of k0-method in instrumental neutron activation analysis to glass matrix: Test study for low power research reactor GHARR-1",2013,"Journal of Radioanalytical and Nuclear Chemistry","295","3","","1893","1901",NA,NA,"10.1007/s10967-012-2249-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876286738&doi=10.1007%2fs10967-012-2249-1&partnerID=40&md5=a78b24e600f0d781bae085be7b13e716","Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Biotechnology and Nuclear Agriculture Research Institute, Radiation Technology Centre, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Department of Nuclear Sciences and Applications, Graduate School of Nuclear and Allied Sciences, University of Ghana, P.O. Box AE1, Atomic, Accra, Ghana","Baidoo, I.K., Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Nyarko, B.J.B., Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Akaho, E.H.K., Department of Nuclear Sciences and Applications, Graduate School of Nuclear and Allied Sciences, University of Ghana, P.O. Box AE1, Atomic, Accra, Ghana; Dampare, S.B., Department of Nuclear Sciences and Applications, Graduate School of Nuclear and Allied Sciences, University of Ghana, P.O. Box AE1, Atomic, Accra, Ghana; Poku, L.O., Department of Nuclear Sciences and Applications, Graduate School of Nuclear and Allied Sciences, University of Ghana, P.O. Box AE1, Atomic, Accra, Ghana; Gbadago, J.K., Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Quacoo, E.A., Biotechnology and Nuclear Agriculture Research Institute, Radiation Technology Centre, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Opata, N.S., Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; Quagraine, R.E., Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana","Archeology; Forensic; Glass matrix; Gold monitor; k0-INAA; Trace element analysis","aluminum; aluminum oxide; calcium oxide; chromium; cobalt; glass; gold; iron; magnesium oxide; manganese; metal oxide; silicon dioxide; sodium oxide; trace element; unclassified drug; accuracy; article; controlled study; instrumental neutron activation analysis; neutron activation analysis; nuclear reactor; sensitivity and specificity","Baidoo, I.K.; Nuclear Reactors Research Centre, N.N.R.I, Ghana Atomic Energy Commission, Box LG 80, Legon, Accra, Ghana; email: baidooisaac51@yahoo.co.uk","Article","Final","","Scopus","2-s2.0-84876286738","Paint-Glass","Paint-Glass"
"Singh K., Sharma S., Garg R.K.","7404763251;56140144100;56224977700;","Visualization of latent fingerprints using silica gel G: A new technique",2013,"Egyptian Journal of Forensic Sciences","3","1","","20","25",NA,15,"10.1016/j.ejfs.2012.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929142851&doi=10.1016%2fj.ejfs.2012.09.001&partnerID=40&md5=b7a83f6a086639371ba3660f9f3c021f","Department of Forensic Science, Punjabi University, Patiala, 147002, India","Singh, K., Department of Forensic Science, Punjabi University, Patiala, 147002, India; Sharma, S., Department of Forensic Science, Punjabi University, Patiala, 147002, India; Garg, R.K., Department of Forensic Science, Punjabi University, Patiala, 147002, India","Conventional powders; Development; Latent fingerprints; Powder method; Silica gel G powder; Substrates","","Garg, R.K.; Department of Forensic Science, Punjabi UniversityIndia","Article","Final","Open Access","Scopus","2-s2.0-84929142851","Paint-Glass","Paint-Glass"
"Rambaud C., Tabary A., Contraires G., Hassan F.E., Labalette P.","56412552200;55356348300;55355644700;57212892273;7003488913;","Contextual study of Airsoft gun related ocular injuries [Étude contextuelle des accidents ophtalmologiques par pistolets Airsoft]",2013,"Journal Francais d'Ophtalmologie","36","3","","236","241",NA,2,"10.1016/j.jfo.2012.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875222434&doi=10.1016%2fj.jfo.2012.01.012&partnerID=40&md5=f673a970f267a58e2ba89d6b6df33e81","Service d'Ophtalmologie, Hôpital Huriez, Centre Hospitalier Régional et Universitaire de Lille, 1, place de Verdun, 59037 Lille cedex, France","Rambaud, C., Service d'Ophtalmologie, Hôpital Huriez, Centre Hospitalier Régional et Universitaire de Lille, 1, place de Verdun, 59037 Lille cedex, France; Tabary, A., Service d'Ophtalmologie, Hôpital Huriez, Centre Hospitalier Régional et Universitaire de Lille, 1, place de Verdun, 59037 Lille cedex, France; Contraires, G., Service d'Ophtalmologie, Hôpital Huriez, Centre Hospitalier Régional et Universitaire de Lille, 1, place de Verdun, 59037 Lille cedex, France; Hassan, F.E., Service d'Ophtalmologie, Hôpital Huriez, Centre Hospitalier Régional et Universitaire de Lille, 1, place de Verdun, 59037 Lille cedex, France; Labalette, P., Service d'Ophtalmologie, Hôpital Huriez, Centre Hospitalier Régional et Universitaire de Lille, 1, place de Verdun, 59037 Lille cedex, France","Accident; Airsoft; Children; Context; Eye; Gun; Minors; Ocular; Ocular injuries; Safety glasses; Trauma","plastic; adolescent; article; ballistics; child; contact lens; cornea; equipment design; eye injury; eye protective device; female; firearm; France; gunshot injury; human; injury; intraocular foreign body; iris; legal aspect; male; retrospective study; spectacles; sport injury; statistics; utilization review; vitreous hemorrhage; Adolescent; Athletic Injuries; Child; Contact Lenses; Cornea; Equipment Design; Eye Foreign Bodies; Eye Injuries; Eye Protective Devices; Eyeglasses; Female; Firearms; Forensic Ballistics; France; Humans; Iris; Male; Plastics; Retrospective Studies; Vitreous Hemorrhage; Wounds, Gunshot","Rambaud, C.46, rue du Docteur-Legay, 59110 La Madeleine, France; email: rambaud.camille@gmail.com","Article","Final","","Scopus","2-s2.0-84875222434","Paint-Glass","Paint-Glass"
"Wojnowski D.A., Fischer C.R.","57195078037;57199873316;","WilTel technology curtain wall framing failure investigation",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","151","160",NA,NA,"10.1061/9780784412640.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873852496&doi=10.1061%2f9780784412640.017&partnerID=40&md5=d1b17af7e363dc42fa08f9bfccf85c27","Engineering Systems, Inc. (ESI), 4215 Campus Drive, Aurora, IL 60504, United States","Wojnowski, D.A., Engineering Systems, Inc. (ESI), 4215 Campus Drive, Aurora, IL 60504, United States; Fischer, C.R., Engineering Systems, Inc. (ESI), 4215 Campus Drive, Aurora, IL 60504, United States","","Construction defects; Curtain walls; During construction; Failure investigation; Forensic investigation; Glass curtain walls; Key feature; Oklahoma; Steel truss; Technology centers; Forensic engineering; Walls (structural partitions)","Wojnowski, D.A.; Engineering Systems, Inc. (ESI), 4215 Campus Drive, Aurora, IL 60504, United States; email: dawojnowski@esi-il.com","Conference Paper","Final","","Scopus","2-s2.0-84873852496","Paint-Glass","Paint-Glass"
"Memari A.M.","6701498220;","Review of the performance of glazing systems in earthquakes and recent developments to mitigate damage",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","123","132",NA,1,"10.1061/9780784412640.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873822602&doi=10.1061%2f9780784412640.014&partnerID=40&md5=28bf035e5c707a373f5ddb785a23f5a9","Department of Architectural Engineering, Penn State University, 104 Engineering Unit A, University park, PA, 16802, United States","Memari, A.M., Department of Architectural Engineering, Penn State University, 104 Engineering Unit A, University park, PA, 16802, United States","","Architectural glass; Curtain walls; Glass damage; Glazing systems; Seismic damage; Seismic Performance; Window frames; Earthquakes; Forensic engineering; Glazes; Silicones; Glass","Memari, A.M.; Department of Architectural Engineering, Penn State University, 104 Engineering Unit A, University park, PA, 16802, United States; email: memari@engr.psu.edu","Conference Paper","Final","","Scopus","2-s2.0-84873822602","Paint-Glass","Paint-Glass"
"Triano J., Cocca J.","55595984000;34978328300;","Thermal breakage of spandrel glass: A case study",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","143","150",NA,1,"10.1061/9780784412640.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873854607&doi=10.1061%2f9780784412640.016&partnerID=40&md5=b87501c45227bd589c6151e1e7544784","Wiss, Janney, Elstner Associates, Inc., 2 Trap Falls Road, Shelton, CT 06484, United States","Triano, J., Wiss, Janney, Elstner Associates, Inc., 2 Trap Falls Road, Shelton, CT 06484, United States; Cocca, J., Wiss, Janney, Elstner Associates, Inc., 2 Trap Falls Road, Shelton, CT 06484, United States","","Building enclosure; Building structure; Glass surface temperature; Glass surfaces; Heat traps; High rise; Residential towers; Temperature differential; Atmospheric temperature; Forensic engineering; Research; Thermal stress; Glass","Triano, J.; Wiss, Janney, Elstner Associates, Inc., 2 Trap Falls Road, Shelton, CT 06484, United States; email: jtriano@wje.com","Conference Paper","Final","","Scopus","2-s2.0-84873854607","Paint-Glass","Paint-Glass"
"[No author name available]","[No author id available]","Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","","",1355,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873827000&partnerID=40&md5=ca507e49cf1d2b6b7b15df130df04ae7","","","","","","Conference Review","Final","","Scopus","2-s2.0-84873827000","Paint-Glass","Paint-Glass"
"Ataei H., Anderson J.C.","55595914900;55553734352;","Mitigating the injuries from flying glass due to air blast",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","133","142",NA,3,"10.1061/9780784412640.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873849518&doi=10.1061%2f9780784412640.015&partnerID=40&md5=ca0fff3832e855b5f85b2509b60be778","Sonny Astani Department of Civil and Environmental Engineering, Viterbi School of Engineering, University of Southern California (USC), 3620 S. Vermont Ave., Los Angeles, CA, 90089-2531, United States","Ataei, H., Sonny Astani Department of Civil and Environmental Engineering, Viterbi School of Engineering, University of Southern California (USC), 3620 S. Vermont Ave., Los Angeles, CA, 90089-2531, United States; Anderson, J.C., Sonny Astani Department of Civil and Environmental Engineering, Viterbi School of Engineering, University of Southern California (USC), 3620 S. Vermont Ave., Los Angeles, CA, 90089-2531, United States","blast; crack propagation; fracture mechanics; glass; glass fragments; safety","Air blast; blast; Blast loading; Crack initiation and propagation; Decision makers; Failure mechanics; Finite element models; Glass fragments; Glazing systems; Injury models; Material failures; Modern buildings; Nonlinear finite element method; Realistic model; Window glass; Accident prevention; Crack propagation; Explosions; Finite element method; Forensic engineering; Fracture mechanics; Glazes; Glass","Ataei, H.; Sonny Astani Department of Civil and Environmental Engineering, Viterbi School of Engineering, University of Southern California (USC), 3620 S. Vermont Ave., Los Angeles, CA, 90089-2531, United States; email: ataei@usc.edu","Conference Paper","Final","","Scopus","2-s2.0-84873849518","Paint-Glass","Paint-Glass"
"-Green L.S.","8519362200;","A universal method to determine crack age in construction materials",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","1005","1014",NA,1,"10.1061/9780784412640.107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873880310&doi=10.1061%2f9780784412640.107&partnerID=40&md5=08071ee18b483e8ef8e25989d17dd660","San Jose State University, Dept of Civil and Environmental Engineering, 1 Washington Square, San Jose, CA 95192, United States","-Green, L.S., San Jose State University, Dept of Civil and Environmental Engineering, 1 Washington Square, San Jose, CA 95192, United States","","Confocal laser scanning microscopy; Heavy construction; Pseudomonas putida; Quantification methods; Universal method; Confocal microscopy; Forensic engineering; Laws and legislation; Cracks","-Green, L.S.; San Jose State University, Dept of Civil and Environmental Engineering, 1 Washington Square, San Jose, CA 95192, United States; email: Laura.Sullivan-Green@sjsu.edu","Conference Paper","Final","","Scopus","2-s2.0-84873880310","Paint-Glass","Paint-Glass"
"Jain A., Simsir C.C.","57193882161;16032309000;","Investigation of hurricane damage to a condominium building in Florida",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","811","820",NA,NA,"10.1061/9780784412640.086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873842703&doi=10.1061%2f9780784412640.086&partnerID=40&md5=ab6deec3f7be9245e24d6a1dadbf195b","Weidlinger Associates, Inc., 4551 Glencoe Ave. Ste 350, Marina del Rey, CA 90292, United States","Jain, A., Weidlinger Associates, Inc., 4551 Glencoe Ave. Ste 350, Marina del Rey, CA 90292, United States; Simsir, C.C., Weidlinger Associates, Inc., 4551 Glencoe Ave. Ste 350, Marina del Rey, CA 90292, United States","","Combined actions; Concrete masonry units; Flat slabs; Floor slabs; Florida; Glass doors; Hurricane damage; Infill walls; Non-structural components; Reinforced concrete column; South Florida; Structural engineering calculations; Structural systems; Water damage; Wind induced vibrations; Wind pressures; Wind speed; Apartment houses; Buffeting; Buildings; Concrete construction; Doors; Flood damage; Floors; Forensic engineering; Hurricanes; Railings; Reinforced concrete; Wind effects; Walls (structural partitions)","Jain, A.; Weidlinger Associates, Inc., 4551 Glencoe Ave. Ste 350, Marina del Rey, CA 90292, United States; email: jain@wai.com","Conference Paper","Final","","Scopus","2-s2.0-84873842703","Paint-Glass","Paint-Glass"
"Nelson E.L.","7402264548;","Use of watermarks for discerning hurricane-induced flood levels",2013,"Forensic Engineering 2012: Gateway to a Better Tomorrow - Proceedings of the 6th Congress on Forensic Engineering","","","","568","574",NA,NA,"10.1061/9780784412640.060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873867366&doi=10.1061%2f9780784412640.060&partnerID=40&md5=cd82eb3152f341c5f4b9ee17c51ea9ff","Nelson Architectural Engineers, Inc., 2740 Dallas Parkway, Plano, TX 75093, United States","Nelson, E.L., Nelson Architectural Engineers, Inc., 2740 Dallas Parkway, Plano, TX 75093, United States","","Class-property; Field measurement; Field observations; Good correlations; Gypsum board; Hurricane katrina; New Orleans; Performance evaluation; Property damage; Site visits; Standing waters; Task force; Forensic engineering; Gypsum; Hurricanes; Watermarking; Floods","Nelson, E.L.; Nelson Architectural Engineers, Inc., 2740 Dallas Parkway, Plano, TX 75093, United States","Conference Paper","Final","","Scopus","2-s2.0-84873867366","Paint-Glass","Paint-Glass"
"Boran G.","24528456400;","Gelatin: Production, applications and health implications",2013,"Gelatin: Production, Applications and Health Implications","","","","1","238",NA,3,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895390764&partnerID=40&md5=699a2a1cc41436e8676469475bf9b5d2","Department of Food Engineering, Yüzüncü Yil University, 65080, Van, Turkey","Boran, G., Department of Food Engineering, Yüzüncü Yil University, 65080, Van, Turkey","","","Boran, G.; Department of Food Engineering, Yüzüncü Yil University, 65080, Van, Turkey","Book","Final","","Scopus","2-s2.0-84895390764","Paint-Glass","Paint-Glass"
