AIKeywords,CorrectedAIKeywords,CorAIKeywordsAcronym
DESORPTION ELECTROSPRAY IONISATION MASS SPECTROMETRY (DESI-MS),DESORPTION ELECTROSPRAY IONISATION-MASS SPECTROMETRY (DESI-MS),(DESI-MS)
DESORPTION ELECTROSPRAY IONIZATION MASS SPECTROMETRY,DESORPTION ELECTROSPRAY IONISATION-MASS SPECTROMETRY (DESI-MS),(DESI-MS)
DESI MASS SPECTROMETRY,DESORPTION ELECTROSPRAY IONISATION-MASS SPECTROMETRY-MASS SPECTROMETRY (DESI-MSMS),(DESI-MSMS)
DESORPTION ELECTROSPRAY IONIZATION,DESORPTION ELECTROSPRAY IONIZATION (DESI),DESORPTION ELECTROSPRAY IONIZATION (DESI)
DETE,DETECTION,DETECTION
DETECTION AND IDENTIFICATIONS,DETECTION,DETECTION
DETECTION LIMIT,DETECTION LIMITS,DETECTION LIMITS
DETECTION METHODS,DETECTION METHOD,DETECTION METHOD
DETECTORS,DETECTOR,DETECTOR
DETONATIONS,DETONATION,DETONATION
DEUTERIUM LABELED,DEUTERIUM LABELLED,DEUTERIUM LABELLED
DEUTERIUM LABELING,DEUTERIUM LABELLING,DEUTERIUM LABELLING
DEVICE,DEVICES,DEVICES
DIAGNOSES,DIAGNOSIS,DIAGNOSIS
DIAGNOSIS TECHNIQUES,DIAGNOSIS,DIAGNOSIS
"DIAGNOSIS, COMPUTER-ASSISTED",DIAGNOSIS,DIAGNOSIS
"DIAGNOSIS, DIFFERENTIAL",DIAGNOSIS,DIAGNOSIS
"DIAGNOSIS, DUAL (PSYCHIATRY)",DIAGNOSIS,DIAGNOSIS
"DIAGNOSIS, MEASUREMENT AND ANALYSIS",DIAGNOSIS,DIAGNOSIS
"DIAGNOSIS, ORAL",DIAGNOSIS,DIAGNOSIS
DIAGNOSTICS,DIAGNOSTIC,DIAGNOSTIC
DIASTEREOISOMERIC SALTS,DIASTEREOISOMERIC SALT,DIASTEREOISOMERIC SALT
"DIAZEPAM, IM BLUT BEI ALKOHOLISIERTEN VERKEHRSTEILNEHMERN",DIAZEPAM,DIAZEPAM
DICARBOXYLIC ACIDS,DICARBOXYLIC ACID,DICARBOXYLIC ACID
DIELECTRIC BARRIER DISCHARGE,DIELECTRIC-BARRIER DISCHARGE,DIELECTRIC-BARRIER DISCHARGE
DIESEL FUELS,DIESEL FUEL,DIESEL FUEL
DIETARY SUPPLEMENT,DIETARY SUPPLEMENTS,DIETARY SUPPLEMENTS
DIFFERENTIAL SCANNING CALORIMETER,DIFFERENTIAL SCANNING CALORIMETRY (DSC),DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIFFERENTIAL SCANNING CALORIMETERS,DIFFERENTIAL SCANNING CALORIMETRY (DSC),DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIFFERENTIAL SCANNING CALORIMETRY,DIFFERENTIAL SCANNING CALORIMETRY (DSC),DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIFFERENTIAL SCANNING CALORIMETRY METHODS,DIFFERENTIAL SCANNING CALORIMETRY (DSC),DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIGITAL EVIDENCES,DIGITAL EVIDENCE,DIGITAL EVIDENCE
DIGITAL FORENICS,DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITAL FORENSIC (DF),DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITAL FORENSICS,DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITAL FORENSICS (DF),DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITIZED FORENSIC APPLICATIONS,DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITIZED FORENSICS,DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITIZED FORENSICSLATENT,DIGITAL FORENSIC,DIGITAL FORENSIC
DIGITAL FORENSIC INVESTIGATION (DFI),DIGITAL FORENSIC INVESTIGATION,DIGITAL FORENSIC INVESTIGATION
DIGITAL FORENSIC INVESTIGATIONS,DIGITAL FORENSIC INVESTIGATION,DIGITAL FORENSIC INVESTIGATION
DIGITAL FORENSIC READINESS (DFR),DIGITAL FORENSIC READINESS,DIGITAL FORENSIC READINESS
DIGITAL IMAGERY,DIGITAL IMAGE,DIGITAL IMAGE
DIGITAL IMAGES,DIGITAL IMAGE,DIGITAL IMAGE
DIGITAL IMAGING,DIGITAL IMAGE,DIGITAL IMAGE
DIGITAL INVESTIGATIONS,DIGITAL INVESTIGATION,DIGITAL INVESTIGATION
DIGITAL TRACES,DIGITAL TRACE,DIGITAL TRACE
DILUENT,DILUENTS,DILUENTS
DIMETHOXYAMPHETAMINE,DIMETHOXYAMPHETAMINES (DMA),DIMETHOXYAMPHETAMINES (DMA)
DIMETHYLTRYPTAMINE,DIMETHYLTRYPTAMINE (DMT),DIMETHYLTRYPTAMINE (DMT)
DIODE ARRAY DETECTION,DIODE-ARRAY DETECTION,DIODE-ARRAY DETECTION
DIPHENYLAMINE,DIPHENLYAMINE (DPA),DIPHENLYAMINE (DPA)
DIPOLE MOMENTS,DIPOLE MOMENT,DIPOLE MOMENT
DIP PEN LITHOGRAPHY,DIP-PEN LITHOGRAPHY,DIP-PEN LITHOGRAPHY
DIRECT ANALYSIS IN REAL TIME,DIRECT ANALYSIS IN REAL TIME (DART),DIRECT ANALYSIS IN REAL TIME (DART)
"DIRECT ANALYSIS IN REAL TIME ( DART), MASS SPECTROMETRY",DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY,DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY
DISASTERS,DISASTER,DISASTER
DISCRIMINANT ANALYSES,DISCRIMINANT ANALYSIS,DISCRIMINANT ANALYSIS
DISCRIMINANT ANALYSIS (DA),DISCRIMINANT ANALYSIS,DISCRIMINANT ANALYSIS
DISCRIMINANT ANALYSIS MODEL,DISCRIMINANT ANALYSIS,DISCRIMINANT ANALYSIS
DISCRIMINANT MODELS,DISCRIMINANT ANALYSIS,DISCRIMINANT ANALYSIS
DISINFECTION BYPRODUCTS,DISINFECTION BY-PRODUCTS,DISINFECTION BY-PRODUCTS
DISPERSIVE LIQUID-LIQUID MICROEXTRACTION,DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (DLLME),DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (DLLME)
DISTANCE ESTIMATION,DISTANCE DETERMINATION,DISTANCE DETERMINATION
DISTANCE-BASED ??PAD,DISTANCE-BASED PAD,DISTANCE-BASED PAD
DEOXYRIBONUCLEIC ACID,DNA,DNA
DEOXYRIBONUCLEIC ACID (DNA),DNA,DNA
DOUBLE STRANDED DNA,DNA,DNA
DEGRADED DNA,DNA DEGRADATION,DNA DEGRADATION
DEOXYRIBONUCLEIC ACID EXTRACTION,DNA EXTRACTION,DNA EXTRACTION
DNA EXTRACTS,DNA EXTRACTION,DNA EXTRACTION
DNA FINGER PRINTING,DNA FINGERPRINTING,DNA FINGERPRINTING
DNA FINGER PRINTS,DNA FINGERPRINTING,DNA FINGERPRINTING
DNA FINGERPRINT,DNA FINGERPRINTING,DNA FINGERPRINTING
DNA FINGERPRINTS,DNA FINGERPRINTING,DNA FINGERPRINTING
PRIMER DNA,DNA PRIMERS,DNA PRIMERS
DNA SEQUENCE CONTEXT,DNA SEQUENCE,DNA SEQUENCE
DNA SEQUENCES,DNA SEQUENCE,DNA SEQUENCE
"SEQUENCE ANALYSIS, DNA",DNA SEQUENCE ANALYSIS,DNA SEQUENCE ANALYSIS
DEOXYRIBONUCLEIC ACID (DNA) TYPING,DNA TYPING,DNA TYPING
DOCUMENT EXAMINATIONS,DOCUMENT EXAMINATION,DOCUMENT EXAMINATION
DOPING (ADDITIVES),DOPING,DOPING
DOPING-CONTROL,DOPING CONTROL,DOPING CONTROL
AUTOMOBILE DRIVERS,DRIVER,DRIVER
CAR DRIVER,DRIVER,DRIVER
COMMERCIAL DRIVERS,DRIVER,DRIVER
DRIVERS,DRIVER,DRIVER
EUROPEAN DRIVERS,DRIVER,DRIVER
FEMALE DRIVERS,DRIVER,DRIVER
INDIAN DRIVERS,DRIVER,DRIVER
KOREAN DRIVER,DRIVER,DRIVER
LICENSED DRIVERS,DRIVER,DRIVER
NOVICE DRIVERS,DRIVER,DRIVER
OLDER DRIVER,DRIVER,DRIVER
OLDER DRIVERS,DRIVER,DRIVER
PROFESSIONAL DRIVERS,DRIVER,DRIVER
SPANISH DRIVERS,DRIVER,DRIVER
TEEN DRIVERS,DRIVER,DRIVER
TEENAGE DRIVER,DRIVER,DRIVER
TEENAGE DRIVERS,DRIVER,DRIVER
TRACTOR-TRAILER DRIVERS,DRIVER,DRIVER
TRANSPORT DRIVERS,DRIVER,DRIVER
TRUCK DRIVERS,DRIVER,DRIVER
YOUNG ADULT DRIVERS,DRIVER,DRIVER
YOUNG DRIVER,DRIVER,DRIVER
YOUNG DRIVERS,DRIVER,DRIVER
YOUNG MALE DRIVERS,DRIVER,DRIVER
YOUNGER DRIVERS,DRIVER,DRIVER
DRIVING ABILITIES,DRIVING ABILITY,DRIVING ABILITY
ALCOHOL AND DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
ALCOHOL CONSUMPTION AND DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
ALCOHOL DUI,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
ALCOHOL IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
"ALCOHOL, DRUGS, DRIVING",DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
ALCOHOL-IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
AOD USE AND DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINK AND DRIVE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINK AND DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINK DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINK-DRIVE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINK-DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINKING AND DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINKING DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINKING/DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRINKING-DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVER UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVER-BASED ALCOHOL-IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING AFTER DRINKING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING AFTER DRINKING ALCOHOL,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER ALCOHOL INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER INFLUENCE (DUI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER INFLUENCE OF ALCOHOL,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER INFLUENCE OF ALCOHOL AND DRUGS,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE (DUI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE (DUI) IMPAIRED DRIVERS,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE OF ALCOHOL,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE OF ALCOHOL (DUI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE OF ALCOHOL (DUIA),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE OF ALCOHOL AND DRUGS,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE OF DRUGS ALCOHOL AND MEDICINE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCE OF DRUGS ALCOHOL AND MEDICINES,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING UNDER THE INFLUENCES,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE ALCOHOL/DRUG IMPAIRED,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE DRUNK,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE IMPAIRED,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE IMPAIRED (DWI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE IMPAIRED BY ALCOHOL,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE INTOXICATED,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE INTOXICATED (DWI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE INTOXICATED OR IMPAIRED (DWI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING WHILE INTOXICATED/DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING-UNDER-THE-INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRIVING-UNDER-THE-INFLUENCE (DUI),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRUGGED AND DRUNK DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
"DRUGS, ALCOHOL, DRIVING",DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRUNK DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DRUNK-DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DUI,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DUI - DRIVING UNDER INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DUI (DRIVING UNDER THE INFLUENCE),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DUI ??????? DRIVING UNDER INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DUI ??????????? DRIVING UNDER INFLUENCE,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DWI,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DWI (DRIVING WHILE INTOXICATED),DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
DWI CASES,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE
BENZODIAZEPINES IN DRIVERS UNDER THE INFLUENCE OF ALCOHOL,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
CANNABIS AND DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
CANNABIS IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
CANNABIS-IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
CANNABIS-INVOLVED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER DRUG INFLUENCE,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER INFLUENCE (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER INFLUENCE OF DRUGS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE EFFECTS OF DRUGS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE (DUI) OF DRUGS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE (DUI) OF PHARMACEUTICALS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE OF DRUG,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE OF DRUGS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE OF DRUGS OF ABUSE,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
"DRIVING UNDER THE INFLUENCE OF DRUGS, ALCOHOL AND MEDICINES CATEGORIZATION SYSTEM",DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE OF ILLEGAL DRUG,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE OF ILLICIT DRUG,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING UNDER THE INFLUENCE OF PSYCHOACTIVE SUBSTANCES,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING WHILE IMPAIRED BY MARIJUANA,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRIVING-IMPAIRING MEDICINES,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG AND DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG IMPAIRED DRIVERS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG-DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUGGED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG-IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUGS AND DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUGS AND DRIVING INABILITY,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUGS AND ROAD TRAFFIC,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DUID,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DUID (DRIVING UNDER THE INFLUENCE OF DRUGS),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DUID CASES,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DWID,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
ILLICIT DRUGS IN INJURED DRIVERS,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
MARIJUANA-IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
OPIOIDS AND DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
SUBSTANCE-IMPAIRED DRIVING,DRIVING UNDER THE INFLUENCE OF DRUGS (DUID),DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
DRUG/SUBSTANCE,DRUG,DRUG
DRUGS,DRUG,DRUG
DRUGS,DRUG,DRUG
"DRUGS, NON-PRESCRIPTION",DRUG,DRUG
LEGAL AND ILLEGAL DRUGS,DRUG,DRUG
SUBSTANCE,DRUG,DRUG
DRUG ANALOGS,DRUG ANALOG,DRUG ANALOG
DRUG BLOOD-LEVELS,DRUG BLOOD LEVEL,DRUG BLOOD LEVEL
DRUG EFFECTS,DRUG EFFECT,DRUG EFFECT
DRUG FORMULATIONS,DRUG FORMULATION,DRUG FORMULATION
DRUG MARKET,DRUG MARKETS,DRUG MARKETS
DRUG METABOLITES,DRUG METABOLITE,DRUG METABOLITE
DRUGS OF ABUSE,DRUG OF ABUSE,DRUG OF ABUSE
DRUG POLICIES,DRUG POLICY,DRUG POLICY
DRUG PRICES,DRUG PRICE,DRUG PRICE
DRUG PRODUCTS,DRUG PRODUCT,DRUG PRODUCT
DRUG ABUSE SCREENING TEST,DRUG SCREENING,DRUG SCREENING
DRUG SCREEN,DRUG SCREENING,DRUG SCREENING
DRUG SEIZURES,DRUG SEIZURE,DRUG SEIZURE
DRUG SUBSTANCES,DRUG SUBSTANCE,DRUG SUBSTANCE
DRUG USAGE,DRUG USE,DRUG USE
SUBSTANCE USE,DRUG USE,DRUG USE
DRUG UTILIZATION,DRUG UTILISATION,DRUG UTILISATION
DRUG FACILITATED CRIMES,DRUG-FACILITATED CRIMES,DRUG-FACILITATED CRIMES
DRUG FACILITATED SEXUAL ASSAULT,DRUG-FACILITATED SEXUAL ASSAULT (DFSA),DRUG-FACILITATED SEXUAL ASSAULT (DFSA)
DRUG FACILITATED SEXUAL ASSAULT (DFSA),DRUG-FACILITATED SEXUAL ASSAULT (DFSA),DRUG-FACILITATED SEXUAL ASSAULT (DFSA)
DRUG-FACILITATED SEXUAL ASSAULT,DRUG-FACILITATED SEXUAL ASSAULT (DFSA),DRUG-FACILITATED SEXUAL ASSAULT (DFSA)
DRUG-RELATED DEATHS,DRUG-RELATED DEATH,DRUG-RELATED DEATH
"DRUGS, CHINESE HERBAL/THERAPEUTIC USE","DRUGS, CHINESE HERBAL","DRUGS, CHINESE HERBAL"
DRUGS/ PHARMACEUTICALS,DRUGS/PHARMACEUTICALS,DRUGS/PHARMACEUTICALS
DRUNK DRIVING,DRUNKEN DRIVING,DRUNKEN DRIVING
(BLACK) DYES,DYE,DYE
DYES,DYE,DYE
DYES,DYE,DYE
DYES (BASIC),DYE,DYE
TEXTILE DYE,DYE,DYE
TEXTILE DYES,DYE,DYE
EAGLES,EAGLE,EAGLE
E-CIGARETTE,E-CIGARETTES,E-CIGARETTES
ECOSYSTEMS,ECOSYSTEM,ECOSYSTEM
ECSTACY,ECSTASY,ECSTASY
ECSTASY (MDMA),ECSTASY,ECSTASY
ECSTASY PILLS,ECSTASY,ECSTASY
ECTASY,ECSTASY,ECSTASY
ECSTASY TABLETS,ECSTASY TABLET,ECSTASY TABLET
EDIBLE,EDIBLES,EDIBLES
EFFECTIVE CARBON NUMBER,EFFECTIVE CARBON NUMBER (ECN),EFFECTIVE CARBON NUMBER (ECN)
EGGS,EGG,EGG
ELECTROCHEMICAL DETECTORS,ELECTROCHEMICAL DETECTOR,ELECTROCHEMICAL DETECTOR
ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY,ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY (EIS),ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY (EIS)
ELECTROCHEMICAL SENSORS,ELECTROCHEMICAL SENSOR,ELECTROCHEMICAL SENSOR
ELECTROCHEMILUMINESCENCE,ELECTROCHEMILUMINESCENCE (ECL),ELECTROCHEMILUMINESCENCE (ECL)
ELECTRODES,ELECTRODE,ELECTRODE
ELECTROKINETIC CHROMATOGRAPHY,ELECTROKINETIC CHROMATOGRAPHY (EKC),ELECTROKINETIC CHROMATOGRAPHY (EKC)
ELECTRON IONIZATON,ELECTRON IONIZATION,ELECTRON IONIZATION
ELECTRON MICROSCOPE,ELECTRON MICROSCOPY,ELECTRON MICROSCOPY
ELECTRON MICROSCOPES,ELECTRON MICROSCOPY,ELECTRON MICROSCOPY
"MICROSCOPES, ELECTRON",ELECTRON MICROSCOPY,ELECTRON MICROSCOPY
"MICROSCOPY, ELECTRON",ELECTRON MICROSCOPY,ELECTRON MICROSCOPY
"MICROSCOPY, ELECTRON, SCANNING",ELECTRON MICROSCOPY,ELECTRON MICROSCOPY
"MICROSCOPY, ELECTRON, TRANSMISSION",ELECTRON MICROSCOPY,ELECTRON MICROSCOPY
ELECTRONIC CIGARETTES,ELECTRONIC CIGARETTE,ELECTRONIC CIGARETTE
ELECTRONIC EVIDENCES,ELECTRONIC EVIDENCE,ELECTRONIC EVIDENCE
E-MAIL,ELECTRONIC MAIL,ELECTRONIC MAIL
ELECTRONIC TONGUES,ELECTRONIC TONGUE,ELECTRONIC TONGUE
ELECTROPHORETIC ANALYSIS,ELECTROPHORESIS,ELECTROPHORESIS
ELECTROPHORETIC METHODS,ELECTROPHORESIS,ELECTROPHORESIS
ELECTROSPRAY IONISATION-MASS SPECTROMETRY,ELECTROSPRAY IONISATION MASS SPECTROMETRY (ESI-MS),ELECTROSPRAY IONISATION MASS SPECTROMETRY (ESI-MS)
ELECTROSPRAY IONIZATION MASS SPECTROMETRY (ESIMS),ELECTROSPRAY IONISATION MASS SPECTROMETRY (ESI-MS),ELECTROSPRAY IONISATION MASS SPECTROMETRY (ESI-MS)
